factor,sample_index,factor_value,combo,rms_vibration_mm,rms_pointing_error_deg,peak_torque_nm,rms_torque_nm
modal_damping_scale,42,1.02838,fourth_standard_pd,0.078985,0.00129092,16.702,8.1193
modal_damping_scale,43,0.849137,s_curve_standard_pd,0.242556,0.00369559,18.6793,7.72715
modal_damping_scale,43,0.849137,fourth_standard_pd,0.0783311,0.00128073,16.7007,8.11933
modal_damping_scale,44,1.10316,s_curve_standard_pd,0.231587,0.00353543,18.6744,7.72714
modal_damping_scale,44,1.10316,fourth_standard_pd,0.0792598,0.00129515,16.7025,8.11929
modal_damping_scale,45,0.75252,s_curve_standard_pd,0.247194,0.00376301,18.6814,7.72716
modal_damping_scale,45,0.75252,fourth_standard_pd,0.0779835,0.00127521,16.6999,8.11934
modal_damping_scale,46,0.9337,s_curve_standard_pd,0.238724,0.00363971,18.6776,7.72715
modal_damping_scale,46,0.9337,fourth_standard_pd,0.0786375,0.00128552,16.7013,8.11931
modal_damping_scale,47,1.13166,s_curve_standard_pd,0.230451,0.00351881,18.6739,7.72714
modal_damping_scale,47,1.13166,fourth_standard_pd,0.0793652,0.00129676,16.7027,8.11928
modal_damping_scale,48,1.19266,s_curve_standard_pd,0.228085,0.00348407,18.6728,7.72713
modal_damping_scale,48,1.19266,fourth_standard_pd,0.0795916,0.00130021,16.703,8.11927
modal_damping_scale,49,0.937999,s_curve_standard_pd,0.238534,0.00363694,18.6775,7.72715
modal_damping_scale,49,0.937999,fourth_standard_pd,0.078653,0.00128576,16.7013,8.11931
modal_damping_scale,50,0.870286,s_curve_standard_pd,0.241581,0.00368136,18.6789,7.72715
modal_damping_scale,50,0.870286,fourth_standard_pd,0.0784075,0.00128193,16.7008,8.11932
modal_damping_scale,51,0.809231,s_curve_standard_pd,0.244436,0.00372292,18.6801,7.72715
modal_damping_scale,51,0.809231,fourth_standard_pd,0.0781898,0.00127849,16.7004,8.11933
modal_damping_scale,52,1.25101,s_curve_standard_pd,0.225885,0.00345179,18.6719,7.72713
modal_damping_scale,52,1.25101,fourth_standard_pd,0.0798075,0.00130349,16.7034,8.11927
modal_damping_scale,53,0.915379,s_curve_standard_pd,0.239535,0.00365156,18.6779,7.72715
modal_damping_scale,53,0.915379,fourth_standard_pd,0.0785709,0.00128447,16.7012,8.11932
modal_damping_scale,54,1.10873,s_curve_standard_pd,0.231363,0.00353216,18.6743,7.72714
modal_damping_scale,54,1.10873,fourth_standard_pd,0.0792802,0.00129546,16.7025,8.11929
modal_damping_scale,55,0.921091,s_curve_standard_pd,0.239284,0.00364788,18.6778,7.72715
modal_damping_scale,55,0.921091,fourth_standard_pd,0.0785915,0.0012848,16.7012,8.11932
modal_damping_scale,56,0.920213,s_curve_standard_pd,0.239323,0.00364845,18.6778,7.72715
modal_damping_scale,56,0.920213,fourth_standard_pd,0.0785883,0.00128475,16.7012,8.11932
modal_damping_scale,57,0.743899,s_curve_standard_pd,0.247619,0.00376921,18.6816,7.72716
modal_damping_scale,57,0.743899,fourth_standard_pd,0.0779532,0.00127472,16.6998,8.11934
modal_damping_scale,58,0.874791,s_curve_standard_pd,0.241374,0.00367835,18.6788,7.72715
modal_damping_scale,58,0.874791,fourth_standard_pd,0.078424,0.00128219,16.7009,8.11932
modal_damping_scale,59,1.23285,s_curve_standard_pd,0.226561,0.00346173,18.6722,7.72713
modal_damping_scale,59,1.23285,fourth_standard_pd,0.0797406,0.00130247,16.7033,8.11927
modal_damping_scale,60,0.735164,s_curve_standard_pd,0.248056,0.00377554,18.6818,7.72716
modal_damping_scale,60,0.735164,fourth_standard_pd,0.0779219,0.00127423,16.6997,8.11934
modal_damping_scale,61,1.19075,s_curve_standard_pd,0.228158,0.00348514,18.6729,7.72713
modal_damping_scale,61,1.19075,fourth_standard_pd,0.0795842,0.0013001,16.703,8.11927
modal_damping_scale,62,0.863372,s_curve_standard_pd,0.241898,0.003686,18.679,7.72715
modal_damping_scale,62,0.863372,fourth_standard_pd,0.0783822,0.00128154,16.7008,8.11932
modal_damping_scale,63,0.92139,s_curve_standard_pd,0.23927,0.00364769,18.6778,7.72715
modal_damping_scale,63,0.92139,fourth_standard_pd,0.0785925,0.00128481,16.7012,8.11932
modal_damping_scale,64,0.752459,s_curve_standard_pd,0.247197,0.00376305,18.6814,7.72716
modal_damping_scale,64,0.752459,fourth_standard_pd,0.0779833,0.00127521,16.6999,8.11934
modal_damping_scale,65,0.929752,s_curve_standard_pd,0.238899,0.00364226,18.6776,7.72715
modal_damping_scale,65,0.929752,fourth_standard_pd,0.0786233,0.00128529,16.7013,8.11931
modal_damping_scale,66,1.16927,s_curve_standard_pd,0.228983,0.00349727,18.6732,7.72713
modal_damping_scale,66,1.16927,fourth_standard_pd,0.0795045,0.0012989,16.7029,8.11928
modal_damping_scale,67,0.915191,s_curve_standard_pd,0.239543,0.00365168,18.6779,7.72715
modal_damping_scale,67,0.915191,fourth_standard_pd,0.0785702,0.00128446,16.7012,8.11932
modal_damping_scale,68,1.01067,s_curve_standard_pd,0.235395,0.00359113,18.6761,7.72714
