factor,sample_index,factor_value,combo,rms_vibration_mm,rms_pointing_error_deg,peak_torque_nm,rms_torque_nm,pointing_band_rms_deg,vibration_band_rms_mm,pointing_psd_at_f0_db,vibration_psd_at_f0_db
sensor_noise_frequency_hz,90,0.224394,s_curve_standard_pd,2.43299,0.0874165,22.3331,8.1983,0.275669,2.38665,-4.44346,-41.7641
sensor_noise_frequency_hz,90,0.224394,fourth_standard_pd,2.42023,0.0875056,20.5123,8.64628,0.276782,2.63844,-4.20946,-40.9253
sensor_noise_frequency_hz,91,0.245127,s_curve_standard_pd,2.7499,0.0784908,22.6292,8.24786,0.287464,2.77821,-5.06199,-39.8455
sensor_noise_frequency_hz,91,0.245127,fourth_standard_pd,2.73419,0.078569,20.5943,8.57415,0.288242,2.64244,-4.84705,-40.3445
sensor_noise_frequency_hz,92,1.12389,s_curve_standard_pd,0.531094,0.00808714,23.6925,8.49932,0.00374693,0.478182,-38.0768,-55.0595
sensor_noise_frequency_hz,92,1.12389,fourth_standard_pd,0.483663,0.00742658,21.6953,8.85475,0.00386785,0.477724,-37.7808,-55.0661
sensor_noise_frequency_hz,93,9.06486,s_curve_standard_pd,0.236347,0.00360556,23.771,8.52403,0.000224868,0.0148815,-63.6744,-85.893
sensor_noise_frequency_hz,93,9.06486,fourth_standard_pd,0.0803469,0.00131172,21.7785,8.88089,0.000221759,0.0148814,-63.6551,-85.8931
sensor_noise_frequency_hz,94,38.1885,s_curve_standard_pd,0.235854,0.00359784,23.7672,8.52499,7.93327e-06,0.000501844,-92.6728,-114.693
sensor_noise_frequency_hz,94,38.1885,fourth_standard_pd,0.0788936,0.00128948,21.7637,8.88197,7.69184e-06,0.000501843,-92.6347,-114.693
sensor_noise_frequency_hz,95,1.58033,s_curve_standard_pd,2.40027,0.0353613,22.0661,8.0864,0.0246482,2.37713,-21.7192,-41.8312
sensor_noise_frequency_hz,95,1.58033,fourth_standard_pd,2.38882,0.0352335,20.0549,8.46097,0.0244268,2.37743,-21.7887,-41.8305
sensor_noise_frequency_hz,96,20.2446,s_curve_standard_pd,0.235881,0.00359818,23.7366,8.52485,4.31411e-05,0.00274781,-78.6755,-100.732
sensor_noise_frequency_hz,96,20.2446,fourth_standard_pd,0.0789618,0.00129027,21.7788,8.88178,4.20789e-05,0.0027478,-78.6376,-100.732
sensor_noise_frequency_hz,97,37.4975,s_curve_standard_pd,0.235854,0.00359784,23.7464,8.52491,8.51371e-06,0.000539055,-91.9491,-114.029
sensor_noise_frequency_hz,97,37.4975,fourth_standard_pd,0.0788936,0.00128951,21.7536,8.8819,8.2406e-06,0.000539054,-91.954,-114.029
sensor_noise_frequency_hz,98,2.00678,s_curve_standard_pd,0.602282,0.0091818,23.5818,8.47397,0.00652625,0.554774,-32.4669,-53.8188
sensor_noise_frequency_hz,98,2.00678,fourth_standard_pd,0.560325,0.00862598,21.6047,8.83244,0.00653101,0.554954,-32.4399,-53.8169
sensor_noise_frequency_hz,99,7.59185,s_curve_standard_pd,0.236871,0.00361385,23.7539,8.52352,0.000295891,0.0214886,-61.0544,-83.3194
sensor_noise_frequency_hz,99,7.59185,fourth_standard_pd,0.0818306,0.00133609,21.7776,8.88035,0.000298639,0.0214881,-61.0237,-83.3196
sensor_noise_frequency_hz,100,1.2907,s_curve_standard_pd,1.11147,0.0159704,23.5773,8.4659,0.00859898,1.06553,-30.5818,-48.9775
sensor_noise_frequency_hz,100,1.2907,fourth_standard_pd,1.08989,0.0156184,21.6655,8.82324,0.00859882,1.06485,-30.5859,-48.9826
sensor_noise_frequency_hz,101,0.700552,s_curve_standard_pd,0.746939,0.0161665,23.6161,8.44189,0.0155977,0.693096,-26.6137,-52.289
sensor_noise_frequency_hz,101,0.700552,fourth_standard_pd,0.71861,0.016013,21.4556,8.80446,0.0158601,0.695931,-26.4554,-52.2541
sensor_noise_frequency_hz,102,38.5764,s_curve_standard_pd,0.23585,0.0035978,23.7649,8.52492,7.62663e-06,0.000481575,-92.999,-115.005
sensor_noise_frequency_hz,102,38.5764,fourth_standard_pd,0.078893,0.00128947,21.7925,8.88191,7.36292e-06,0.000481575,-92.9061,-115.005
sensor_noise_frequency_hz,103,8.73687,s_curve_standard_pd,0.236429,0.00360679,23.7655,8.52392,0.000241222,0.0160602,-62.3667,-84.5591
sensor_noise_frequency_hz,103,8.73687,fourth_standard_pd,0.0805745,0.00131546,21.7747,8.88079,0.000237588,0.0160604,-62.3176,-84.559
sensor_noise_frequency_hz,104,7.59497,s_curve_standard_pd,0.236867,0.00361386,23.7678,8.52352,0.0002955,0.0214701,-60.998,-83.1865
sensor_noise_frequency_hz,104,7.59497,fourth_standard_pd,0.0818461,0.00133623,21.7638,8.88034,0.000298183,0.0214697,-60.9723,-83.1867
sensor_noise_frequency_hz,105,2.0762,s_curve_standard_pd,0.541046,0.00828074,23.6698,8.4822,0.00579473,0.48691,-34.5886,-56.202
sensor_noise_frequency_hz,105,2.0762,fourth_standard_pd,0.493305,0.00764168,21.6292,8.84029,0.00579625,0.487007,-34.549,-56.2007
sensor_noise_frequency_hz,106,0.105492,s_curve_standard_pd,0.878992,0.166451,19.3826,7.8372,3.65819,1.38967,24.2133,-44.8589
sensor_noise_frequency_hz,106,0.105492,fourth_standard_pd,0.8499,0.166441,18.3872,8.29107,3.64247,1.74375,24.1334,-43.4212
sensor_noise_frequency_hz,107,1.80242,s_curve_standard_pd,0.940564,0.0141548,23.4661,8.42665,0.0102279,0.910436,-28.547,-49.5016
sensor_noise_frequency_hz,107,1.80242,fourth_standard_pd,0.915184,0.0138366,21.4349,8.78686,0.0101988,0.910522,-28.5668,-49.5015
sensor_noise_frequency_hz,108,0.251622,s_curve_standard_pd,2.88058,0.0774845,22.707,8.27503,0.145015,2.76089,-4.86237,-39.5182
sensor_noise_frequency_hz,108,0.251622,fourth_standard_pd,2.85763,0.0773173,20.6565,8.60326,0.147361,2.63223,-4.65995,-39.9372
sensor_noise_frequency_hz,109,8.98684,s_curve_standard_pd,0.236368,0.00360574,23.7454,8.524,0.000235185,0.0151501,-62.769,-85.0536
sensor_noise_frequency_hz,109,8.98684,fourth_standard_pd,0.0803653,0.00131203,21.7451,8.88085,0.000229958,0.0151499,-62.723,-85.0537
sensor_noise_frequency_hz,110,3.08834,s_curve_standard_pd,0.28214,0.00433543,23.744,8.51353,0.00196593,0.154298,-43.2041,-65.2295
sensor_noise_frequency_hz,110,3.08834,fourth_standard_pd,0.173337,0.00279128,21.7289,8.87039,0.00197506,0.154282,-43.0928,-65.2302
sensor_noise_frequency_hz,111,2.01139,s_curve_standard_pd,0.598014,0.00912964,23.5909,8.4747,0.00647381,0.549736,-32.6555,-54.0519
sensor_noise_frequency_hz,111,2.01139,fourth_standard_pd,0.554841,0.00855819,21.6083,8.83308,0.00647295,0.54985,-32.6335,-54.0506
sensor_noise_frequency_hz,112,19.9588,s_curve_standard_pd,0.235882,0.00359827,23.7457,8.52478,4.45788e-05,0.00283498,-77.978,-99.9291
sensor_noise_frequency_hz,112,19.9588,fourth_standard_pd,0.0789712,0.00129035,21.7933,8.88171,4.33154e-05,0.00283495,-77.8714,-99.9292
sensor_noise_frequency_hz,113,11.3253,s_curve_standard_pd,0.236058,0.00360076,23.7722,8.52432,0.000147603,0.00938893,-66.9647,-89.2147
sensor_noise_frequency_hz,113,11.3253,fourth_standard_pd,0.0794774,0.00129745,21.7799,8.88119,0.000143691,0.00938875,-66.9301,-89.2149
sensor_noise_frequency_hz,114,0.279331,s_curve_standard_pd,3.40046,0.0726196,22.9718,8.32385,0.144929,3.3008,-9.00787,-38.4463
sensor_noise_frequency_hz,114,0.279331,fourth_standard_pd,3.38425,0.0725725,21.0741,8.69079,0.147706,3.31436,-8.99888,-38.396
sensor_noise_frequency_hz,115,1.53917,s_curve_standard_pd,2.982,0.0437376,20.9263,7.90033,0.0302804,2.9728,-20.4288,-40.5001
sensor_noise_frequency_hz,115,1.53917,fourth_standard_pd,2.97461,0.0436658,18.9874,8.28328,0.0299542,2.97389,-20.5024,-40.4971
sensor_noise_frequency_hz,116,0.73463,s_curve_standard_pd,0.59082,0.013728,23.6015,8.4526,0.0128855,0.503719,-25.9296,-53.9349
sensor_noise_frequency_hz,116,0.73463,fourth_standard_pd,0.552449,0.0135174,21.4566,8.81121,0.0129914,0.504381,-25.81,-53.924
sensor_noise_frequency_hz,117,1.52099,s_curve_standard_pd,3.19299,0.0467198,20.4749,7.83761,0.031734,3.18113,-18.8423,-38.7254
sensor_noise_frequency_hz,117,1.52099,fourth_standard_pd,3.18419,0.0466242,18.7334,8.22329,0.031456,3.17951,-18.9036,-38.7295
sensor_noise_frequency_hz,118,1.305,s_curve_standard_pd,1.19708,0.0171956,23.5435,8.45651,0.00973001,1.1691,-29.8028,-47.6914
sensor_noise_frequency_hz,118,1.305,fourth_standard_pd,1.17511,0.01686,21.6339,8.81535,0.00967249,1.16986,-29.8551,-47.6867
sensor_noise_frequency_hz,119,0.266961,s_curve_standard_pd,3.10769,0.074262,22.8715,8.27833,0.143776,3.00753,-5.06226,-40.1612
sensor_noise_frequency_hz,119,0.266961,fourth_standard_pd,3.11544,0.0742873,20.8613,8.64306,0.146538,3.01326,-4.82584,-40.196
sensor_noise_frequency_hz,120,9.04764,s_curve_standard_pd,0.236358,0.00360552,23.7398,8.52397,0.000226358,0.01494,-63.468,-85.6534
sensor_noise_frequency_hz,120,9.04764,fourth_standard_pd,0.0803128,0.00131127,21.7205,8.88084,0.000222073,0.01494,-63.3582,-85.6534
sensor_noise_frequency_hz,121,0.10286,s_curve_standard_pd,0.827855,0.166789,19.4067,7.8131,3.664,1.32823,24.2311,-45.0768
sensor_noise_frequency_hz,121,0.10286,fourth_standard_pd,0.801618,0.166689,18.2842,8.25603,3.64812,1.65611,24.1515,-43.7379
sensor_noise_frequency_hz,122,2.56459,s_curve_standard_pd,0.343793,0.00529149,23.7263,8.50554,0.0031268,0.250099,-40,-61.9799
sensor_noise_frequency_hz,122,2.56459,fourth_standard_pd,0.262833,0.00416706,21.7067,8.86264,0.00313781,0.250088,-39.901,-61.9804
sensor_noise_frequency_hz,123,2.38487,s_curve_standard_pd,0.38872,0.00597929,23.7212,8.49988,0.00379045,0.308382,-37.328,-59.0055
sensor_noise_frequency_hz,123,2.38487,fourth_standard_pd,0.318055,0.00500784,21.673,8.85712,0.00380965,0.308352,-37.2069,-59.006
sensor_noise_frequency_hz,124,2.70918,s_curve_standard_pd,0.319379,0.00491764,23.7376,8.50834,0.00271546,0.215409,-41.3328,-63.3148
sensor_noise_frequency_hz,124,2.70918,fourth_standard_pd,0.229351,0.0036564,21.7081,8.86555,0.00272679,0.215442,-41.2363,-63.3136
sensor_noise_frequency_hz,125,0.918176,s_curve_standard_pd,0.239064,0.00698339,23.6119,8.48818,0.00461437,0.0333198,-35.6349,-78.008
sensor_noise_frequency_hz,125,0.918176,fourth_standard_pd,0.087985,0.00631928,21.6057,8.84335,0.00466019,0.0332632,-35.5983,-78.0242
sensor_noise_frequency_hz,126,0.445862,s_curve_standard_pd,10.4516,0.153908,21.1505,7.93172,0.102044,9.82172,-7.98876,-28.3556
sensor_noise_frequency_hz,126,0.445862,fourth_standard_pd,10.4326,0.153696,19.8058,8.31031,0.101088,9.81056,-8.06667,-28.3681
sensor_noise_frequency_hz,127,3.75836,s_curve_standard_pd,0.255219,0.00390852,23.7648,8.51793,0.00125803,0.097132,-46.8228,-68.9051
sensor_noise_frequency_hz,127,3.75836,fourth_standard_pd,0.125307,0.00203443,21.7506,8.87471,0.00126016,0.097124,-46.7671,-68.9056
sensor_noise_frequency_hz,128,0.430437,s_curve_standard_pd,13.8742,0.201739,21.3137,7.83183,0.124103,13.0016,-7.57358,-26.209
sensor_noise_frequency_hz,128,0.430437,fourth_standard_pd,13.9099,0.202258,19.8182,8.21383,0.122667,12.946,-7.7104,-26.2363
sensor_noise_frequency_hz,129,13.6308,s_curve_standard_pd,0.235963,0.00359905,23.7609,8.52449,0.000100331,0.00638693,-70.6032,-92.6826
sensor_noise_frequency_hz,129,13.6308,fourth_standard_pd,0.0791834,0.00129289,21.7554,8.88137,9.77444e-05,0.0063868,-70.5517,-92.6827
sensor_noise_frequency_hz,130,3.68403,s_curve_standard_pd,0.256997,0.0039366,23.7444,8.51737,0.00131578,0.101658,-47.4911,-69.6489
sensor_noise_frequency_hz,130,3.68403,fourth_standard_pd,0.128565,0.00208676,21.7659,8.87422,0.00131907,0.101656,-47.4135,-69.6492
sensor_noise_frequency_hz,131,0.376096,s_curve_standard_pd,8.66705,0.125169,23.2536,8.42754,0.081834,8.48791,-12.3575,-30.2437
sensor_noise_frequency_hz,131,0.376096,fourth_standard_pd,8.67265,0.125254,21.4401,8.78248,0.0821759,8.50204,-12.289,-30.2118
sensor_noise_frequency_hz,132,22.7829,s_curve_standard_pd,0.235868,0.00359808,23.7507,8.5249,3.32467e-05,0.00211034,-81.0717,-103.091
sensor_noise_frequency_hz,132,22.7829,fourth_standard_pd,0.078938,0.00128998,21.7912,8.88184,3.22332e-05,0.00211033,-81.0077,-103.091
sensor_noise_frequency_hz,133,2.34606,s_curve_standard_pd,0.400776,0.00616747,23.7057,8.49824,0.00397309,0.32401,-36.5769,-58.4487
sensor_noise_frequency_hz,133,2.34606,fourth_standard_pd,0.333003,0.00523626,21.6847,8.85573,0.00399267,0.324052,-36.457,-58.4479
sensor_noise_frequency_hz,134,0.297304,s_curve_standard_pd,3.82525,0.0728178,23.1301,8.34894,0.087983,3.54848,-9.57986,-37.0745
sensor_noise_frequency_hz,134,0.297304,fourth_standard_pd,3.83197,0.0729186,21.116,8.7544,0.0878734,3.72978,-9.61175,-36.666
sensor_noise_frequency_hz,135,32.3588,s_curve_standard_pd,0.235855,0.00359786,23.7528,8.52491,1.37776e-05,0.000875206,-88.2168,-110.284
sensor_noise_frequency_hz,135,32.3588,fourth_standard_pd,0.0789061,0.00128963,21.7849,8.88188,1.33909e-05,0.000875204,-88.2108,-110.284
sensor_noise_frequency_hz,136,0.140862,s_curve_standard_pd,1.33325,0.137149,19.5455,7.93813,3.72211,1.9106,9.37544,-46.1421
sensor_noise_frequency_hz,136,0.140862,fourth_standard_pd,1.31272,0.137114,18.9952,8.33107,3.7055,2.06551,10.4099,-45.1485
sensor_noise_frequency_hz,137,0.308727,s_curve_standard_pd,4.15926,0.0731302,23.124,8.37006,0.0908061,4.03132,-8.95776,-36.8632
sensor_noise_frequency_hz,137,0.308727,fourth_standard_pd,4.1582,0.0731618,21.1309,8.71977,0.0908598,3.99426,-8.96482,-36.954
sensor_noise_frequency_hz,138,2.86189,s_curve_standard_pd,0.300914,0.00462624,23.7411,8.51056,0.00236517,0.186739,-42.0218,-64.0766
sensor_noise_frequency_hz,138,2.86189,fourth_standard_pd,0.203069,0.0032481,21.7396,8.86748,0.00237294,0.186723,-41.9313,-64.0773
sensor_noise_frequency_hz,139,28.529,s_curve_standard_pd,0.235864,0.00359798,23.7116,8.52495,1.93933e-05,0.00123163,-85.2848,-107.258
sensor_noise_frequency_hz,139,28.529,fourth_standard_pd,0.0789114,0.00128974,21.7399,8.88191,1.88301e-05,0.00123163,-85.2184,-107.258
sensor_noise_frequency_hz,140,0.556075,s_curve_standard_pd,2.28534,0.0388883,23.4186,8.35493,0.0369943,2.21327,-17.4267,-42.3993
sensor_noise_frequency_hz,140,0.556075,fourth_standard_pd,2.26389,0.0386488,21.2536,8.72469,0.037386,2.22558,-17.3294,-42.3526
sensor_noise_frequency_hz,141,6.36116,s_curve_standard_pd,0.237941,0.00363135,23.7629,8.52287,0.000412668,0.031075,-57.0384,-79.23
sensor_noise_frequency_hz,141,6.36116,fourth_standard_pd,0.0848932,0.0013859,21.7666,8.87968,0.000414416,0.0310741,-56.99,-79.2302
sensor_noise_frequency_hz,142,0.15412,s_curve_standard_pd,1.49575,0.126342,19.876,7.98725,0.709823,1.50016,9.55851,-44.8456
sensor_noise_frequency_hz,142,0.15412,fourth_standard_pd,1.47355,0.12632,19.2798,8.40821,0.787538,1.70609,10.5801,-43.5082
sensor_noise_frequency_hz,143,0.721615,s_curve_standard_pd,0.656223,0.0148418,23.6246,8.45248,0.0146165,0.582195,-25.3215,-53.2697
sensor_noise_frequency_hz,143,0.721615,fourth_standard_pd,0.612446,0.0144933,21.5296,8.80577,0.0146331,0.58063,-25.2995,-53.3057
sensor_noise_frequency_hz,144,0.799721,s_curve_standard_pd,0.380638,0.0103318,23.5174,8.46905,0.00899203,0.293146,-32.1461,-59.9114
sensor_noise_frequency_hz,144,0.799721,fourth_standard_pd,0.312527,0.00999094,21.4928,8.82637,0.0090102,0.29353,-32.0671,-59.8905
sensor_noise_frequency_hz,145,0.965509,s_curve_standard_pd,0.267806,0.00652418,23.6468,8.49306,0.003846,0.120934,-36.3908,-66.9315
sensor_noise_frequency_hz,145,0.965509,fourth_standard_pd,0.147889,0.00570889,21.5998,8.85185,0.00377707,0.121161,-36.4024,-66.914
sensor_noise_frequency_hz,146,0.121596,s_curve_standard_pd,1.07941,0.152959,20.6299,7.87441,3.68416,1.39097,24.2869,-46.0951
sensor_noise_frequency_hz,146,0.121596,fourth_standard_pd,1.05457,0.152951,18.5388,8.3002,3.66672,1.68462,24.2044,-44.9063
sensor_noise_frequency_hz,147,0.721197,s_curve_standard_pd,0.658407,0.014885,23.6251,8.45271,0.0146543,0.584866,-25.2929,-53.2633
sensor_noise_frequency_hz,147,0.721197,fourth_standard_pd,0.614587,0.014533,21.5272,8.80602,0.0146726,0.583223,-25.2695,-53.299
sensor_noise_frequency_hz,148,3.72234,s_curve_standard_pd,0.256074,0.00392243,23.7453,8.51772,0.00128637,0.0992876,-46.9407,-69.0167
sensor_noise_frequency_hz,148,3.72234,fourth_standard_pd,0.12687,0.00206037,21.7594,8.87449,0.00128961,0.0992789,-46.8532,-69.0173
sensor_noise_frequency_hz,149,29.6622,s_curve_standard_pd,0.235861,0.00359796,23.7485,8.52496,1.75217e-05,0.00111306,-86.9882,-109.037
sensor_noise_frequency_hz,149,29.6622,fourth_standard_pd,0.0789099,0.00128969,21.7637,8.88192,1.7045e-05,0.00111306,-86.9569,-109.037
sensor_noise_frequency_hz,150,2.11089,s_curve_standard_pd,0.515534,0.00790032,23.6542,8.48494,0.00547911,0.458544,-34.1782,-55.7177
sensor_noise_frequency_hz,150,2.11089,fourth_standard_pd,0.464924,0.00721986,21.6104,8.843,0.00548544,0.458636,-34.1378,-55.7162
sensor_noise_frequency_hz,151,12.0411,s_curve_standard_pd,0.236016,0.00360004,23.769,8.52434,0.000130053,0.00826803,-69.0031,-91.1958
sensor_noise_frequency_hz,151,12.0411,fourth_standard_pd,0.0793584,0.00129542,21.7728,8.88123,0.000126525,0.008268,-68.9596,-91.1959
sensor_noise_frequency_hz,152,0.537278,s_curve_standard_pd,2.71193,0.0447874,23.3169,8.32508,0.0442053,2.68851,-16.1583,-39.985
sensor_noise_frequency_hz,152,0.537278,fourth_standard_pd,2.71794,0.0449455,21.1635,8.68748,0.0437481,2.68553,-16.2507,-40.0056
sensor_noise_frequency_hz,153,5.61166,s_curve_standard_pd,0.239356,0.00365466,23.7334,8.52205,0.000535109,0.0404681,-54.3796,-76.5352
sensor_noise_frequency_hz,153,5.61166,fourth_standard_pd,0.0886743,0.00144744,21.7747,8.87891,0.000535055,0.0404692,-54.2988,-76.535
sensor_noise_frequency_hz,154,23.5551,s_curve_standard_pd,0.235872,0.00359806,23.7614,8.52492,3.07956e-05,0.00195539,-81.8202,-103.771
sensor_noise_frequency_hz,154,23.5551,fourth_standard_pd,0.0789336,0.00128995,21.772,8.88186,2.99456e-05,0.00195538,-81.7214,-103.771
sensor_noise_frequency_hz,155,0.846603,s_curve_standard_pd,0.287587,0.00877032,23.6846,8.47786,0.0070715,0.158608,-31.1526,-65.0569
sensor_noise_frequency_hz,155,0.846603,fourth_standard_pd,0.180446,0.00818231,21.6343,8.83482,0.0071874,0.158587,-31.0967,-65.0603
sensor_noise_frequency_hz,156,0.200066,s_curve_standard_pd,2.07369,0.0974262,21.6309,8.10009,0.276897,1.88382,0.924124,-42.6146
sensor_noise_frequency_hz,156,0.200066,fourth_standard_pd,2.074,0.0976977,20.0283,8.47283,0.277414,1.88897,0.891663,-42.789
sensor_noise_frequency_hz,157,0.130859,s_curve_standard_pd,1.18173,0.14483,20.6911,7.86714,3.7136,1.54239,9.47497,-48.5136
sensor_noise_frequency_hz,157,0.130859,fourth_standard_pd,1.17116,0.144969,18.7562,8.2514,3.69599,1.67729,10.4934,-47.155
sensor_noise_frequency_hz,158,0.844241,s_curve_standard_pd,0.290085,0.00887776,23.6803,8.47665,0.00721345,0.16387,-30.9526,-64.5604
sensor_noise_frequency_hz,158,0.844241,fourth_standard_pd,0.185749,0.00826439,21.6274,8.83429,0.00729918,0.163973,-30.9434,-64.5549
sensor_noise_frequency_hz,159,4.2792,s_curve_standard_pd,0.246852,0.00377486,23.7558,8.51952,0.00094946,0.0726237,-50.0323,-72.1659
sensor_noise_frequency_hz,159,4.2792,fourth_standard_pd,0.107167,0.00174563,21.7641,8.87639,0.000951498,0.072626,-49.9657,-72.1657
sensor_noise_frequency_hz,160,0.919432,s_curve_standard_pd,0.239147,0.006968,23.6075,8.48944,0.00457839,0.0345999,-35.7639,-77.5854
sensor_noise_frequency_hz,160,0.919432,fourth_standard_pd,0.0885656,0.00630088,21.6057,8.84432,0.00461599,0.0345447,-35.7681,-77.6056
sensor_noise_frequency_hz,161,0.128028,s_curve_standard_pd,1.15934,0.149186,20.8032,7.86355,3.70639,1.45015,9.57543,-48.6107
sensor_noise_frequency_hz,161,0.128028,fourth_standard_pd,1.14654,0.149245,18.6896,8.25678,3.68871,1.62325,10.5813,-46.8947
sensor_noise_frequency_hz,162,6.28955,s_curve_standard_pd,0.238052,0.00363322,23.7327,8.52274,0.000423976,0.0318218,-56.5648,-78.796
sensor_noise_frequency_hz,162,6.28955,fourth_standard_pd,0.0851176,0.00138974,21.7586,8.87955,0.000424351,0.0318208,-56.5168,-78.7962
sensor_noise_frequency_hz,163,4.44747,s_curve_standard_pd,0.245201,0.00374834,23.7536,8.52018,0.000872986,0.0667235,-50.0672,-72.2018
sensor_noise_frequency_hz,163,4.44747,fourth_standard_pd,0.103263,0.00168272,21.7501,8.87702,0.000874678,0.0667248,-49.9948,-72.2016
sensor_noise_frequency_hz,164,2.04156,s_curve_standard_pd,0.569675,0.00870374,23.6419,8.47846,0.00614123,0.518801,-32.9423,-54.5456
sensor_noise_frequency_hz,164,2.04156,fourth_standard_pd,0.524808,0.00810612,21.6264,8.83677,0.00614426,0.518937,-32.9052,-54.544
sensor_noise_frequency_hz,165,6.83871,s_curve_standard_pd,0.2374,0.00362303,23.7534,8.52317,0.000357557,0.0267077,-57.8009,-80.1329
sensor_noise_frequency_hz,165,6.83871,fourth_standard_pd,0.0833731,0.00136129,21.764,8.88002,0.000359594,0.0267082,-57.7701,-80.1328
sensor_noise_frequency_hz,166,0.2886,s_curve_standard_pd,3.61129,0.072115,23.0123,8.34605,0.145235,3.41902,-9.4761,-37.454
sensor_noise_frequency_hz,166,0.2886,fourth_standard_pd,3.59115,0.0719706,21.0669,8.74288,0.147823,3.55691,-9.50597,-37.1227
sensor_noise_frequency_hz,167,1.88385,s_curve_standard_pd,0.76662,0.0116108,23.552,8.45269,0.0083715,0.728342,-31.1089,-52.3908
sensor_noise_frequency_hz,167,1.88385,fourth_standard_pd,0.7325,0.0111709,21.5065,8.81169,0.00835768,0.728204,-31.1008,-52.3917
sensor_noise_frequency_hz,168,9.42664,s_curve_standard_pd,0.236277,0.00360447,23.7717,8.52415,0.00021314,0.0137247,-63.7175,-85.9162
sensor_noise_frequency_hz,168,9.42664,fourth_standard_pd,0.080126,0.00130805,21.757,8.881,0.000208771,0.0137244,-63.6821,-85.9163
sensor_noise_frequency_hz,169,11.2365,s_curve_standard_pd,0.236056,0.00360084,23.7473,8.52431,0.000150049,0.00954313,-66.9435,-89.1385
sensor_noise_frequency_hz,169,11.2365,fourth_standard_pd,0.0795119,0.00129791,21.7521,8.88119,0.000146302,0.0095431,-66.8786,-89.1385
sensor_noise_frequency_hz,170,0.928242,s_curve_standard_pd,0.241091,0.00686764,23.5998,8.4892,0.00493177,0.0503052,-36.1808,-74.6273
sensor_noise_frequency_hz,170,0.928242,fourth_standard_pd,0.0938992,0.00613949,21.6295,8.84471,0.00485726,0.0502142,-36.4225,-74.6402
sensor_noise_frequency_hz,171,12.9569,s_curve_standard_pd,0.235974,0.00359941,23.7669,8.52444,0.000111572,0.00709931,-70.1846,-92.3476
sensor_noise_frequency_hz,171,12.9569,fourth_standard_pd,0.0792369,0.00129364,21.7851,8.88132,0.000108657,0.00709916,-70.1724,-92.3478
sensor_noise_frequency_hz,172,0.708704,s_curve_standard_pd,0.705802,0.0156545,23.6268,8.44563,0.0152563,0.654623,-24.7423,-53.4877
sensor_noise_frequency_hz,172,0.708704,fourth_standard_pd,0.6722,0.0154124,21.4658,8.80631,0.0154398,0.65619,-24.6553,-53.4657
sensor_noise_frequency_hz,173,2.52911,s_curve_standard_pd,0.351122,0.00540099,23.7334,8.50425,0.00323457,0.260062,-38.6164,-60.579
sensor_noise_frequency_hz,173,2.52911,fourth_standard_pd,0.272156,0.00430657,21.709,8.86133,0.0032477,0.260031,-38.5059,-60.5799
sensor_noise_frequency_hz,174,3.17403,s_curve_standard_pd,0.276443,0.00424507,23.7518,8.51384,0.00185341,0.144306,-43.4639,-65.4617
sensor_noise_frequency_hz,174,3.17403,fourth_standard_pd,0.164529,0.00265233,21.726,8.87088,0.00185583,0.144323,-43.3806,-65.4609
sensor_noise_frequency_hz,175,33.2781,s_curve_standard_pd,0.235856,0.00359786,23.1478,8.525,1.27288e-05,0.000805581,-89.7719,-111.756
sensor_noise_frequency_hz,175,33.2781,fourth_standard_pd,0.0789023,0.00128959,21.6524,8.88197,1.23411e-05,0.000805581,-89.647,-111.756
sensor_noise_frequency_hz,176,0.205456,s_curve_standard_pd,2.14099,0.0949583,21.9793,8.12406,0.270618,2.02338,0.539179,-42.3779
sensor_noise_frequency_hz,176,0.205456,fourth_standard_pd,2.13603,0.0945685,20.0784,8.49762,0.271708,2.01868,0.522538,-42.4676
sensor_noise_frequency_hz,177,0.202331,s_curve_standard_pd,2.10903,0.0972853,21.7232,8.11055,0.273872,1.93524,0.746153,-42.5293
sensor_noise_frequency_hz,177,0.202331,fourth_standard_pd,2.10843,0.0972269,20.0508,8.48141,0.274621,1.92776,0.720296,-42.712
sensor_noise_frequency_hz,178,1.99316,s_curve_standard_pd,0.617708,0.00939845,23.5686,8.47325,0.00667166,0.57037,-32.3935,-53.7052
sensor_noise_frequency_hz,178,1.99316,fourth_standard_pd,0.57631,0.00885675,21.5945,8.83127,0.00669686,0.570237,-32.346,-53.7072
sensor_noise_frequency_hz,179,0.852258,s_curve_standard_pd,0.281109,0.00851611,23.6926,8.48027,0.0067352,0.14521,-31.9804,-66.3955
sensor_noise_frequency_hz,179,0.852258,fourth_standard_pd,0.168737,0.00800534,21.6463,8.8358,0.00685818,0.144958,-31.8494,-66.418
sensor_noise_frequency_hz,180,0.46725,s_curve_standard_pd,6.8713,0.103538,22.1132,8.10194,0.0808613,6.85918,-10.8844,-32.9471
sensor_noise_frequency_hz,180,0.46725,fourth_standard_pd,6.90162,0.103998,20.0545,8.47384,0.0804653,6.85521,-10.9145,-32.9448
sensor_noise_frequency_hz,181,0.362828,s_curve_standard_pd,7.1577,0.105743,23.0302,8.43897,0.0694698,7.12172,-13.4702,-32.5391
sensor_noise_frequency_hz,181,0.362828,fourth_standard_pd,7.16967,0.105911,21.4425,8.80244,0.0700722,7.20272,-13.522,-32.4649
