factor,sample_index,factor_value,combo,rms_vibration_mm,rms_pointing_error_deg,peak_torque_nm,rms_torque_nm
inertia_scale,67,1.07965,s_curve_standard_pd,0.241301,0.00366165,19.6365,8.12594
inertia_scale,67,1.07965,fourth_standard_pd,0.0771601,0.00125404,17.5565,8.53813
inertia_scale,68,0.917064,s_curve_standard_pd,0.2299,0.003529,17.6758,7.31191
inertia_scale,68,0.917064,fourth_standard_pd,0.0808205,0.00132988,15.8119,7.68322
inertia_scale,69,0.888419,s_curve_standard_pd,0.227785,0.00350481,17.3301,7.16849
inertia_scale,69,0.888419,fourth_standard_pd,0.0815273,0.00134491,15.5045,7.5326
inertia_scale,70,0.858061,s_curve_standard_pd,0.225504,0.00347892,16.9636,7.0165
inertia_scale,70,0.858061,fourth_standard_pd,0.0822984,0.00136146,15.1788,7.37297
inertia_scale,71,0.968324,s_curve_standard_pd,0.233609,0.00357174,18.2942,7.56855
inertia_scale,71,0.968324,fourth_standard_pd,0.0796021,0.00130429,16.3619,7.95275
inertia_scale,72,0.753651,s_curve_standard_pd,0.217371,0.00338806,15.7026,6.49374
inertia_scale,72,0.753651,fourth_standard_pd,0.085118,0.00142361,14.0582,6.82397
inertia_scale,73,1.10781,s_curve_standard_pd,0.24317,0.00368373,19.9758,8.2669
inertia_scale,73,1.10781,fourth_standard_pd,0.0765829,0.00124238,17.8587,8.68616
inertia_scale,74,1.17499,s_curve_standard_pd,0.247508,0.00373527,20.7853,8.60329
inertia_scale,74,1.17499,fourth_standard_pd,0.0752707,0.00121603,18.5798,9.03945
inertia_scale,75,1.21635,s_curve_standard_pd,0.250092,0.0037661,21.2835,8.81032
inertia_scale,75,1.21635,fourth_standard_pd,0.074503,0.00120079,19.0236,9.25687
inertia_scale,76,0.82684,s_curve_standard_pd,0.22312,0.00345204,16.5866,6.86018
inertia_scale,76,0.82684,fourth_standard_pd,0.0831152,0.00137916,14.8437,7.20881
inertia_scale,77,1.05783,s_curve_standard_pd,0.23983,0.00364435,19.3735,8.0167
inertia_scale,77,1.05783,fourth_standard_pd,0.0776168,0.00126337,17.3224,8.4234
inertia_scale,78,1.26994,s_curve_standard_pd,0.253367,0.00380539,21.9292,9.07867
inertia_scale,78,1.26994,fourth_standard_pd,0.0735511,0.00118205,19.5989,9.53869
inertia_scale,79,0.934337,s_curve_standard_pd,0.231161,0.00354351,17.8842,7.39839
inertia_scale,79,0.934337,fourth_standard_pd,0.0804024,0.00132107,15.9972,7.77404
inertia_scale,80,1.14865,s_curve_standard_pd,0.245826,0.00371522,20.4679,8.47137
inertia_scale,80,1.14865,fourth_standard_pd,0.0757747,0.00122612,18.297,8.9009
inertia_scale,81,0.945177,s_curve_standard_pd,0.231946,0.00355253,18.015,7.45266
inertia_scale,81,0.945177,fourth_standard_pd,0.0801454,0.00131565,16.1135,7.83104
inertia_scale,82,0.731714,s_curve_standard_pd,0.215598,0.0033686,15.4376,6.38391
inertia_scale,82,0.731714,fourth_standard_pd,0.0857401,0.00143777,13.8227,6.70862
