frequency_hz,controller,L_real,L_imag
0.044942,filtered_pd,-2.213856e+00,-2.071697e+00
0.044942,avc,-2.225395e+00,-2.070100e+00
0.045358,standard_pd,-2.155030e+00,-2.052759e+00
0.045358,filtered_pd,-2.173651e+00,-2.052590e+00
0.045358,avc,-2.184809e+00,-2.051010e+00
0.045778,standard_pd,-2.115561e+00,-2.033829e+00
0.045778,filtered_pd,-2.134180e+00,-2.033658e+00
0.045778,avc,-2.144964e+00,-2.032094e+00
0.046202,standard_pd,-2.076812e+00,-2.015071e+00
0.046202,filtered_pd,-2.095431e+00,-2.014899e+00
0.046202,avc,-2.105847e+00,-2.013351e+00
0.046630,standard_pd,-2.038772e+00,-1.996484e+00
0.046630,filtered_pd,-2.057389e+00,-1.996311e+00
0.046630,avc,-2.067444e+00,-1.994779e+00
0.047062,standard_pd,-2.001426e+00,-1.978068e+00
0.047062,filtered_pd,-2.020042e+00,-1.977893e+00
0.047062,avc,-2.029743e+00,-1.976377e+00
0.047498,standard_pd,-1.964762e+00,-1.959819e+00
0.047498,filtered_pd,-1.983378e+00,-1.959642e+00
0.047498,avc,-1.992731e+00,-1.958143e+00
0.047938,standard_pd,-1.928769e+00,-1.941737e+00
0.047938,filtered_pd,-1.947383e+00,-1.941558e+00
0.047938,avc,-1.956395e+00,-1.940075e+00
0.048382,standard_pd,-1.893432e+00,-1.923820e+00
0.048382,filtered_pd,-1.912046e+00,-1.923640e+00
0.048382,avc,-1.920723e+00,-1.922172e+00
0.048830,standard_pd,-1.858742e+00,-1.906066e+00
0.048830,filtered_pd,-1.877355e+00,-1.905884e+00
0.048830,avc,-1.885702e+00,-1.904432e+00
0.049282,standard_pd,-1.824685e+00,-1.888474e+00
0.049282,filtered_pd,-1.843297e+00,-1.888291e+00
0.049282,avc,-1.851321e+00,-1.886854e+00
0.049739,standard_pd,-1.791250e+00,-1.871043e+00
0.049739,filtered_pd,-1.809861e+00,-1.870858e+00
0.049739,avc,-1.817568e+00,-1.869437e+00
0.050200,standard_pd,-1.758426e+00,-1.853771e+00
0.050200,filtered_pd,-1.777036e+00,-1.853584e+00
0.050200,avc,-1.784432e+00,-1.852178e+00
0.050665,standard_pd,-1.726202e+00,-1.836656e+00
0.050665,filtered_pd,-1.744811e+00,-1.836468e+00
0.050665,avc,-1.751901e+00,-1.835077e+00
0.051134,standard_pd,-1.694567e+00,-1.819697e+00
0.051134,filtered_pd,-1.713174e+00,-1.819507e+00
0.051134,avc,-1.719964e+00,-1.818131e+00
0.051607,standard_pd,-1.663509e+00,-1.802893e+00
0.051607,filtered_pd,-1.682115e+00,-1.802701e+00
0.051607,avc,-1.688611e+00,-1.801340e+00
0.052085,standard_pd,-1.633018e+00,-1.786242e+00
0.052085,filtered_pd,-1.651624e+00,-1.786049e+00
0.052085,avc,-1.657830e+00,-1.784703e+00
0.052568,standard_pd,-1.603085e+00,-1.769743e+00
0.052568,filtered_pd,-1.621689e+00,-1.769548e+00
0.052568,avc,-1.627612e+00,-1.768216e+00
0.053055,standard_pd,-1.573699e+00,-1.753394e+00
0.053055,filtered_pd,-1.592301e+00,-1.753197e+00
0.053055,avc,-1.597946e+00,-1.751880e+00
0.053546,standard_pd,-1.544849e+00,-1.737195e+00
0.053546,filtered_pd,-1.563451e+00,-1.736996e+00
0.053546,avc,-1.568821e+00,-1.735693e+00
0.054042,standard_pd,-1.516526e+00,-1.721143e+00
0.054042,filtered_pd,-1.535127e+00,-1.720942e+00
0.054042,avc,-1.540229e+00,-1.719654e+00
0.054543,standard_pd,-1.488721e+00,-1.705237e+00
0.054543,filtered_pd,-1.507320e+00,-1.705034e+00
0.054543,avc,-1.512159e+00,-1.703760e+00
0.055048,standard_pd,-1.461423e+00,-1.689476e+00
0.055048,filtered_pd,-1.480021e+00,-1.689271e+00
0.055048,avc,-1.484601e+00,-1.688011e+00
0.055558,standard_pd,-1.434625e+00,-1.673858e+00
0.055558,filtered_pd,-1.453221e+00,-1.673652e+00
0.055558,avc,-1.457547e+00,-1.672406e+00
0.056072,standard_pd,-1.408315e+00,-1.658383e+00
0.056072,filtered_pd,-1.426911e+00,-1.658175e+00
0.056072,avc,-1.430988e+00,-1.656943e+00
0.056592,standard_pd,-1.382487e+00,-1.643048e+00
0.056592,filtered_pd,-1.401081e+00,-1.642838e+00
0.056592,avc,-1.404913e+00,-1.641620e+00
0.057116,standard_pd,-1.357130e+00,-1.627854e+00
0.057116,filtered_pd,-1.375723e+00,-1.627642e+00
0.057116,avc,-1.379314e+00,-1.626437e+00
0.057645,standard_pd,-1.332236e+00,-1.612797e+00
0.057645,filtered_pd,-1.350827e+00,-1.612583e+00
0.057645,avc,-1.354184e+00,-1.611392e+00
0.058179,standard_pd,-1.307797e+00,-1.597877e+00
0.058179,filtered_pd,-1.326387e+00,-1.597662e+00
0.058179,avc,-1.329512e+00,-1.596484e+00
0.058718,standard_pd,-1.283805e+00,-1.583094e+00
0.058718,filtered_pd,-1.302393e+00,-1.582876e+00
0.058718,avc,-1.305291e+00,-1.581712e+00
0.059262,standard_pd,-1.260251e+00,-1.568444e+00
0.059262,filtered_pd,-1.278837e+00,-1.568224e+00
0.059262,avc,-1.281512e+00,-1.567074e+00
0.059810,standard_pd,-1.237127e+00,-1.553928e+00
0.059810,filtered_pd,-1.255712e+00,-1.553706e+00
0.059810,avc,-1.258167e+00,-1.552569e+00
0.060364,standard_pd,-1.214425e+00,-1.539544e+00
0.060364,filtered_pd,-1.233009e+00,-1.539320e+00
0.060364,avc,-1.235249e+00,-1.538196e+00
0.060923,standard_pd,-1.192138e+00,-1.525291e+00
0.060923,filtered_pd,-1.210720e+00,-1.525065e+00
0.060923,avc,-1.212750e+00,-1.523954e+00
0.061488,standard_pd,-1.170258e+00,-1.511167e+00
0.061488,filtered_pd,-1.188839e+00,-1.510939e+00
0.061488,avc,-1.190661e+00,-1.509841e+00
0.062057,standard_pd,-1.148778e+00,-1.497172e+00
0.062057,filtered_pd,-1.167357e+00,-1.496942e+00
0.062057,avc,-1.168976e+00,-1.495856e+00
0.062632,standard_pd,-1.127690e+00,-1.483303e+00
0.062632,filtered_pd,-1.146267e+00,-1.483071e+00
0.062632,avc,-1.147687e+00,-1.481998e+00
0.063212,standard_pd,-1.106987e+00,-1.469561e+00
0.063212,filtered_pd,-1.125563e+00,-1.469327e+00
0.063212,avc,-1.126786e+00,-1.468266e+00
0.063798,standard_pd,-1.086663e+00,-1.455944e+00
0.063798,filtered_pd,-1.105236e+00,-1.455707e+00
0.063798,avc,-1.106268e+00,-1.454659e+00
0.064389,standard_pd,-1.066709e+00,-1.442450e+00
0.064389,filtered_pd,-1.085281e+00,-1.442211e+00
0.064389,avc,-1.086124e+00,-1.441176e+00
0.064985,standard_pd,-1.047120e+00,-1.429079e+00
0.064985,filtered_pd,-1.065690e+00,-1.428838e+00
0.064985,avc,-1.066348e+00,-1.427815e+00
0.065587,standard_pd,-1.027889e+00,-1.415829e+00
0.065587,filtered_pd,-1.046457e+00,-1.415586e+00
0.065587,avc,-1.046933e+00,-1.414575e+00
0.066194,standard_pd,-1.009009e+00,-1.402699e+00
0.066194,filtered_pd,-1.027576e+00,-1.402454e+00
0.066194,avc,-1.027873e+00,-1.401455e+00
0.066807,standard_pd,-9.904741e-01,-1.389688e+00
0.066807,filtered_pd,-1.009039e+00,-1.389441e+00
0.066807,avc,-1.009161e+00,-1.388454e+00
0.067426,standard_pd,-9.722774e-01,-1.376796e+00
0.067426,filtered_pd,-9.908401e-01,-1.376546e+00
0.067426,avc,-9.907901e-01,-1.375571e+00
0.068051,standard_pd,-9.544131e-01,-1.364020e+00
0.068051,filtered_pd,-9.729738e-01,-1.363768e+00
0.068051,avc,-9.727550e-01,-1.362805e+00
0.068681,standard_pd,-9.368751e-01,-1.351360e+00
0.068681,filtered_pd,-9.554337e-01,-1.351106e+00
0.068681,avc,-9.550493e-01,-1.350155e+00
0.069317,standard_pd,-9.196574e-01,-1.338815e+00
0.069317,filtered_pd,-9.382139e-01,-1.338558e+00
0.069317,avc,-9.376669e-01,-1.337619e+00
0.069959,standard_pd,-9.027540e-01,-1.326383e+00
0.069959,filtered_pd,-9.213085e-01,-1.326124e+00
0.069959,avc,-9.206019e-01,-1.325197e+00
0.070607,standard_pd,-8.861594e-01,-1.314064e+00
0.070607,filtered_pd,-9.047117e-01,-1.313803e+00
0.070607,avc,-9.038485e-01,-1.312887e+00
0.071261,standard_pd,-8.698678e-01,-1.301857e+00
0.071261,filtered_pd,-8.884179e-01,-1.301593e+00
0.071261,avc,-8.874009e-01,-1.300689e+00
0.071921,standard_pd,-8.538738e-01,-1.289760e+00
0.071921,filtered_pd,-8.724216e-01,-1.289494e+00
0.071921,avc,-8.712537e-01,-1.288601e+00
0.072587,standard_pd,-8.381717e-01,-1.277772e+00
0.072587,filtered_pd,-8.567173e-01,-1.277504e+00
0.072587,avc,-8.554013e-01,-1.276622e+00
0.073260,standard_pd,-8.227565e-01,-1.265893e+00
0.073260,filtered_pd,-8.412997e-01,-1.265622e+00
0.073260,avc,-8.398384e-01,-1.264752e+00
0.073938,standard_pd,-8.076227e-01,-1.254122e+00
0.073938,filtered_pd,-8.261636e-01,-1.253848e+00
0.073938,avc,-8.245595e-01,-1.252989e+00
0.074623,standard_pd,-7.927652e-01,-1.242457e+00
0.074623,filtered_pd,-8.113037e-01,-1.242181e+00
0.074623,avc,-8.095596e-01,-1.241333e+00
0.075314,standard_pd,-7.781790e-01,-1.230897e+00
0.075314,filtered_pd,-7.967151e-01,-1.230618e+00
0.075314,avc,-7.948336e-01,-1.229782e+00
0.076012,standard_pd,-7.638592e-01,-1.219441e+00
0.076012,filtered_pd,-7.823927e-01,-1.219161e+00
0.076012,avc,-7.803763e-01,-1.218335e+00
0.076716,standard_pd,-7.498008e-01,-1.208090e+00
0.076716,filtered_pd,-7.683318e-01,-1.207806e+00
0.076716,avc,-7.661830e-01,-1.206992e+00
0.077426,standard_pd,-7.359990e-01,-1.196840e+00
0.077426,filtered_pd,-7.545274e-01,-1.196554e+00
0.077426,avc,-7.522488e-01,-1.195750e+00
0.078144,standard_pd,-7.224493e-01,-1.185692e+00
0.078144,filtered_pd,-7.409750e-01,-1.185404e+00
0.078144,avc,-7.385689e-01,-1.184611e+00
0.078867,standard_pd,-7.091470e-01,-1.174645e+00
0.078867,filtered_pd,-7.276700e-01,-1.174354e+00
0.078867,avc,-7.251387e-01,-1.173572e+00
0.079598,standard_pd,-6.960875e-01,-1.163698e+00
0.079598,filtered_pd,-7.146077e-01,-1.163404e+00
0.079598,avc,-7.119537e-01,-1.162632e+00
0.080335,standard_pd,-6.832664e-01,-1.152849e+00
0.080335,filtered_pd,-7.017838e-01,-1.152552e+00
0.080335,avc,-6.990093e-01,-1.151791e+00
0.081079,standard_pd,-6.706793e-01,-1.142097e+00
0.081079,filtered_pd,-6.891939e-01,-1.141798e+00
0.081079,avc,-6.863011e-01,-1.141048e+00
0.081830,standard_pd,-6.583221e-01,-1.131443e+00
0.081830,filtered_pd,-6.768337e-01,-1.131141e+00
0.081830,avc,-6.738249e-01,-1.130401e+00
0.082588,standard_pd,-6.461904e-01,-1.120885e+00
0.082588,filtered_pd,-6.646990e-01,-1.120580e+00
0.082588,avc,-6.615763e-01,-1.119850e+00
0.083353,standard_pd,-6.342801e-01,-1.110421e+00
0.083353,filtered_pd,-6.527857e-01,-1.110114e+00
0.083353,avc,-6.495513e-01,-1.109395e+00
0.084125,standard_pd,-6.225872e-01,-1.100052e+00
0.084125,filtered_pd,-6.410897e-01,-1.099742e+00
0.084125,avc,-6.377457e-01,-1.099033e+00
0.084904,standard_pd,-6.111078e-01,-1.089776e+00
0.084904,filtered_pd,-6.296071e-01,-1.089463e+00
0.084904,avc,-6.261555e-01,-1.088764e+00
0.085691,standard_pd,-5.998379e-01,-1.079592e+00
0.085691,filtered_pd,-6.183339e-01,-1.079277e+00
0.085691,avc,-6.147767e-01,-1.078588e+00
0.086484,standard_pd,-5.887736e-01,-1.069500e+00
0.086484,filtered_pd,-6.072663e-01,-1.069182e+00
0.086484,avc,-6.036056e-01,-1.068503e+00
0.087285,standard_pd,-5.779113e-01,-1.059499e+00
0.087285,filtered_pd,-5.964006e-01,-1.059177e+00
0.087285,avc,-5.926383e-01,-1.058508e+00
0.088094,standard_pd,-5.672472e-01,-1.049587e+00
0.088094,filtered_pd,-5.857331e-01,-1.049262e+00
0.088094,avc,-5.818710e-01,-1.048604e+00
0.088910,standard_pd,-5.567777e-01,-1.039764e+00
0.088910,filtered_pd,-5.752601e-01,-1.039437e+00
0.088910,avc,-5.713001e-01,-1.038788e+00
0.089733,standard_pd,-5.464992e-01,-1.030029e+00
0.089733,filtered_pd,-5.649780e-01,-1.029699e+00
0.089733,avc,-5.609221e-01,-1.029060e+00
0.090564,standard_pd,-5.364083e-01,-1.020381e+00
0.090564,filtered_pd,-5.548834e-01,-1.020048e+00
0.090564,avc,-5.507333e-01,-1.019419e+00
0.091403,standard_pd,-5.265014e-01,-1.010820e+00
0.091403,filtered_pd,-5.449729e-01,-1.010484e+00
0.091403,avc,-5.407304e-01,-1.009864e+00
0.092250,standard_pd,-5.167754e-01,-1.001344e+00
0.092250,filtered_pd,-5.352430e-01,-1.001005e+00
0.092250,avc,-5.309099e-01,-1.000395e+00
0.093104,standard_pd,-5.072267e-01,-9.919533e-01
0.093104,filtered_pd,-5.256904e-01,-9.916112e-01
0.093104,avc,-5.212684e-01,-9.910111e-01
0.093966,standard_pd,-4.978522e-01,-9.826463e-01
0.093966,filtered_pd,-5.163120e-01,-9.823012e-01
0.093966,avc,-5.118027e-01,-9.817106e-01
0.094837,standard_pd,-4.886488e-01,-9.734224e-01
0.094837,filtered_pd,-5.071045e-01,-9.730742e-01
0.094837,avc,-5.025097e-01,-9.724931e-01
0.095715,standard_pd,-4.796132e-01,-9.642809e-01
0.095715,filtered_pd,-4.980648e-01,-9.639295e-01
0.095715,avc,-4.933860e-01,-9.633580e-01
0.096602,standard_pd,-4.707423e-01,-9.552209e-01
0.096602,filtered_pd,-4.891897e-01,-9.548664e-01
0.096602,avc,-4.844286e-01,-9.543043e-01
0.097496,standard_pd,-4.620333e-01,-9.462416e-01
0.097496,filtered_pd,-4.804764e-01,-9.458840e-01
0.097496,avc,-4.756345e-01,-9.453312e-01
0.098400,standard_pd,-4.534831e-01,-9.373424e-01
0.098400,filtered_pd,-4.719218e-01,-9.369816e-01
0.098400,avc,-4.670007e-01,-9.364381e-01
0.099311,standard_pd,-4.450887e-01,-9.285224e-01
0.099311,filtered_pd,-4.635230e-01,-9.281584e-01
0.099311,avc,-4.585242e-01,-9.276242e-01
0.100231,standard_pd,-4.368475e-01,-9.197808e-01
0.100231,filtered_pd,-4.552771e-01,-9.194136e-01
0.100231,avc,-4.502022e-01,-9.188886e-01
0.101159,standard_pd,-4.287564e-01,-9.111169e-01
0.101159,filtered_pd,-4.471814e-01,-9.107464e-01
0.101159,avc,-4.420318e-01,-9.102307e-01
0.102096,standard_pd,-4.208129e-01,-9.025300e-01
0.102096,filtered_pd,-4.392331e-01,-9.021562e-01
0.102096,avc,-4.340102e-01,-9.016496e-01
0.103042,standard_pd,-4.130141e-01,-8.940193e-01
0.103042,filtered_pd,-4.314295e-01,-8.936422e-01
0.103042,avc,-4.261348e-01,-8.931447e-01
0.103996,standard_pd,-4.053575e-01,-8.855840e-01
0.103996,filtered_pd,-4.237679e-01,-8.852036e-01
0.103996,avc,-4.184027e-01,-8.847151e-01
0.104959,standard_pd,-3.978404e-01,-8.772235e-01
0.104959,filtered_pd,-4.162458e-01,-8.768397e-01
0.104959,avc,-4.108115e-01,-8.763602e-01
0.105931,standard_pd,-3.904603e-01,-8.689369e-01
0.105931,filtered_pd,-4.088605e-01,-8.685498e-01
0.105931,avc,-4.033585e-01,-8.680792e-01
0.106913,standard_pd,-3.832147e-01,-8.607237e-01
0.106913,filtered_pd,-4.016095e-01,-8.603331e-01
0.106913,avc,-3.960411e-01,-8.598715e-01
0.107903,standard_pd,-3.761010e-01,-8.525830e-01
0.107903,filtered_pd,-3.944905e-01,-8.521889e-01
0.107903,avc,-3.888570e-01,-8.517362e-01
0.108902,standard_pd,-3.691169e-01,-8.445141e-01
0.108902,filtered_pd,-3.875009e-01,-8.441166e-01
0.108902,avc,-3.818036e-01,-8.436727e-01
0.109911,standard_pd,-3.622601e-01,-8.365164e-01
0.109911,filtered_pd,-3.806384e-01,-8.361154e-01
0.109911,avc,-3.748785e-01,-8.356803e-01
0.110929,standard_pd,-3.555280e-01,-8.285891e-01
0.110929,filtered_pd,-3.739006e-01,-8.281846e-01
0.110929,avc,-3.680795e-01,-8.277582e-01
0.111956,standard_pd,-3.489186e-01,-8.207315e-01
0.111956,filtered_pd,-3.672853e-01,-8.203235e-01
0.111956,avc,-3.614041e-01,-8.199058e-01
0.112993,standard_pd,-3.424295e-01,-8.129430e-01
0.112993,filtered_pd,-3.607902e-01,-8.125314e-01
0.112993,avc,-3.548501e-01,-8.121224e-01
0.114040,standard_pd,-3.360585e-01,-8.052229e-01
0.114040,filtered_pd,-3.544131e-01,-8.048077e-01
0.114040,avc,-3.484152e-01,-8.044074e-01
0.115096,standard_pd,-3.298034e-01,-7.975705e-01
0.115096,filtered_pd,-3.481518e-01,-7.971516e-01
0.115096,avc,-3.420974e-01,-7.967599e-01
0.116162,standard_pd,-3.236622e-01,-7.899851e-01
0.116162,filtered_pd,-3.420042e-01,-7.895625e-01
0.116162,avc,-3.358944e-01,-7.891794e-01
0.117238,standard_pd,-3.176327e-01,-7.824660e-01
0.117238,filtered_pd,-3.359681e-01,-7.820398e-01
0.117238,avc,-3.298040e-01,-7.816651e-01
0.118324,standard_pd,-3.117128e-01,-7.750126e-01
0.118324,filtered_pd,-3.300416e-01,-7.745826e-01
0.118324,avc,-3.238244e-01,-7.742165e-01
0.119420,standard_pd,-3.059006e-01,-7.676242e-01
0.119420,filtered_pd,-3.242226e-01,-7.671905e-01
0.119420,avc,-3.179533e-01,-7.668329e-01
0.120526,standard_pd,-3.001941e-01,-7.603001e-01
0.120526,filtered_pd,-3.185092e-01,-7.598627e-01
0.120526,avc,-3.121888e-01,-7.595135e-01
0.121642,standard_pd,-2.945913e-01,-7.530398e-01
0.121642,filtered_pd,-3.128993e-01,-7.525986e-01
0.121642,avc,-3.065289e-01,-7.522577e-01
0.122769,standard_pd,-2.890904e-01,-7.458425e-01
0.122769,filtered_pd,-3.073911e-01,-7.453975e-01
0.122769,avc,-3.009718e-01,-7.450650e-01
0.123906,standard_pd,-2.836894e-01,-7.387077e-01
0.123906,filtered_pd,-3.019826e-01,-7.382588e-01
0.123906,avc,-2.955155e-01,-7.379346e-01
0.125054,standard_pd,-2.783865e-01,-7.316346e-01
0.125054,filtered_pd,-2.966721e-01,-7.311818e-01
0.125054,avc,-2.901581e-01,-7.308660e-01
0.126212,standard_pd,-2.731799e-01,-7.246226e-01
0.126212,filtered_pd,-2.914578e-01,-7.241660e-01
0.126212,avc,-2.848979e-01,-7.238584e-01
0.127381,standard_pd,-2.680678e-01,-7.176711e-01
0.127381,filtered_pd,-2.863378e-01,-7.172106e-01
0.127381,avc,-2.797330e-01,-7.169112e-01
0.128561,standard_pd,-2.630485e-01,-7.107796e-01
0.128561,filtered_pd,-2.813104e-01,-7.103151e-01
0.128561,avc,-2.746616e-01,-7.100239e-01
0.129752,standard_pd,-2.581203e-01,-7.039472e-01
0.129752,filtered_pd,-2.763739e-01,-7.034788e-01
0.129752,avc,-2.696821e-01,-7.031958e-01
0.130954,standard_pd,-2.532815e-01,-6.971735e-01
0.130954,filtered_pd,-2.715266e-01,-6.967011e-01
0.130954,avc,-2.647927e-01,-6.964262e-01
0.132166,standard_pd,-2.485304e-01,-6.904579e-01
0.132166,filtered_pd,-2.667669e-01,-6.899814e-01
0.132166,avc,-2.599919e-01,-6.897147e-01
0.133391,standard_pd,-2.438655e-01,-6.837996e-01
0.133391,filtered_pd,-2.620931e-01,-6.833191e-01
0.133391,avc,-2.552778e-01,-6.830604e-01
0.134626,standard_pd,-2.392850e-01,-6.771981e-01
0.134626,filtered_pd,-2.575036e-01,-6.767135e-01
0.134626,avc,-2.506490e-01,-6.764629e-01
0.135873,standard_pd,-2.347876e-01,-6.706527e-01
0.135873,filtered_pd,-2.529968e-01,-6.701641e-01
0.135873,avc,-2.461038e-01,-6.699215e-01
0.137131,standard_pd,-2.303715e-01,-6.641630e-01
0.137131,filtered_pd,-2.485713e-01,-6.636702e-01
0.137131,avc,-2.416407e-01,-6.634357e-01
0.138402,standard_pd,-2.260354e-01,-6.577282e-01
0.138402,filtered_pd,-2.442255e-01,-6.572313e-01
0.138402,avc,-2.372581e-01,-6.570047e-01
0.139684,standard_pd,-2.217777e-01,-6.513478e-01
0.139684,filtered_pd,-2.399579e-01,-6.508467e-01
0.139684,avc,-2.329546e-01,-6.506281e-01
0.140977,standard_pd,-2.175970e-01,-6.450212e-01
0.140977,filtered_pd,-2.357671e-01,-6.445159e-01
0.140977,avc,-2.287288e-01,-6.443052e-01
0.142283,standard_pd,-2.134919e-01,-6.387477e-01
0.142283,filtered_pd,-2.316516e-01,-6.382382e-01
0.142283,avc,-2.245790e-01,-6.380355e-01
0.143601,standard_pd,-2.094609e-01,-6.325269e-01
0.143601,filtered_pd,-2.276100e-01,-6.320131e-01
0.143601,avc,-2.205040e-01,-6.318183e-01
0.144931,standard_pd,-2.055027e-01,-6.263580e-01
0.144931,filtered_pd,-2.236409e-01,-6.258400e-01
0.144931,avc,-2.165023e-01,-6.256530e-01
0.146273,standard_pd,-2.016159e-01,-6.202406e-01
0.146273,filtered_pd,-2.197429e-01,-6.197183e-01
0.146273,avc,-2.125726e-01,-6.195391e-01
0.147628,standard_pd,-1.977992e-01,-6.141739e-01
0.147628,filtered_pd,-2.159148e-01,-6.136473e-01
0.147628,avc,-2.087135e-01,-6.134760e-01
0.148996,standard_pd,-1.940512e-01,-6.081575e-01
0.148996,filtered_pd,-2.121552e-01,-6.076266e-01
0.148996,avc,-2.049236e-01,-6.074631e-01
0.150376,standard_pd,-1.903708e-01,-6.021908e-01
0.150376,filtered_pd,-2.084628e-01,-6.016555e-01
0.150376,avc,-2.012018e-01,-6.014997e-01
0.151768,standard_pd,-1.867566e-01,-5.962731e-01
0.151768,filtered_pd,-2.048364e-01,-5.957335e-01
0.151768,avc,-1.975466e-01,-5.955854e-01
0.153174,standard_pd,-1.832073e-01,-5.904039e-01
0.153174,filtered_pd,-2.012746e-01,-5.898599e-01
0.153174,avc,-1.939569e-01,-5.897196e-01
0.154593,standard_pd,-1.797219e-01,-5.845826e-01
0.154593,filtered_pd,-1.977763e-01,-5.840342e-01
0.154593,avc,-1.904315e-01,-5.839016e-01
0.156025,standard_pd,-1.762990e-01,-5.788086e-01
0.156025,filtered_pd,-1.943403e-01,-5.782558e-01
0.156025,avc,-1.869690e-01,-5.781309e-01
0.157470,standard_pd,-1.729375e-01,-5.730814e-01
0.157470,filtered_pd,-1.909653e-01,-5.725241e-01
0.157470,avc,-1.835683e-01,-5.724069e-01
0.158928,standard_pd,-1.696362e-01,-5.674003e-01
0.158928,filtered_pd,-1.876503e-01,-5.668386e-01
0.158928,avc,-1.802282e-01,-5.667291e-01
0.160400,standard_pd,-1.663940e-01,-5.617649e-01
0.160400,filtered_pd,-1.843940e-01,-5.611986e-01
0.160400,avc,-1.769477e-01,-5.610967e-01
0.161886,standard_pd,-1.632098e-01,-5.561744e-01
0.161886,filtered_pd,-1.811953e-01,-5.556037e-01
0.161886,avc,-1.737254e-01,-5.555094e-01
0.163385,standard_pd,-1.600825e-01,-5.506283e-01
0.163385,filtered_pd,-1.780531e-01,-5.500531e-01
0.163385,avc,-1.705604e-01,-5.499664e-01
0.164899,standard_pd,-1.570110e-01,-5.451261e-01
0.164899,filtered_pd,-1.749664e-01,-5.445464e-01
0.164899,avc,-1.674516e-01,-5.444673e-01
0.166426,standard_pd,-1.539942e-01,-5.396671e-01
0.166426,filtered_pd,-1.719340e-01,-5.390829e-01
0.166426,avc,-1.643977e-01,-5.390113e-01
0.167967,standard_pd,-1.510311e-01,-5.342508e-01
0.167967,filtered_pd,-1.689549e-01,-5.336620e-01
0.167967,avc,-1.613979e-01,-5.335980e-01
0.169523,standard_pd,-1.481207e-01,-5.288765e-01
0.169523,filtered_pd,-1.660281e-01,-5.282832e-01
0.169523,avc,-1.584510e-01,-5.282268e-01
0.171093,standard_pd,-1.452619e-01,-5.235438e-01
0.171093,filtered_pd,-1.631524e-01,-5.229459e-01
0.171093,avc,-1.555560e-01,-5.228970e-01
0.172678,standard_pd,-1.424538e-01,-5.182519e-01
0.172678,filtered_pd,-1.603270e-01,-5.176495e-01
0.172678,avc,-1.527119e-01,-5.176080e-01
0.174277,standard_pd,-1.396953e-01,-5.130003e-01
0.174277,filtered_pd,-1.575508e-01,-5.123933e-01
0.174277,avc,-1.499177e-01,-5.123594e-01
0.175892,standard_pd,-1.369855e-01,-5.077884e-01
0.175892,filtered_pd,-1.548229e-01,-5.071769e-01
0.175892,avc,-1.471725e-01,-5.071504e-01
0.177521,standard_pd,-1.343235e-01,-5.026156e-01
0.177521,filtered_pd,-1.521422e-01,-5.019995e-01
0.177521,avc,-1.444752e-01,-5.019805e-01
0.179165,standard_pd,-1.317084e-01,-4.974813e-01
0.179165,filtered_pd,-1.495078e-01,-4.968607e-01
0.179165,avc,-1.418249e-01,-4.968490e-01
0.180824,standard_pd,-1.291391e-01,-4.923848e-01
0.180824,filtered_pd,-1.469188e-01,-4.917596e-01
0.180824,avc,-1.392207e-01,-4.917554e-01
0.182499,standard_pd,-1.266148e-01,-4.873256e-01
0.182499,filtered_pd,-1.443743e-01,-4.866959e-01
0.182499,avc,-1.366616e-01,-4.866991e-01
0.184190,standard_pd,-1.241346e-01,-4.823030e-01
0.184190,filtered_pd,-1.418733e-01,-4.816687e-01
0.184190,avc,-1.341467e-01,-4.816793e-01
0.185896,standard_pd,-1.216976e-01,-4.773163e-01
0.185896,filtered_pd,-1.394149e-01,-4.766776e-01
0.185896,avc,-1.316752e-01,-4.766955e-01
0.187617,standard_pd,-1.193030e-01,-4.723651e-01
0.187617,filtered_pd,-1.369984e-01,-4.717218e-01
0.187617,avc,-1.292461e-01,-4.717471e-01
0.189355,standard_pd,-1.169498e-01,-4.674485e-01
0.189355,filtered_pd,-1.346226e-01,-4.668007e-01
0.189355,avc,-1.268586e-01,-4.668333e-01
0.191109,standard_pd,-1.146373e-01,-4.625659e-01
0.191109,filtered_pd,-1.322869e-01,-4.619137e-01
0.191109,avc,-1.245117e-01,-4.619536e-01
0.192879,standard_pd,-1.123646e-01,-4.577167e-01
0.192879,filtered_pd,-1.299904e-01,-4.570600e-01
0.192879,avc,-1.222048e-01,-4.571072e-01
0.194666,standard_pd,-1.101309e-01,-4.529002e-01
0.194666,filtered_pd,-1.277321e-01,-4.522391e-01
0.194666,avc,-1.199368e-01,-4.522936e-01
0.196469,standard_pd,-1.079354e-01,-4.481157e-01
0.196469,filtered_pd,-1.255113e-01,-4.474502e-01
0.196469,avc,-1.177070e-01,-4.475119e-01
0.198288,standard_pd,-1.057772e-01,-4.433624e-01
0.198288,filtered_pd,-1.233271e-01,-4.426926e-01
0.198288,avc,-1.155145e-01,-4.427615e-01
0.200125,standard_pd,-1.036556e-01,-4.386398e-01
0.200125,filtered_pd,-1.211787e-01,-4.379656e-01
0.200125,avc,-1.133585e-01,-4.380418e-01
0.201979,standard_pd,-1.015697e-01,-4.339470e-01
0.201979,filtered_pd,-1.190653e-01,-4.332685e-01
0.201979,avc,-1.112383e-01,-4.333519e-01
0.203849,standard_pd,-9.951891e-02,-4.292832e-01
0.203849,filtered_pd,-1.169860e-01,-4.286005e-01
