frequency_hz,method,psd_n2m2_per_hz
36.865234,unshaped,5.507063e-04
36.914063,unshaped,5.548564e-04
36.962891,unshaped,5.568148e-04
37.011719,unshaped,5.506060e-04
37.060547,unshaped,5.483907e-04
37.109375,unshaped,5.534499e-04
37.158203,unshaped,5.529355e-04
37.207031,unshaped,5.463999e-04
37.255859,unshaped,5.467586e-04
37.304688,unshaped,5.516131e-04
37.353516,unshaped,5.486117e-04
37.402344,unshaped,5.428631e-04
37.451172,unshaped,5.455639e-04
37.500000,unshaped,5.491537e-04
37.548828,unshaped,5.441286e-04
37.597656,unshaped,5.401220e-04
37.646484,unshaped,5.444921e-04
37.695313,unshaped,5.460120e-04
37.744141,unshaped,5.398109e-04
37.792969,unshaped,5.381622e-04
37.841797,unshaped,5.432204e-04
37.890625,unshaped,5.422708e-04
37.939453,unshaped,5.359604e-04
37.988281,unshaped,5.368326e-04
38.037109,unshaped,5.414789e-04
38.085938,unshaped,5.381381e-04
38.134766,unshaped,5.327983e-04
38.183594,unshaped,5.358747e-04
38.232422,unshaped,5.391012e-04
38.281250,unshaped,5.339062e-04
38.330078,unshaped,5.304238e-04
38.378906,unshaped,5.349734e-04
38.427734,unshaped,5.360555e-04
38.476563,unshaped,5.298945e-04
38.525391,unshaped,5.287963e-04
38.574219,unshaped,5.338169e-04
38.623047,unshaped,5.324485e-04
38.671875,unshaped,5.263887e-04
38.720703,unshaped,5.277445e-04
38.769531,unshaped,5.321559e-04
38.818359,unshaped,5.285041e-04
38.867188,unshaped,5.235862e-04
38.916016,unshaped,5.269997e-04
38.964844,unshaped,5.298503e-04
39.013672,unshaped,5.245194e-04
39.062500,unshaped,5.215594e-04
39.111328,unshaped,5.262478e-04
39.160156,unshaped,5.268951e-04
39.208984,unshaped,5.208070e-04
39.257813,unshaped,5.202425e-04
39.306641,unshaped,5.251894e-04
39.355469,unshaped,5.234195e-04
39.404297,unshaped,5.176354e-04
39.453125,unshaped,5.194457e-04
39.501953,unshaped,5.235967e-04
39.550781,unshaped,5.196616e-04
39.599609,unshaped,5.151781e-04
39.648438,unshaped,5.188918e-04
39.697266,unshaped,5.213558e-04
39.746094,unshaped,5.159212e-04
39.794922,unshaped,5.134806e-04
39.843750,unshaped,5.182697e-04
39.892578,unshaped,5.184874e-04
39.941406,unshaped,5.125027e-04
39.990234,unshaped,5.124535e-04
40.039063,unshaped,5.172940e-04
40.087891,unshaped,5.151421e-04
40.136719,unshaped,5.096561e-04
40.185547,unshaped,5.118902e-04
40.234375,unshaped,5.157588e-04
40.283203,unshaped,5.115697e-04
40.332031,unshaped,5.075305e-04
40.380859,unshaped,5.115068e-04
40.429688,unshaped,5.135762e-04
40.478516,unshaped,5.080715e-04
40.527344,unshaped,5.061454e-04
40.576172,unshaped,5.109972e-04
40.625000,unshaped,5.107923e-04
40.673828,unshaped,5.049416e-04
40.722656,unshaped,5.053889e-04
40.771484,unshaped,5.100908e-04
40.820313,unshaped,5.075769e-04
40.869141,unshaped,5.024110e-04
40.917969,unshaped,5.050390e-04
40.966797,unshaped,5.086045e-04
41.015625,unshaped,5.041903e-04
41.064453,unshaped,5.006041e-04
41.113281,unshaped,5.048073e-04
41.162109,unshaped,5.064761e-04
41.210938,unshaped,5.009329e-04
41.259766,unshaped,4.995151e-04
41.308594,unshaped,5.043940e-04
41.357422,unshaped,5.037756e-04
41.406250,unshaped,4.980874e-04
41.455078,unshaped,4.990106e-04
41.503906,unshaped,5.035450e-04
41.552734,unshaped,5.006910e-04
41.601563,unshaped,4.958647e-04
41.650391,unshaped,4.988554e-04
41.699219,unshaped,5.021000e-04
41.748047,unshaped,4.974910e-04
41.796875,unshaped,4.943644e-04
41.845703,unshaped,4.987581e-04
41.894531,unshaped,5.000225e-04
41.943359,unshaped,4.944735e-04
41.992188,unshaped,4.935561e-04
42.041016,unshaped,4.984270e-04
42.089844,unshaped,4.974056e-04
42.138672,unshaped,4.919082e-04
42.187500,unshaped,4.932864e-04
42.236328,unshaped,4.976252e-04
42.285156,unshaped,4.944535e-04
42.333984,unshaped,4.899855e-04
42.382813,unshaped,4.933083e-04
42.431641,unshaped,4.962160e-04
42.480469,unshaped,4.914417e-04
42.529297,unshaped,4.887800e-04
42.578125,unshaped,4.933294e-04
42.626953,unshaped,4.941878e-04
42.675781,unshaped,4.886638e-04
42.724609,unshaped,4.882376e-04
42.773438,unshaped,4.930673e-04
42.822266,unshaped,4.916556e-04
42.871094,unshaped,4.863754e-04
42.919922,unshaped,4.881861e-04
42.968750,unshaped,4.923038e-04
43.017578,unshaped,4.888386e-04
43.066406,unshaped,4.847453e-04
43.115234,unshaped,4.883687e-04
43.164063,unshaped,4.909258e-04
43.212891,unshaped,4.860171e-04
43.261719,unshaped,4.838237e-04
43.310547,unshaped,4.884935e-04
43.359375,unshaped,4.889463e-04
43.408203,unshaped,4.834788e-04
43.457031,unshaped,4.835332e-04
43.505859,unshaped,4.882892e-04
43.554688,unshaped,4.865011e-04
43.603516,unshaped,4.814640e-04
43.652344,unshaped,4.836844e-04
43.701172,unshaped,4.875568e-04
43.750000,unshaped,4.838225e-04
43.798828,unshaped,4.801193e-04
43.847656,unshaped,4.840123e-04
43.896484,unshaped,4.862070e-04
43.945313,unshaped,4.811940e-04
43.994141,unshaped,4.794707e-04
44.042969,unshaped,4.842272e-04
44.091797,unshaped,4.842768e-04
44.140625,unshaped,4.788958e-04
44.189453,unshaped,4.794186e-04
44.238281,unshaped,4.840704e-04
44.287109,unshaped,4.819217e-04
44.335938,unshaped,4.771517e-04
44.384766,unshaped,4.797577e-04
44.433594,unshaped,4.833628e-04
44.482422,unshaped,4.793855e-04
44.531250,unshaped,4.760858e-04
44.580078,unshaped,4.802165e-04
44.628906,unshaped,4.820392e-04
44.677734,unshaped,4.769530e-04
44.726563,unshaped,4.757000e-04
44.775391,unshaped,4.805094e-04
44.824219,unshaped,4.801600e-04
44.873047,unshaped,4.748956e-04
44.921875,unshaped,4.758734e-04
44.970703,unshaped,4.803912e-04
45.019531,unshaped,4.778989e-04
45.068359,unshaped,4.734193e-04
45.117188,unshaped,4.763864e-04
45.166016,unshaped,4.797038e-04
45.214844,unshaped,4.755097e-04
45.263672,unshaped,4.726257e-04
45.312500,unshaped,4.769628e-04
45.361328,unshaped,4.784058e-04
45.410156,unshaped,4.732768e-04
45.458984,unshaped,4.724926e-04
45.507813,unshaped,4.773224e-04
45.556641,unshaped,4.765802e-04
45.605469,unshaped,4.714612e-04
45.654297,unshaped,4.728791e-04
45.703125,unshaped,4.772351e-04
45.751953,unshaped,4.744178e-04
45.800781,unshaped,4.702504e-04
45.849609,unshaped,4.735528e-04
45.898438,unshaped,4.765641e-04
45.947266,unshaped,4.721807e-04
45.996094,unshaped,4.697227e-04
46.044922,unshaped,4.742343e-04
46.093750,unshaped,4.752920e-04
46.142578,unshaped,4.701512e-04
46.191406,unshaped,4.698328e-04
46.240234,unshaped,4.746506e-04
46.289063,unshaped,4.735235e-04
46.337891,unshaped,4.685785e-04
46.386719,unshaped,4.704207e-04
46.435547,unshaped,4.745877e-04
46.484375,unshaped,4.714654e-04
46.533203,unshaped,4.676307e-04
46.582031,unshaped,4.712425e-04
46.630859,unshaped,4.739308e-04
46.679688,unshaped,4.693859e-04
46.728516,unshaped,4.673628e-04
46.777344,unshaped,4.720175e-04
46.826172,unshaped,4.726861e-04
46.875000,unshaped,4.675640e-04
46.923828,unshaped,4.677068e-04
46.972656,unshaped,4.724815e-04
47.021484,unshaped,4.709794e-04
47.070313,unshaped,4.662357e-04
47.119141,unshaped,4.684846e-04
47.167969,unshaped,4.724375e-04
47.216797,unshaped,4.690314e-04
47.265625,unshaped,4.655486e-04
47.314453,unshaped,4.694428e-04
47.363281,unshaped,4.717933e-04
47.412109,unshaped,4.671157e-04
47.460938,unshaped,4.655347e-04
47.509766,unshaped,4.703007e-04
47.558594,unshaped,4.705784e-04
47.607422,unshaped,4.655058e-04
47.656250,unshaped,4.661035e-04
47.705078,unshaped,4.708044e-04
47.753906,unshaped,4.689387e-04
47.802734,unshaped,4.644232e-04
47.851563,unshaped,4.670605e-04
47.900391,unshaped,4.707752e-04
47.949219,unshaped,4.671077e-04
47.998047,unshaped,4.639948e-04
48.046875,unshaped,4.681439e-04
48.095703,unshaped,4.701435e-04
48.144531,unshaped,4.653622e-04
48.193359,unshaped,4.642289e-04
48.242188,unshaped,4.690749e-04
48.291016,unshaped,4.689619e-04
48.339844,unshaped,4.639690e-04
48.388672,unshaped,4.650139e-04
48.437500,unshaped,4.696114e-04
48.486328,unshaped,4.673952e-04
48.535156,unshaped,4.631337e-04
48.583984,unshaped,4.661396e-04
48.632813,unshaped,4.695937e-04
48.681641,unshaped,4.656885e-04
48.730469,unshaped,4.629619e-04
48.779297,unshaped,4.673378e-04
48.828125,unshaped,4.689752e-04
48.876953,unshaped,4.641201e-04
48.925781,unshaped,4.634385e-04
48.974609,unshaped,4.683332e-04
49.023438,unshaped,4.678313e-04
49.072266,unshaped,4.629483e-04
49.121094,unshaped,4.644312e-04
49.169922,unshaped,4.688965e-04
49.218750,unshaped,4.663446e-04
49.267578,unshaped,4.623621e-04
49.316406,unshaped,4.657158e-04
49.365234,unshaped,4.688882e-04
49.414063,unshaped,4.647700e-04
49.462891,unshaped,4.624448e-04
49.511719,unshaped,4.670190e-04
49.560547,unshaped,4.682848e-04
49.609375,unshaped,4.633859e-04
49.658203,unshaped,4.631584e-04
49.707031,unshaped,4.680707e-04
49.755859,unshaped,4.671839e-04
49.804688,unshaped,4.624406e-04
49.853516,unshaped,4.643508e-04
49.902344,unshaped,4.686559e-04
49.951172,unshaped,4.657848e-04
50.000000,unshaped,2.310526e-04
0.000000,fourth,1.415740e+02
0.048828,fourth,3.895252e+02
0.097656,fourth,6.481093e+01
0.146484,fourth,1.715276e+01
0.195313,fourth,2.644281e+00
0.244141,fourth,2.657482e+00
0.292969,fourth,7.825286e-01
0.341797,fourth,2.882524e-01
0.390625,fourth,2.552110e-02
0.439453,fourth,1.050735e-02
0.488281,fourth,2.335775e-02
0.537109,fourth,4.092086e-02
0.585938,fourth,4.349683e-02
0.634766,fourth,3.217242e-02
0.683594,fourth,1.073447e-02
0.732422,fourth,3.451221e-03
0.781250,fourth,1.825198e-04
0.830078,fourth,1.775393e-04
0.878906,fourth,1.258195e-03
0.927734,fourth,1.089101e-03
0.976563,fourth,1.155672e-03
1.025391,fourth,3.312731e-04
1.074219,fourth,1.390747e-04
1.123047,fourth,3.020322e-05
1.171875,fourth,5.450719e-06
1.220703,fourth,4.449665e-06
1.269531,fourth,5.686208e-07
1.318359,fourth,6.273955e-07
1.367188,fourth,2.905785e-06
1.416016,fourth,1.259054e-05
1.464844,fourth,1.224100e-05
1.513672,fourth,2.026590e-05
1.562500,fourth,5.529392e-06
1.611328,fourth,3.648009e-06
1.660156,fourth,4.484402e-06
1.708984,fourth,1.341886e-05
1.757813,fourth,3.819443e-05
1.806641,fourth,4.247893e-05
1.855469,fourth,4.064305e-05
1.904297,fourth,1.879024e-05
1.953125,fourth,4.696343e-06
2.001953,fourth,3.764727e-07
2.050781,fourth,3.424298e-06
2.099609,fourth,9.526465e-06
2.148438,fourth,1.358384e-05
2.197266,fourth,9.986395e-06
2.246094,fourth,5.815804e-06
2.294922,fourth,1.487266e-06
2.343750,fourth,3.144341e-07
2.392578,fourth,2.184994e-07
2.441406,fourth,1.485516e-07
2.490234,fourth,2.370423e-07
2.539063,fourth,9.038943e-08
2.587891,fourth,1.683692e-08
2.636719,fourth,2.339923e-08
2.685547,fourth,1.525401e-07
2.734375,fourth,5.593344e-08
2.783203,fourth,1.257661e-07
2.832031,fourth,7.578280e-08
2.880859,fourth,1.758935e-07
2.929688,fourth,6.424355e-07
2.978516,fourth,9.398054e-07
3.027344,fourth,1.972832e-06
3.076172,fourth,1.126302e-06
3.125000,fourth,8.232802e-07
3.173828,fourth,6.928801e-08
3.222656,fourth,2.365671e-08
3.271484,fourth,4.513637e-07
3.320313,fourth,6.825432e-07
3.369141,fourth,1.331937e-06
3.417969,fourth,8.512243e-07
3.466797,fourth,5.135282e-07
3.515625,fourth,1.167246e-07
3.564453,fourth,3.315707e-08
3.613281,fourth,2.439874e-08
3.662109,fourth,4.750203e-08
3.710938,fourth,9.340466e-08
3.759766,fourth,4.357870e-08
3.808594,fourth,1.917753e-08
3.857422,fourth,2.898730e-09
3.906250,fourth,2.945853e-10
3.955078,fourth,2.034547e-09
4.003906,fourth,5.111100e-09
4.052734,fourth,6.035835e-09
4.101563,fourth,2.727511e-08
4.150391,fourth,4.576487e-08
4.199219,fourth,1.042401e-07
4.248047,fourth,1.316162e-07
4.296875,fourth,1.405738e-07
4.345703,fourth,4.089811e-08
4.394531,fourth,1.124122e-08
4.443359,fourth,1.784427e-08
4.492188,fourth,5.533093e-08
4.541016,fourth,1.825607e-07
4.589844,fourth,1.730695e-07
4.638672,fourth,1.983855e-07
4.687500,fourth,6.463709e-08
4.736328,fourth,2.531348e-08
4.785156,fourth,3.532469e-09
4.833984,fourth,5.175304e-09
4.882813,fourth,3.481228e-08
4.931641,fourth,2.664943e-08
4.980469,fourth,3.085948e-08
5.029297,fourth,7.734359e-09
5.078125,fourth,3.512261e-09
5.126953,fourth,8.373095e-10
5.175781,fourth,3.175196e-11
5.224609,fourth,5.275665e-11
5.273438,fourth,1.865291e-09
5.322266,fourth,1.963692e-09
5.371094,fourth,5.858145e-09
5.419922,fourth,1.378425e-08
5.468750,fourth,1.421320e-08
5.517578,fourth,1.668816e-08
5.566406,fourth,4.592953e-09
5.615234,fourth,2.371807e-09
5.664063,fourth,4.955135e-09
5.712891,fourth,1.639832e-08
5.761719,fourth,4.184846e-08
5.810547,fourth,5.074240e-08
5.859375,fourth,3.791291e-08
5.908203,fourth,1.998152e-08
5.957031,fourth,3.308980e-09
6.005859,fourth,5.563143e-10
6.054688,fourth,6.071799e-09
6.103516,fourth,1.282573e-08
6.152344,fourth,1.892774e-08
6.201172,fourth,1.065478e-08
6.250000,fourth,6.403190e-09
6.298828,fourth,1.411088e-09
6.347656,fourth,3.490018e-10
6.396484,fourth,1.950083e-10
6.445313,fourth,8.526456e-11
6.494141,fourth,1.579995e-11
6.542969,fourth,2.674786e-10
6.591797,fourth,5.706404e-10
6.640625,fourth,1.270756e-09
6.689453,fourth,2.644819e-09
6.738281,fourth,1.067828e-09
6.787109,fourth,1.266614e-09
6.835938,fourth,6.556937e-10
6.884766,fourth,1.569719e-09
6.933594,fourth,6.708004e-09
6.982422,fourth,9.063607e-09
7.031250,fourth,1.706346e-08
7.080078,fourth,9.097858e-09
7.128906,fourth,5.384364e-09
7.177734,fourth,4.402497e-10
7.226563,fourth,2.463936e-10
7.275391,fourth,4.308985e-09
7.324219,fourth,5.899752e-09
7.373047,fourth,9.858440e-09
7.421875,fourth,5.978348e-09
7.470703,fourth,2.807248e-09
7.519531,fourth,6.755499e-10
7.568359,fourth,2.065958e-10
7.617188,fourth,1.432484e-10
7.666016,fourth,1.754806e-10
7.714844,fourth,2.804438e-10
7.763672,fourth,2.534332e-11
7.812500,fourth,2.506293e-11
7.861328,fourth,1.151243e-10
7.910156,fourth,2.069265e-10
7.958984,fourth,1.660048e-10
8.007813,fourth,2.456929e-10
8.056641,fourth,2.241134e-10
8.105469,fourth,9.975478e-10
8.154297,fourth,1.574876e-09
8.203125,fourth,3.690321e-09
8.251953,fourth,3.668431e-09
8.300781,fourth,3.734649e-09
8.349609,fourth,8.002782e-10
8.398438,fourth,2.088101e-10
8.447266,fourth,5.511339e-10
8.496094,fourth,1.526790e-09
8.544922,fourth,4.646327e-09
8.593750,fourth,3.607525e-09
8.642578,fourth,3.915291e-09
8.691406,fourth,1.060593e-09
8.740234,fourth,3.523986e-10
8.789063,fourth,8.265849e-11
8.837891,fourth,1.060766e-10
8.886719,fourth,5.185165e-10
8.935547,fourth,2.873675e-10
8.984375,fourth,2.643632e-10
9.033203,fourth,2.631265e-11
9.082031,fourth,7.564359e-12
9.130859,fourth,7.876175e-12
9.179688,fourth,2.478874e-11
9.228516,fourth,3.245286e-11
9.277344,fourth,1.961604e-10
9.326172,fourth,2.562189e-10
9.375000,fourth,5.511908e-10
9.423828,fourth,1.085065e-09
9.472656,fourth,1.085553e-09
9.521484,fourth,9.213863e-10
9.570313,fourth,2.505780e-10
9.619141,fourth,8.989364e-11
9.667969,fourth,3.160372e-10
9.716797,fourth,9.873078e-10
9.765625,fourth,2.085425e-09
9.814453,fourth,2.425464e-09
9.863281,fourth,1.399656e-09
9.912109,fourth,7.510292e-10
9.960938,fourth,7.694929e-11
10.009766,fourth,2.718978e-11
10.058594,fourth,2.510963e-10
10.107422,fourth,4.185832e-10
10.156250,fourth,5.406949e-10
10.205078,fourth,2.233323e-10
10.253906,fourth,1.119920e-10
10.302734,fourth,1.727158e-11
10.351563,fourth,3.663153e-12
10.400391,fourth,1.800466e-12
10.449219,fourth,1.216442e-11
10.498047,fourth,5.035483e-11
10.546875,fourth,7.167776e-11
10.595703,fourth,1.793407e-10
10.644531,fourth,2.286504e-10
10.693359,fourth,3.801660e-10
10.742188,fourth,1.371864e-10
10.791016,fourth,1.174161e-10
10.839844,fourth,5.822020e-11
10.888672,fourth,1.565281e-10
10.937500,fourth,6.811072e-10
10.986328,fourth,8.297319e-10
11.035156,fourth,1.334732e-09
11.083984,fourth,6.497747e-10
11.132813,fourth,3.009657e-10
11.181641,fourth,2.492671e-11
11.230469,fourth,3.088699e-11
11.279297,fourth,2.940142e-10
11.328125,fourth,3.609044e-10
11.376953,fourth,4.999281e-10
11.425781,fourth,2.637666e-10
11.474609,fourth,9.551651e-11
11.523438,fourth,2.128467e-11
11.572266,fourth,5.917090e-12
11.621094,fourth,2.950439e-12
11.669922,fourth,9.696004e-13
11.718750,fourth,3.727621e-12
11.767578,fourth,1.971784e-11
11.816406,fourth,2.429305e-11
11.865234,fourth,6.781748e-11
11.914063,fourth,6.355575e-11
11.962891,fourth,4.387530e-11
12.011719,fourth,3.580394e-11
12.060547,fourth,3.599277e-11
12.109375,fourth,1.545184e-10
12.158203,fourth,2.430777e-10
12.207031,fourth,5.506685e-10
12.255859,fourth,4.366722e-10
12.304688,fourth,4.154251e-10
12.353516,fourth,6.399556e-11
12.402344,fourth,1.548302e-11
12.451172,fourth,7.214743e-11
12.500000,fourth,1.699196e-10
12.548828,fourth,4.415444e-10
12.597656,fourth,2.866366e-10
12.646484,fourth,2.799148e-10
12.695313,fourth,6.020160e-11
12.744141,fourth,1.815368e-11
12.792969,fourth,5.140037e-12
12.841797,fourth,4.708546e-12
12.890625,fourth,1.602746e-11
12.939453,fourth,4.018671e-12
12.988281,fourth,1.232011e-12
13.037109,fourth,3.863046e-12
13.085938,fourth,8.634610e-12
13.134766,fourth,8.514245e-12
13.183594,fourth,1.299626e-11
13.232422,fourth,1.066981e-11
13.281250,fourth,4.362149e-11
13.330078,fourth,6.778361e-11
13.378906,fourth,1.292808e-10
13.427734,fourth,2.255342e-10
13.476563,fourth,2.158749e-10
13.525391,fourth,1.338081e-10
13.574219,fourth,3.670462e-11
13.623047,fourth,1.090120e-11
13.671875,fourth,5.482991e-11
13.720703,fourth,1.623430e-10
13.769531,fourth,2.753906e-10
13.818359,fourth,2.970274e-10
13.867188,fourth,1.343738e-10
13.916016,fourth,7.018010e-11
13.964844,fourth,4.647714e-12
14.013672,fourth,3.119258e-12
14.062500,fourth,2.076540e-11
14.111328,fourth,2.773127e-11
14.160156,fourth,2.613532e-11
14.208984,fourth,6.657134e-12
14.257813,fourth,1.126611e-12
14.306641,fourth,3.363821e-13
14.355469,fourth,1.429981e-12
14.404297,fourth,1.904053e-12
14.453125,fourth,8.694474e-12
14.501953,fourth,2.401879e-11
14.550781,fourth,2.621650e-11
14.599609,fourth,6.911817e-11
14.648438,fourth,6.993100e-11
14.697266,fourth,1.028749e-10
14.746094,fourth,3.186694e-11
14.794922,fourth,2.090067e-11
14.843750,fourth,1.192648e-11
14.892578,fourth,3.655358e-11
14.941406,fourth,1.429484e-10
14.990234,fourth,1.595085e-10
15.039063,fourth,2.120113e-10
15.087891,fourth,9.399544e-11
15.136719,fourth,3.383596e-11
15.185547,fourth,2.768732e-12
15.234375,fourth,7.059689e-12
15.283203,fourth,3.597165e-11
15.332031,fourth,3.862441e-11
15.380859,fourth,4.335517e-11
15.429688,fourth,1.722440e-11
15.478516,fourth,4.628032e-12
15.527344,fourth,5.535651e-13
15.576172,fourth,1.109063e-13
15.625000,fourth,4.643016e-13
15.673828,fourth,4.297297e-12
15.722656,fourth,6.077673e-12
15.771484,fourth,1.589075e-11
15.820313,fourth,1.661354e-11
15.869141,fourth,3.496230e-11
15.917969,fourth,2.330905e-11
15.966797,fourth,1.631277e-11
16.015625,fourth,7.523340e-12
16.064453,fourth,1.009888e-11
16.113281,fourth,4.327629e-11
16.162109,fourth,6.671225e-11
16.210938,fourth,1.395827e-10
16.259766,fourth,9.063837e-11
16.308594,fourth,7.814684e-11
16.357422,fourth,8.568827e-12
16.406250,fourth,1.907459e-12
16.455078,fourth,1.596402e-11
16.503906,fourth,3.115250e-11
16.552734,fourth,6.595348e-11
16.601563,fourth,3.603189e-11
16.650391,fourth,2.998602e-11
16.699219,fourth,4.650922e-12
16.748047,fourth,1.436742e-12
16.796875,fourth,2.708527e-13
16.845703,fourth,1.847229e-13
16.894531,fourth,2.939026e-13
16.943359,fourth,1.964512e-12
16.992188,fourth,2.722737e-12
17.041016,fourth,5.725538e-12
17.089844,fourth,9.112056e-12
17.138672,fourth,5.995755e-12
17.187500,fourth,6.228027e-12
17.236328,fourth,3.648191e-12
17.285156,fourth,1.406959e-11
17.333984,fourth,2.533969e-11
17.382813,fourth,4.622110e-11
17.431641,fourth,6.991412e-11
17.480469,fourth,6.346668e-11
17.529297,fourth,2.881157e-11
17.578125,fourth,7.831629e-12
17.626953,fourth,2.855656e-12
17.675781,fourth,1.414550e-11
17.724609,fourth,4.007466e-11
17.773438,fourth,5.341944e-11
17.822266,fourth,5.192405e-11
17.871094,fourth,1.871278e-11
17.919922,fourth,8.844239e-12
17.968750,fourth,5.168443e-13
18.017578,fourth,3.804051e-13
18.066406,fourth,1.382916e-12
18.115234,fourth,1.593878e-12
18.164063,fourth,4.173127e-13
18.212891,fourth,2.759373e-13
18.261719,fourth,9.553501e-13
18.310547,fourth,1.088258e-12
18.359375,fourth,2.146765e-12
18.408203,fourth,1.391157e-12
18.457031,fourth,5.254084e-12
18.505859,fourth,1.058767e-11
18.554688,fourth,1.222337e-11
18.603516,fourth,3.201708e-11
18.652344,fourth,2.840557e-11
18.701172,fourth,3.652052e-11
18.750000,fourth,9.794407e-12
18.798828,fourth,4.781715e-12
18.847656,fourth,3.900135e-12
18.896484,fourth,1.265900e-11
18.945313,fourth,4.101328e-11
18.994141,fourth,4.256316e-11
19.042969,fourth,4.517488e-11
19.091797,fourth,1.817547e-11
19.140625,fourth,5.122013e-12
19.189453,fourth,3.745681e-13
19.238281,fourth,1.650169e-12
19.287109,fourth,4.847915e-12
19.335938,fourth,3.957382e-12
19.384766,fourth,3.501057e-12
19.433594,fourth,5.471760e-13
19.482422,fourth,5.426637e-14
19.531250,fourth,1.155775e-13
19.580078,fourth,3.530209e-13
19.628906,fourth,6.967240e-13
19.677734,fourth,4.272426e-12
19.726563,fourth,4.867484e-12
19.775391,fourth,9.629838e-12
19.824219,fourth,1.061016e-11
19.873047,fourth,1.915633e-11
19.921875,fourth,9.871688e-12
19.970703,fourth,6.979591e-12
20.019531,fourth,1.872418e-12
20.068359,fourth,3.732871e-12
20.117188,fourth,1.665841e-11
20.166016,fourth,2.398907e-11
20.214844,fourth,4.490706e-11
20.263672,fourth,2.454282e-11
20.312500,fourth,1.832478e-11
20.361328,fourth,1.461703e-12
20.410156,fourth,3.089202e-13
20.458984,fourth,4.204972e-12
20.507813,fourth,6.531413e-12
20.556641,fourth,1.084447e-11
20.605469,fourth,4.706551e-12
20.654297,fourth,3.046820e-12
20.703125,fourth,2.348407e-13
20.751953,fourth,6.039824e-14
20.800781,fourth,1.681166e-14
20.849609,fourth,6.831992e-13
20.898438,fourth,1.144720e-12
20.947266,fourth,3.117873e-12
20.996094,fourth,3.573882e-12
21.044922,fourth,4.811308e-12
21.093750,fourth,6.924302e-12
21.142578,fourth,3.843270e-12
21.191406,fourth,3.001529e-12
21.240234,fourth,1.366537e-12
21.289063,fourth,5.837545e-12
21.337891,fourth,1.146527e-11
21.386719,fourth,2.072534e-11
21.435547,fourth,2.616723e-11
21.484375,fourth,2.242324e-11
21.533203,fourth,7.452421e-12
21.582031,fourth,1.903106e-12
21.630859,fourth,1.156774e-12
21.679688,fourth,4.295088e-12
21.728516,fourth,1.143804e-11
21.777344,fourth,1.171416e-11
21.826172,fourth,9.881666e-12
21.875000,fourth,2.813132e-12
21.923828,fourth,1.046709e-12
21.972656,fourth,7.613205e-14
22.021484,fourth,1.798257e-14
22.070313,fourth,2.891224e-14
22.119141,fourth,4.422119e-13
22.167969,fourth,7.003028e-13
22.216797,fourth,1.025685e-12
22.265625,fourth,2.003900e-12
22.314453,fourth,1.289596e-12
22.363281,fourth,1.996364e-12
22.412109,fourth,7.945147e-13
22.460938,fourth,3.043263e-12
22.509766,fourth,5.068751e-12
22.558594,fourth,6.814596e-12
22.607422,fourth,1.657653e-11
22.656250,fourth,1.359099e-11
22.705078,fourth,1.464689e-11
22.753906,fourth,3.512027e-12
22.802734,fourth,1.174776e-12
22.851563,fourth,1.660695e-12
22.900391,fourth,5.183301e-12
22.949219,fourth,1.341285e-11
22.998047,fourth,1.290466e-11
23.046875,fourth,1.057922e-11
23.095703,fourth,3.806370e-12
23.144531,fourth,8.538498e-13
23.193359,fourth,4.983461e-14
23.242188,fourth,2.414123e-13
23.291016,fourth,4.252604e-13
23.339844,fourth,1.246723e-13
23.388672,fourth,1.640984e-13
23.437500,fourth,2.034261e-13
23.486328,fourth,2.302083e-13
23.535156,fourth,4.240558e-13
23.583984,fourth,5.169376e-13
23.632813,fourth,6.760546e-13
23.681641,fourth,3.144877e-12
23.730469,fourth,3.187886e-12
23.779297,fourth,6.088135e-12
23.828125,fourth,6.920333e-12
23.876953,fourth,1.105374e-11
23.925781,fourth,4.594622e-12
23.974609,fourth,3.130214e-12
24.023438,fourth,5.560284e-13
24.072266,fourth,1.628262e-12
24.121094,fourth,7.579201e-12
24.169922,fourth,9.742775e-12
24.218750,fourth,1.595015e-11
24.267578,fourth,7.460478e-12
24.316406,fourth,4.573576e-12
24.365234,fourth,2.870833e-13
24.414063,fourth,6.292607e-14
24.462891,fourth,1.030504e-12
24.511719,fourth,1.125674e-12
24.560547,fourth,1.377686e-12
24.609375,fourth,3.383514e-13
24.658203,fourth,1.202561e-13
24.707031,fourth,3.096791e-14
24.755859,fourth,3.943201e-14
24.804688,fourth,7.795015e-14
24.853516,fourth,1.058543e-12
24.902344,fourth,1.405578e-12
24.951172,fourth,2.860681e-12
25.000000,fourth,3.033531e-12
25.048828,fourth,3.878937e-12
25.097656,fourth,4.819851e-12
25.146484,fourth,2.462483e-12
25.195313,fourth,1.421045e-12
25.244141,fourth,5.812487e-13
25.292969,fourth,2.931882e-12
25.341797,fourth,5.773659e-12
25.390625,fourth,1.039914e-11
25.439453,fourth,1.062698e-11
25.488281,fourth,8.548658e-12
25.537109,fourth,2.071340e-12
25.585938,fourth,4.564377e-13
25.634766,fourth,5.042855e-13
25.683594,fourth,1.326125e-12
25.732422,fourth,3.108624e-12
25.781250,fourth,2.336497e-12
25.830078,fourth,1.574752e-12
25.878906,fourth,3.105464e-13
25.927734,fourth,5.788404e-14
25.976563,fourth,4.508329e-15
26.025391,fourth,5.438632e-14
26.074219,fourth,4.024786e-13
26.123047,fourth,9.382584e-13
