frequency_hz,method,controller,psd_n2m2_per_hz
2.832031,fourth,standard_pd,5.547127e-09
2.880859,fourth,standard_pd,4.610530e-09
2.929688,fourth,standard_pd,5.004560e-09
2.978516,fourth,standard_pd,5.168638e-09
3.027344,fourth,standard_pd,1.177291e-08
3.076172,fourth,standard_pd,9.837073e-09
3.125000,fourth,standard_pd,7.371063e-09
3.173828,fourth,standard_pd,1.586482e-09
3.222656,fourth,standard_pd,3.604102e-09
3.271484,fourth,standard_pd,5.918193e-09
3.320313,fourth,standard_pd,4.125586e-09
3.369141,fourth,standard_pd,5.557545e-09
3.417969,fourth,standard_pd,5.508748e-09
3.466797,fourth,standard_pd,4.779007e-09
3.515625,fourth,standard_pd,4.044259e-09
3.564453,fourth,standard_pd,5.114823e-09
3.613281,fourth,standard_pd,4.756498e-09
3.662109,fourth,standard_pd,1.328816e-09
3.710938,fourth,standard_pd,9.911755e-10
3.759766,fourth,standard_pd,1.586999e-09
3.808594,fourth,standard_pd,3.383217e-10
3.857422,fourth,standard_pd,3.711523e-10
3.906250,fourth,standard_pd,7.104118e-10
3.955078,fourth,standard_pd,1.797286e-09
4.003906,fourth,standard_pd,3.019782e-09
4.052734,fourth,standard_pd,2.413362e-09
4.101563,fourth,standard_pd,1.806898e-09
4.150391,fourth,standard_pd,2.507787e-09
4.199219,fourth,standard_pd,2.869092e-09
4.248047,fourth,standard_pd,1.009712e-09
4.296875,fourth,standard_pd,5.100414e-10
4.345703,fourth,standard_pd,4.996841e-10
4.394531,fourth,standard_pd,3.711864e-10
4.443359,fourth,standard_pd,2.579014e-10
4.492188,fourth,standard_pd,3.061672e-10
4.541016,fourth,standard_pd,5.660563e-10
4.589844,fourth,standard_pd,5.944282e-10
4.638672,fourth,standard_pd,5.187068e-10
4.687500,fourth,standard_pd,3.908883e-10
4.736328,fourth,standard_pd,8.531848e-10
4.785156,fourth,standard_pd,1.703425e-09
4.833984,fourth,standard_pd,2.587133e-09
4.882813,fourth,standard_pd,2.338732e-09
4.931641,fourth,standard_pd,9.161512e-10
4.980469,fourth,standard_pd,6.663324e-10
5.029297,fourth,standard_pd,1.014167e-09
5.078125,fourth,standard_pd,2.940133e-10
5.126953,fourth,standard_pd,4.000027e-10
5.175781,fourth,standard_pd,8.708728e-10
5.224609,fourth,standard_pd,1.366794e-09
5.273438,fourth,standard_pd,2.308350e-09
5.322266,fourth,standard_pd,1.626032e-09
5.371094,fourth,standard_pd,6.220756e-10
5.419922,fourth,standard_pd,1.282048e-09
5.468750,fourth,standard_pd,1.363334e-09
5.517578,fourth,standard_pd,5.104630e-10
5.566406,fourth,standard_pd,7.119860e-10
5.615234,fourth,standard_pd,3.914477e-10
5.664063,fourth,standard_pd,1.869157e-10
5.712891,fourth,standard_pd,8.444083e-10
5.761719,fourth,standard_pd,8.104115e-10
5.810547,fourth,standard_pd,8.431556e-10
5.859375,fourth,standard_pd,8.645834e-10
5.908203,fourth,standard_pd,5.119584e-10
5.957031,fourth,standard_pd,6.407993e-10
6.005859,fourth,standard_pd,6.448779e-10
6.054688,fourth,standard_pd,4.061214e-10
6.103516,fourth,standard_pd,6.213234e-10
6.152344,fourth,standard_pd,1.155762e-09
6.201172,fourth,standard_pd,1.366432e-09
6.250000,fourth,standard_pd,6.063511e-10
6.298828,fourth,standard_pd,1.688305e-10
6.347656,fourth,standard_pd,5.645794e-10
6.396484,fourth,standard_pd,6.538976e-10
6.445313,fourth,standard_pd,3.156731e-10
6.494141,fourth,standard_pd,1.564941e-10
6.542969,fourth,standard_pd,3.375262e-10
6.591797,fourth,standard_pd,5.739784e-10
6.640625,fourth,standard_pd,3.325910e-10
6.689453,fourth,standard_pd,1.804446e-10
6.738281,fourth,standard_pd,2.486818e-10
6.787109,fourth,standard_pd,3.271069e-10
6.835938,fourth,standard_pd,4.281102e-10
6.884766,fourth,standard_pd,2.276652e-10
6.933594,fourth,standard_pd,3.270607e-10
6.982422,fourth,standard_pd,7.170367e-10
7.031250,fourth,standard_pd,4.385938e-10
7.080078,fourth,standard_pd,2.962936e-10
7.128906,fourth,standard_pd,4.437819e-10
7.177734,fourth,standard_pd,3.939245e-10
7.226563,fourth,standard_pd,5.900488e-10
7.275391,fourth,standard_pd,5.503477e-10
7.324219,fourth,standard_pd,2.757821e-10
7.373047,fourth,standard_pd,5.428573e-10
7.421875,fourth,standard_pd,9.420477e-10
7.470703,fourth,standard_pd,1.050069e-09
7.519531,fourth,standard_pd,6.550788e-10
7.568359,fourth,standard_pd,4.076242e-10
7.617188,fourth,standard_pd,6.612709e-10
7.666016,fourth,standard_pd,5.457008e-10
7.714844,fourth,standard_pd,8.397805e-11
7.763672,fourth,standard_pd,4.431288e-11
7.812500,fourth,standard_pd,1.530610e-10
7.861328,fourth,standard_pd,4.905537e-10
7.910156,fourth,standard_pd,6.682493e-10
7.958984,fourth,standard_pd,3.179696e-10
8.007813,fourth,standard_pd,2.865397e-10
8.056641,fourth,standard_pd,2.905528e-10
8.105469,fourth,standard_pd,9.418553e-11
8.154297,fourth,standard_pd,4.517895e-10
8.203125,fourth,standard_pd,7.205822e-10
8.251953,fourth,standard_pd,3.016341e-10
8.300781,fourth,standard_pd,5.681006e-11
8.349609,fourth,standard_pd,7.864372e-11
8.398438,fourth,standard_pd,7.631427e-11
8.447266,fourth,standard_pd,9.064310e-11
8.496094,fourth,standard_pd,7.689744e-11
8.544922,fourth,standard_pd,3.502255e-10
8.593750,fourth,standard_pd,7.521645e-10
8.642578,fourth,standard_pd,6.867694e-10
8.691406,fourth,standard_pd,3.635577e-10
8.740234,fourth,standard_pd,2.094878e-10
8.789063,fourth,standard_pd,1.417111e-10
8.837891,fourth,standard_pd,1.141795e-10
8.886719,fourth,standard_pd,8.917843e-11
8.935547,fourth,standard_pd,7.499414e-11
8.984375,fourth,standard_pd,5.783568e-11
9.033203,fourth,standard_pd,6.874377e-11
9.082031,fourth,standard_pd,1.013723e-10
9.130859,fourth,standard_pd,2.073977e-10
9.179688,fourth,standard_pd,3.512708e-10
9.228516,fourth,standard_pd,3.413171e-10
9.277344,fourth,standard_pd,2.390470e-10
9.326172,fourth,standard_pd,1.075321e-10
9.375000,fourth,standard_pd,3.777010e-11
9.423828,fourth,standard_pd,4.127307e-10
9.472656,fourth,standard_pd,5.367241e-10
9.521484,fourth,standard_pd,1.312026e-10
9.570313,fourth,standard_pd,1.172904e-10
9.619141,fourth,standard_pd,3.081426e-10
9.667969,fourth,standard_pd,2.143878e-10
9.716797,fourth,standard_pd,1.743610e-10
9.765625,fourth,standard_pd,1.003629e-10
9.814453,fourth,standard_pd,4.082724e-10
9.863281,fourth,standard_pd,1.003671e-09
9.912109,fourth,standard_pd,7.132525e-10
9.960938,fourth,standard_pd,1.274356e-10
10.009766,fourth,standard_pd,7.409546e-11
10.058594,fourth,standard_pd,6.271812e-11
10.107422,fourth,standard_pd,1.283642e-10
10.156250,fourth,standard_pd,3.286592e-10
10.205078,fourth,standard_pd,3.377482e-10
10.253906,fourth,standard_pd,2.900853e-10
10.302734,fourth,standard_pd,2.628745e-10
10.351563,fourth,standard_pd,1.849649e-10
10.400391,fourth,standard_pd,1.412119e-10
10.449219,fourth,standard_pd,1.139636e-10
10.498047,fourth,standard_pd,9.782156e-11
10.546875,fourth,standard_pd,1.990714e-10
10.595703,fourth,standard_pd,2.831978e-10
10.644531,fourth,standard_pd,1.477682e-10
10.693359,fourth,standard_pd,8.282163e-11
10.742188,fourth,standard_pd,1.269259e-10
10.791016,fourth,standard_pd,1.344196e-10
10.839844,fourth,standard_pd,1.350619e-10
10.888672,fourth,standard_pd,1.061436e-10
10.937500,fourth,standard_pd,2.628810e-11
10.986328,fourth,standard_pd,2.816421e-12
11.035156,fourth,standard_pd,2.164247e-11
11.083984,fourth,standard_pd,1.275392e-10
11.132813,fourth,standard_pd,2.811387e-10
11.181641,fourth,standard_pd,2.207752e-10
11.230469,fourth,standard_pd,8.446284e-11
11.279297,fourth,standard_pd,9.447287e-11
11.328125,fourth,standard_pd,8.451343e-11
11.376953,fourth,standard_pd,2.200792e-10
11.425781,fourth,standard_pd,5.052803e-10
11.474609,fourth,standard_pd,3.783877e-10
11.523438,fourth,standard_pd,1.362960e-10
11.572266,fourth,standard_pd,1.681754e-10
11.621094,fourth,standard_pd,1.767621e-10
11.669922,fourth,standard_pd,1.203381e-10
11.718750,fourth,standard_pd,6.602557e-11
11.767578,fourth,standard_pd,7.356027e-11
11.816406,fourth,standard_pd,3.968572e-10
11.865234,fourth,standard_pd,5.713145e-10
11.914063,fourth,standard_pd,2.639023e-10
11.962891,fourth,standard_pd,6.305774e-11
12.011719,fourth,standard_pd,1.386432e-10
12.060547,fourth,standard_pd,2.026144e-10
12.109375,fourth,standard_pd,1.250991e-10
12.158203,fourth,standard_pd,6.003889e-11
12.207031,fourth,standard_pd,9.562640e-11
12.255859,fourth,standard_pd,9.233446e-11
12.304688,fourth,standard_pd,7.920078e-11
12.353516,fourth,standard_pd,7.882906e-11
12.402344,fourth,standard_pd,1.989617e-11
12.451172,fourth,standard_pd,9.739888e-11
12.500000,fourth,standard_pd,1.989303e-10
12.548828,fourth,standard_pd,1.899849e-10
12.597656,fourth,standard_pd,2.778672e-10
12.646484,fourth,standard_pd,3.235837e-10
12.695313,fourth,standard_pd,2.673611e-10
12.744141,fourth,standard_pd,1.579505e-10
12.792969,fourth,standard_pd,3.922144e-11
12.841797,fourth,standard_pd,4.055935e-11
12.890625,fourth,standard_pd,1.222348e-10
12.939453,fourth,standard_pd,1.243894e-10
12.988281,fourth,standard_pd,1.242586e-10
13.037109,fourth,standard_pd,1.880595e-10
13.085938,fourth,standard_pd,2.985476e-10
13.134766,fourth,standard_pd,2.533222e-10
13.183594,fourth,standard_pd,7.109490e-11
13.232422,fourth,standard_pd,3.041493e-11
13.281250,fourth,standard_pd,6.807032e-11
13.330078,fourth,standard_pd,3.993166e-11
13.378906,fourth,standard_pd,9.208399e-12
13.427734,fourth,standard_pd,1.401639e-11
13.476563,fourth,standard_pd,2.120678e-11
13.525391,fourth,standard_pd,2.787839e-11
13.574219,fourth,standard_pd,4.672431e-11
13.623047,fourth,standard_pd,6.343371e-11
13.671875,fourth,standard_pd,3.621754e-11
13.720703,fourth,standard_pd,6.019365e-11
13.769531,fourth,standard_pd,1.373180e-10
13.818359,fourth,standard_pd,1.966281e-10
13.867188,fourth,standard_pd,2.639000e-10
13.916016,fourth,standard_pd,2.422731e-10
13.964844,fourth,standard_pd,1.342517e-10
14.013672,fourth,standard_pd,1.282319e-10
14.062500,fourth,standard_pd,1.356887e-10
14.111328,fourth,standard_pd,8.773115e-11
14.160156,fourth,standard_pd,2.005670e-10
14.208984,fourth,standard_pd,2.921039e-10
14.257813,fourth,standard_pd,2.799798e-10
14.306641,fourth,standard_pd,3.325319e-10
14.355469,fourth,standard_pd,2.444736e-10
14.404297,fourth,standard_pd,4.797679e-11
14.453125,fourth,standard_pd,6.918189e-11
14.501953,fourth,standard_pd,9.393009e-11
14.550781,fourth,standard_pd,9.475494e-11
14.599609,fourth,standard_pd,1.478661e-10
14.648438,fourth,standard_pd,1.009293e-10
14.697266,fourth,standard_pd,6.477020e-11
14.746094,fourth,standard_pd,8.217527e-11
14.794922,fourth,standard_pd,5.776757e-11
14.843750,fourth,standard_pd,2.589274e-11
14.892578,fourth,standard_pd,4.877648e-12
14.941406,fourth,standard_pd,3.546273e-11
14.990234,fourth,standard_pd,6.020334e-11
15.039063,fourth,standard_pd,3.192838e-11
15.087891,fourth,standard_pd,4.381444e-11
15.136719,fourth,standard_pd,7.164920e-11
15.185547,fourth,standard_pd,1.379470e-10
15.234375,fourth,standard_pd,1.568342e-10
15.283203,fourth,standard_pd,7.368777e-11
15.332031,fourth,standard_pd,5.294422e-11
15.380859,fourth,standard_pd,6.935458e-11
15.429688,fourth,standard_pd,9.980606e-11
15.478516,fourth,standard_pd,1.329909e-10
15.527344,fourth,standard_pd,1.251484e-10
15.576172,fourth,standard_pd,1.589342e-10
15.625000,fourth,standard_pd,1.423138e-10
15.673828,fourth,standard_pd,4.556765e-11
15.722656,fourth,standard_pd,6.743020e-11
15.771484,fourth,standard_pd,8.887357e-11
15.820313,fourth,standard_pd,1.331719e-10
15.869141,fourth,standard_pd,2.135523e-10
15.917969,fourth,standard_pd,1.516390e-10
15.966797,fourth,standard_pd,8.271160e-11
16.015625,fourth,standard_pd,1.186440e-10
16.064453,fourth,standard_pd,8.711682e-11
16.113281,fourth,standard_pd,3.189378e-11
16.162109,fourth,standard_pd,2.603716e-11
16.210938,fourth,standard_pd,8.098524e-11
16.259766,fourth,standard_pd,1.459138e-10
16.308594,fourth,standard_pd,1.124526e-10
16.357422,fourth,standard_pd,4.268022e-11
16.406250,fourth,standard_pd,7.627886e-11
16.455078,fourth,standard_pd,2.050880e-10
16.503906,fourth,standard_pd,2.262264e-10
16.552734,fourth,standard_pd,1.073637e-10
16.601563,fourth,standard_pd,5.815568e-11
16.650391,fourth,standard_pd,8.390716e-11
16.699219,fourth,standard_pd,3.413121e-11
16.748047,fourth,standard_pd,1.523405e-11
16.796875,fourth,standard_pd,6.342320e-11
16.845703,fourth,standard_pd,7.882656e-11
16.894531,fourth,standard_pd,1.380982e-10
16.943359,fourth,standard_pd,2.011744e-10
16.992188,fourth,standard_pd,1.536999e-10
17.041016,fourth,standard_pd,1.020887e-10
17.089844,fourth,standard_pd,7.709227e-11
17.138672,fourth,standard_pd,6.464905e-11
17.187500,fourth,standard_pd,1.305390e-10
17.236328,fourth,standard_pd,9.321923e-11
17.285156,fourth,standard_pd,1.838434e-11
17.333984,fourth,standard_pd,6.731387e-11
17.382813,fourth,standard_pd,8.693934e-11
17.431641,fourth,standard_pd,4.372161e-11
17.480469,fourth,standard_pd,3.202851e-11
17.529297,fourth,standard_pd,3.996383e-11
17.578125,fourth,standard_pd,7.099413e-11
17.626953,fourth,standard_pd,6.180389e-11
17.675781,fourth,standard_pd,5.708087e-11
17.724609,fourth,standard_pd,1.024206e-10
17.773438,fourth,standard_pd,8.177507e-11
17.822266,fourth,standard_pd,4.168806e-11
17.871094,fourth,standard_pd,3.658647e-11
17.919922,fourth,standard_pd,2.916561e-11
17.968750,fourth,standard_pd,6.438859e-12
18.017578,fourth,standard_pd,2.485738e-11
18.066406,fourth,standard_pd,6.574222e-11
18.115234,fourth,standard_pd,5.978200e-11
18.164063,fourth,standard_pd,1.098894e-10
18.212891,fourth,standard_pd,2.269660e-10
18.261719,fourth,standard_pd,2.043261e-10
18.310547,fourth,standard_pd,1.127656e-10
18.359375,fourth,standard_pd,3.835907e-11
18.408203,fourth,standard_pd,3.270860e-11
18.457031,fourth,standard_pd,1.619809e-10
18.505859,fourth,standard_pd,1.194890e-10
18.554688,fourth,standard_pd,1.525462e-11
18.603516,fourth,standard_pd,1.750255e-10
18.652344,fourth,standard_pd,2.499584e-10
18.701172,fourth,standard_pd,1.025250e-10
18.750000,fourth,standard_pd,3.400806e-11
18.798828,fourth,standard_pd,2.191708e-11
18.847656,fourth,standard_pd,6.667280e-11
18.896484,fourth,standard_pd,1.074383e-10
18.945313,fourth,standard_pd,4.627007e-11
18.994141,fourth,standard_pd,3.224951e-11
19.042969,fourth,standard_pd,6.037436e-11
19.091797,fourth,standard_pd,1.823973e-11
19.140625,fourth,standard_pd,2.534496e-11
19.189453,fourth,standard_pd,9.333834e-11
19.238281,fourth,standard_pd,7.385091e-11
19.287109,fourth,standard_pd,2.791285e-11
19.335938,fourth,standard_pd,1.910343e-11
19.384766,fourth,standard_pd,1.589366e-11
19.433594,fourth,standard_pd,3.222514e-11
19.482422,fourth,standard_pd,7.173930e-11
19.531250,fourth,standard_pd,8.373048e-11
19.580078,fourth,standard_pd,9.674128e-11
19.628906,fourth,standard_pd,8.353783e-11
19.677734,fourth,standard_pd,7.449766e-11
19.726563,fourth,standard_pd,7.698477e-11
19.775391,fourth,standard_pd,1.964409e-11
19.824219,fourth,standard_pd,2.214447e-11
19.873047,fourth,standard_pd,1.375108e-10
19.921875,fourth,standard_pd,1.514663e-10
19.970703,fourth,standard_pd,5.237499e-11
20.019531,fourth,standard_pd,2.476903e-11
20.068359,fourth,standard_pd,3.434681e-11
20.117188,fourth,standard_pd,3.775427e-11
20.166016,fourth,standard_pd,5.576061e-11
20.214844,fourth,standard_pd,5.197585e-11
20.263672,fourth,standard_pd,5.231733e-11
20.312500,fourth,standard_pd,6.662214e-11
20.361328,fourth,standard_pd,1.496626e-11
20.410156,fourth,standard_pd,6.690525e-11
20.458984,fourth,standard_pd,1.940980e-10
20.507813,fourth,standard_pd,1.168969e-10
20.556641,fourth,standard_pd,1.974194e-11
20.605469,fourth,standard_pd,5.630545e-11
20.654297,fourth,standard_pd,5.988943e-11
20.703125,fourth,standard_pd,2.823318e-11
20.751953,fourth,standard_pd,1.073546e-11
20.800781,fourth,standard_pd,6.267728e-11
20.849609,fourth,standard_pd,2.066732e-10
20.898438,fourth,standard_pd,2.283651e-10
20.947266,fourth,standard_pd,1.395884e-10
20.996094,fourth,standard_pd,5.260788e-11
21.044922,fourth,standard_pd,1.503890e-11
21.093750,fourth,standard_pd,3.887845e-11
21.142578,fourth,standard_pd,3.692580e-11
21.191406,fourth,standard_pd,2.673149e-11
21.240234,fourth,standard_pd,6.026216e-11
21.289063,fourth,standard_pd,6.879724e-11
21.337891,fourth,standard_pd,7.536167e-11
21.386719,fourth,standard_pd,6.818126e-11
21.435547,fourth,standard_pd,3.152538e-11
21.484375,fourth,standard_pd,3.089391e-11
21.533203,fourth,standard_pd,2.677816e-11
21.582031,fourth,standard_pd,8.522408e-12
21.630859,fourth,standard_pd,1.429070e-11
21.679688,fourth,standard_pd,6.549607e-11
21.728516,fourth,standard_pd,9.394065e-11
21.777344,fourth,standard_pd,5.180457e-11
21.826172,fourth,standard_pd,3.376317e-11
21.875000,fourth,standard_pd,4.583455e-11
21.923828,fourth,standard_pd,2.581211e-11
21.972656,fourth,standard_pd,1.013977e-11
22.021484,fourth,standard_pd,1.403413e-11
22.070313,fourth,standard_pd,6.396822e-11
22.119141,fourth,standard_pd,1.516015e-10
22.167969,fourth,standard_pd,1.441378e-10
22.216797,fourth,standard_pd,8.001858e-11
22.265625,fourth,standard_pd,3.887957e-11
22.314453,fourth,standard_pd,2.207089e-11
22.363281,fourth,standard_pd,1.122762e-11
22.412109,fourth,standard_pd,1.277970e-11
22.460938,fourth,standard_pd,3.162051e-11
22.509766,fourth,standard_pd,6.748327e-11
22.558594,fourth,standard_pd,7.819267e-11
22.607422,fourth,standard_pd,9.383262e-11
22.656250,fourth,standard_pd,1.170121e-10
22.705078,fourth,standard_pd,8.482841e-11
22.753906,fourth,standard_pd,2.703098e-11
22.802734,fourth,standard_pd,1.813268e-11
22.851563,fourth,standard_pd,3.667846e-11
22.900391,fourth,standard_pd,7.031782e-11
22.949219,fourth,standard_pd,7.650228e-11
22.998047,fourth,standard_pd,2.796751e-11
23.046875,fourth,standard_pd,7.987214e-11
23.095703,fourth,standard_pd,1.405979e-10
23.144531,fourth,standard_pd,6.226193e-11
23.193359,fourth,standard_pd,2.971015e-11
23.242188,fourth,standard_pd,6.838897e-11
23.291016,fourth,standard_pd,6.935889e-11
23.339844,fourth,standard_pd,7.526761e-11
23.388672,fourth,standard_pd,4.330971e-11
23.437500,fourth,standard_pd,1.971064e-11
23.486328,fourth,standard_pd,5.776694e-11
23.535156,fourth,standard_pd,5.126037e-11
23.583984,fourth,standard_pd,4.377817e-11
23.632813,fourth,standard_pd,6.995866e-11
23.681641,fourth,standard_pd,7.049266e-11
23.730469,fourth,standard_pd,3.138846e-11
23.779297,fourth,standard_pd,1.073511e-11
23.828125,fourth,standard_pd,1.807666e-11
23.876953,fourth,standard_pd,2.779779e-11
23.925781,fourth,standard_pd,4.906550e-11
23.974609,fourth,standard_pd,7.527753e-11
24.023438,fourth,standard_pd,4.170527e-11
24.072266,fourth,standard_pd,2.447706e-11
24.121094,fourth,standard_pd,2.933369e-11
24.169922,fourth,standard_pd,2.442123e-11
24.218750,fourth,standard_pd,2.472041e-11
24.267578,fourth,standard_pd,1.147902e-11
24.316406,fourth,standard_pd,5.740181e-11
24.365234,fourth,standard_pd,9.962237e-11
24.414063,fourth,standard_pd,3.307677e-11
24.462891,fourth,standard_pd,1.941628e-11
24.511719,fourth,standard_pd,6.806314e-11
24.560547,fourth,standard_pd,5.686159e-11
24.609375,fourth,standard_pd,4.216882e-11
24.658203,fourth,standard_pd,1.257049e-11
24.707031,fourth,standard_pd,1.977789e-11
24.755859,fourth,standard_pd,7.552830e-11
24.804688,fourth,standard_pd,6.761602e-11
24.853516,fourth,standard_pd,8.783783e-11
24.902344,fourth,standard_pd,1.639593e-10
24.951172,fourth,standard_pd,1.263288e-10
25.000000,fourth,standard_pd,2.834823e-11
25.048828,fourth,standard_pd,2.602314e-11
25.097656,fourth,standard_pd,3.666743e-11
25.146484,fourth,standard_pd,1.821904e-11
25.195313,fourth,standard_pd,4.381507e-11
25.244141,fourth,standard_pd,1.109293e-10
25.292969,fourth,standard_pd,1.401507e-10
25.341797,fourth,standard_pd,1.087561e-10
25.390625,fourth,standard_pd,3.162728e-11
25.439453,fourth,standard_pd,9.959510e-12
25.488281,fourth,standard_pd,3.444172e-11
25.537109,fourth,standard_pd,2.482255e-11
25.585938,fourth,standard_pd,1.405004e-11
25.634766,fourth,standard_pd,3.440977e-11
25.683594,fourth,standard_pd,3.234311e-11
25.732422,fourth,standard_pd,1.288448e-11
25.781250,fourth,standard_pd,2.915916e-11
25.830078,fourth,standard_pd,3.617620e-11
25.878906,fourth,standard_pd,7.153552e-12
25.927734,fourth,standard_pd,1.906088e-11
25.976563,fourth,standard_pd,6.329451e-11
26.025391,fourth,standard_pd,5.087015e-11
26.074219,fourth,standard_pd,2.291355e-11
26.123047,fourth,standard_pd,3.329420e-11
26.171875,fourth,standard_pd,9.087524e-11
26.220703,fourth,standard_pd,9.203445e-11
26.269531,fourth,standard_pd,1.536984e-11
26.318359,fourth,standard_pd,1.859041e-11
26.367188,fourth,standard_pd,5.939230e-11
26.416016,fourth,standard_pd,4.509982e-11
26.464844,fourth,standard_pd,4.950411e-11
26.513672,fourth,standard_pd,7.687093e-11
26.562500,fourth,standard_pd,1.050329e-10
26.611328,fourth,standard_pd,9.816328e-11
26.660156,fourth,standard_pd,2.064540e-11
26.708984,fourth,standard_pd,9.371187e-12
26.757813,fourth,standard_pd,3.470972e-11
26.806641,fourth,standard_pd,1.721484e-11
26.855469,fourth,standard_pd,1.285168e-11
26.904297,fourth,standard_pd,3.202197e-11
26.953125,fourth,standard_pd,3.585707e-11
27.001953,fourth,standard_pd,3.050423e-11
27.050781,fourth,standard_pd,4.785184e-11
27.099609,fourth,standard_pd,5.320976e-11
27.148438,fourth,standard_pd,1.419477e-11
27.197266,fourth,standard_pd,4.642189e-11
27.246094,fourth,standard_pd,1.075885e-10
27.294922,fourth,standard_pd,6.433357e-11
27.343750,fourth,standard_pd,1.840112e-11
27.392578,fourth,standard_pd,1.004647e-11
27.441406,fourth,standard_pd,5.295758e-11
27.490234,fourth,standard_pd,1.066844e-10
27.539063,fourth,standard_pd,6.299076e-11
27.587891,fourth,standard_pd,3.891221e-11
27.636719,fourth,standard_pd,1.118360e-10
27.685547,fourth,standard_pd,1.158113e-10
27.734375,fourth,standard_pd,5.593440e-11
27.783203,fourth,standard_pd,2.957612e-11
27.832031,fourth,standard_pd,3.080919e-11
27.880859,fourth,standard_pd,4.019612e-11
27.929688,fourth,standard_pd,4.179185e-11
27.978516,fourth,standard_pd,3.876686e-11
28.027344,fourth,standard_pd,3.551203e-11
28.076172,fourth,standard_pd,2.862450e-11
28.125000,fourth,standard_pd,1.410157e-11
28.173828,fourth,standard_pd,1.754409e-11
28.222656,fourth,standard_pd,1.661629e-11
28.271484,fourth,standard_pd,9.434791e-12
28.320313,fourth,standard_pd,1.929913e-11
28.369141,fourth,standard_pd,1.901177e-11
28.417969,fourth,standard_pd,7.971070e-12
28.466797,fourth,standard_pd,2.926452e-11
28.515625,fourth,standard_pd,4.013633e-11
28.564453,fourth,standard_pd,3.089196e-11
28.613281,fourth,standard_pd,2.513823e-11
28.662109,fourth,standard_pd,1.728444e-11
28.710938,fourth,standard_pd,4.154556e-11
28.759766,fourth,standard_pd,6.167335e-11
28.808594,fourth,standard_pd,4.555961e-11
28.857422,fourth,standard_pd,4.596440e-11
28.906250,fourth,standard_pd,8.891688e-11
28.955078,fourth,standard_pd,9.120325e-11
29.003906,fourth,standard_pd,5.125762e-11
29.052734,fourth,standard_pd,3.052044e-11
29.101563,fourth,standard_pd,1.812517e-11
29.150391,fourth,standard_pd,2.334483e-11
29.199219,fourth,standard_pd,8.479648e-11
29.248047,fourth,standard_pd,9.743155e-11
29.296875,fourth,standard_pd,6.843150e-11
29.345703,fourth,standard_pd,6.159529e-11
29.394531,fourth,standard_pd,3.299428e-11
29.443359,fourth,standard_pd,3.604215e-11
29.492188,fourth,standard_pd,4.455570e-11
29.541016,fourth,standard_pd,1.123789e-11
29.589844,fourth,standard_pd,2.093520e-11
29.638672,fourth,standard_pd,5.512175e-11
29.687500,fourth,standard_pd,5.777272e-11
29.736328,fourth,standard_pd,4.075318e-11
29.785156,fourth,standard_pd,5.137948e-12
29.833984,fourth,standard_pd,2.757589e-11
29.882813,fourth,standard_pd,6.909716e-11
29.931641,fourth,standard_pd,5.739254e-11
29.980469,fourth,standard_pd,3.617119e-11
30.029297,fourth,standard_pd,1.038309e-11
30.078125,fourth,standard_pd,1.037197e-11
30.126953,fourth,standard_pd,2.475724e-11
30.175781,fourth,standard_pd,1.232983e-11
30.224609,fourth,standard_pd,2.585909e-11
30.273438,fourth,standard_pd,6.177455e-11
30.322266,fourth,standard_pd,4.382068e-11
30.371094,fourth,standard_pd,1.951355e-11
30.419922,fourth,standard_pd,3.599871e-11
30.468750,fourth,standard_pd,7.170791e-11
30.517578,fourth,standard_pd,5.674570e-11
30.566406,fourth,standard_pd,2.497384e-11
30.615234,fourth,standard_pd,2.287440e-11
30.664063,fourth,standard_pd,3.215048e-11
30.712891,fourth,standard_pd,3.524524e-11
30.761719,fourth,standard_pd,1.787303e-11
30.810547,fourth,standard_pd,1.296352e-11
30.859375,fourth,standard_pd,5.558956e-11
30.908203,fourth,standard_pd,7.461962e-11
30.957031,fourth,standard_pd,5.041947e-11
31.005859,fourth,standard_pd,2.818719e-11
31.054688,fourth,standard_pd,1.236841e-11
31.103516,fourth,standard_pd,2.819011e-11
31.152344,fourth,standard_pd,5.144143e-11
31.201172,fourth,standard_pd,5.137345e-11
31.250000,fourth,standard_pd,3.308970e-11
31.298828,fourth,standard_pd,1.610455e-11
31.347656,fourth,standard_pd,1.426686e-11
31.396484,fourth,standard_pd,1.557548e-11
31.445313,fourth,standard_pd,1.676814e-11
31.494141,fourth,standard_pd,4.193307e-11
31.542969,fourth,standard_pd,7.200355e-11
31.591797,fourth,standard_pd,5.475856e-11
31.640625,fourth,standard_pd,5.096404e-11
31.689453,fourth,standard_pd,8.670216e-11
31.738281,fourth,standard_pd,6.930498e-11
31.787109,fourth,standard_pd,1.470295e-11
31.835938,fourth,standard_pd,2.236034e-11
31.884766,fourth,standard_pd,4.436147e-11
31.933594,fourth,standard_pd,6.955500e-11
31.982422,fourth,standard_pd,4.843156e-11
32.031250,fourth,standard_pd,8.089316e-12
32.080078,fourth,standard_pd,7.051103e-11
32.128906,fourth,standard_pd,1.086159e-10
32.177734,fourth,standard_pd,3.540739e-11
32.226563,fourth,standard_pd,1.243903e-11
32.275391,fourth,standard_pd,3.021965e-11
32.324219,fourth,standard_pd,2.503762e-11
32.373047,fourth,standard_pd,1.741731e-11
32.421875,fourth,standard_pd,3.198630e-12
