frequency_hz,method,controller,psd_n2m2_per_hz
32.470703,fourth,standard_pd,1.770668e-11
32.519531,fourth,standard_pd,2.991598e-11
32.568359,fourth,standard_pd,1.164260e-11
32.617188,fourth,standard_pd,3.904827e-12
32.666016,fourth,standard_pd,2.089440e-11
32.714844,fourth,standard_pd,2.995762e-11
32.763672,fourth,standard_pd,1.788111e-11
32.812500,fourth,standard_pd,1.414259e-11
32.861328,fourth,standard_pd,1.948778e-11
32.910156,fourth,standard_pd,2.974905e-11
32.958984,fourth,standard_pd,5.964339e-11
33.007813,fourth,standard_pd,5.111299e-11
33.056641,fourth,standard_pd,2.331645e-11
33.105469,fourth,standard_pd,4.631606e-11
33.154297,fourth,standard_pd,5.370467e-11
33.203125,fourth,standard_pd,5.392723e-11
33.251953,fourth,standard_pd,3.478308e-11
33.300781,fourth,standard_pd,2.043661e-11
33.349609,fourth,standard_pd,7.961793e-11
33.398438,fourth,standard_pd,8.677111e-11
33.447266,fourth,standard_pd,1.213314e-11
33.496094,fourth,standard_pd,2.591829e-11
33.544922,fourth,standard_pd,5.193532e-11
33.593750,fourth,standard_pd,3.337832e-11
33.642578,fourth,standard_pd,4.072419e-11
33.691406,fourth,standard_pd,4.234245e-11
33.740234,fourth,standard_pd,3.431505e-11
33.789063,fourth,standard_pd,3.743481e-11
33.837891,fourth,standard_pd,2.335475e-11
33.886719,fourth,standard_pd,3.333709e-11
33.935547,fourth,standard_pd,7.141517e-11
33.984375,fourth,standard_pd,3.704179e-11
34.033203,fourth,standard_pd,1.395487e-12
34.082031,fourth,standard_pd,3.210204e-11
34.130859,fourth,standard_pd,2.918166e-11
34.179688,fourth,standard_pd,6.355846e-12
34.228516,fourth,standard_pd,4.040428e-11
34.277344,fourth,standard_pd,7.483535e-11
34.326172,fourth,standard_pd,8.671677e-11
34.375000,fourth,standard_pd,6.670320e-11
34.423828,fourth,standard_pd,2.033389e-11
34.472656,fourth,standard_pd,9.103336e-12
34.521484,fourth,standard_pd,8.377511e-12
34.570313,fourth,standard_pd,1.019452e-11
34.619141,fourth,standard_pd,2.521250e-11
34.667969,fourth,standard_pd,3.469014e-11
34.716797,fourth,standard_pd,3.380329e-11
34.765625,fourth,standard_pd,3.911886e-11
34.814453,fourth,standard_pd,2.878794e-11
34.863281,fourth,standard_pd,1.323431e-11
34.912109,fourth,standard_pd,2.516960e-11
34.960938,fourth,standard_pd,4.926790e-11
35.009766,fourth,standard_pd,2.802567e-11
35.058594,fourth,standard_pd,5.507955e-12
35.107422,fourth,standard_pd,9.306084e-12
35.156250,fourth,standard_pd,2.676684e-11
35.205078,fourth,standard_pd,4.897335e-11
35.253906,fourth,standard_pd,1.727125e-11
35.302734,fourth,standard_pd,1.176303e-11
35.351563,fourth,standard_pd,6.194427e-11
35.400391,fourth,standard_pd,3.575583e-11
35.449219,fourth,standard_pd,5.004219e-12
35.498047,fourth,standard_pd,5.280558e-11
35.546875,fourth,standard_pd,8.008368e-11
35.595703,fourth,standard_pd,8.653201e-11
35.644531,fourth,standard_pd,5.723016e-11
35.693359,fourth,standard_pd,1.262057e-11
35.742188,fourth,standard_pd,1.372005e-11
35.791016,fourth,standard_pd,1.673731e-11
35.839844,fourth,standard_pd,1.591294e-11
35.888672,fourth,standard_pd,3.395840e-11
35.937500,fourth,standard_pd,5.651817e-11
35.986328,fourth,standard_pd,6.890977e-11
36.035156,fourth,standard_pd,5.744323e-11
36.083984,fourth,standard_pd,3.850622e-11
36.132813,fourth,standard_pd,2.602256e-11
36.181641,fourth,standard_pd,1.973802e-11
36.230469,fourth,standard_pd,4.697664e-11
36.279297,fourth,standard_pd,4.772670e-11
36.328125,fourth,standard_pd,2.269229e-11
36.376953,fourth,standard_pd,1.994799e-11
36.425781,fourth,standard_pd,2.406002e-11
36.474609,fourth,standard_pd,2.453854e-11
36.523438,fourth,standard_pd,3.178344e-11
36.572266,fourth,standard_pd,4.290998e-11
36.621094,fourth,standard_pd,4.457334e-11
36.669922,fourth,standard_pd,2.979041e-11
36.718750,fourth,standard_pd,2.789251e-11
36.767578,fourth,standard_pd,3.901802e-11
36.816406,fourth,standard_pd,2.774031e-11
36.865234,fourth,standard_pd,1.816198e-11
36.914063,fourth,standard_pd,1.996618e-11
36.962891,fourth,standard_pd,3.212141e-11
37.011719,fourth,standard_pd,2.979268e-11
37.060547,fourth,standard_pd,1.539965e-11
37.109375,fourth,standard_pd,1.350436e-11
37.158203,fourth,standard_pd,3.144001e-11
37.207031,fourth,standard_pd,3.711760e-11
37.255859,fourth,standard_pd,2.301438e-11
37.304688,fourth,standard_pd,2.427171e-11
37.353516,fourth,standard_pd,3.366118e-11
37.402344,fourth,standard_pd,2.395444e-11
37.451172,fourth,standard_pd,2.752611e-11
37.500000,fourth,standard_pd,4.644324e-11
37.548828,fourth,standard_pd,4.681074e-11
37.597656,fourth,standard_pd,4.086484e-11
37.646484,fourth,standard_pd,2.626309e-11
37.695313,fourth,standard_pd,2.169056e-11
37.744141,fourth,standard_pd,2.513085e-11
37.792969,fourth,standard_pd,3.898945e-11
37.841797,fourth,standard_pd,4.801744e-11
37.890625,fourth,standard_pd,2.931587e-11
37.939453,fourth,standard_pd,3.311267e-11
37.988281,fourth,standard_pd,5.370535e-11
38.037109,fourth,standard_pd,3.827422e-11
38.085938,fourth,standard_pd,2.124290e-11
38.134766,fourth,standard_pd,9.201231e-12
38.183594,fourth,standard_pd,2.670786e-11
38.232422,fourth,standard_pd,8.314013e-11
38.281250,fourth,standard_pd,7.394472e-11
38.330078,fourth,standard_pd,3.954931e-11
38.378906,fourth,standard_pd,3.355510e-11
38.427734,fourth,standard_pd,2.935514e-11
38.476563,fourth,standard_pd,2.006365e-11
38.525391,fourth,standard_pd,7.740235e-12
38.574219,fourth,standard_pd,1.091830e-11
38.623047,fourth,standard_pd,4.133228e-11
38.671875,fourth,standard_pd,6.416880e-11
38.720703,fourth,standard_pd,7.968511e-11
38.769531,fourth,standard_pd,5.399706e-11
38.818359,fourth,standard_pd,1.788826e-11
38.867188,fourth,standard_pd,2.094601e-11
38.916016,fourth,standard_pd,1.298526e-11
38.964844,fourth,standard_pd,5.272973e-12
39.013672,fourth,standard_pd,8.354364e-12
39.062500,fourth,standard_pd,1.172329e-11
39.111328,fourth,standard_pd,2.267876e-11
39.160156,fourth,standard_pd,1.605085e-11
39.208984,fourth,standard_pd,5.263819e-12
39.257813,fourth,standard_pd,2.371259e-11
39.306641,fourth,standard_pd,2.712934e-11
39.355469,fourth,standard_pd,9.957580e-12
39.404297,fourth,standard_pd,3.391987e-12
39.453125,fourth,standard_pd,3.115763e-11
39.501953,fourth,standard_pd,6.422034e-11
39.550781,fourth,standard_pd,5.111302e-11
39.599609,fourth,standard_pd,3.111599e-11
39.648438,fourth,standard_pd,2.787050e-11
39.697266,fourth,standard_pd,2.621282e-11
39.746094,fourth,standard_pd,1.498502e-11
39.794922,fourth,standard_pd,1.336065e-11
39.843750,fourth,standard_pd,2.698580e-11
39.892578,fourth,standard_pd,5.996455e-11
39.941406,fourth,standard_pd,9.612109e-11
39.990234,fourth,standard_pd,1.007065e-10
40.039063,fourth,standard_pd,5.306797e-11
40.087891,fourth,standard_pd,1.805043e-11
40.136719,fourth,standard_pd,1.105262e-11
40.185547,fourth,standard_pd,1.322249e-11
40.234375,fourth,standard_pd,2.030978e-11
40.283203,fourth,standard_pd,2.312726e-11
40.332031,fourth,standard_pd,2.926781e-11
40.380859,fourth,standard_pd,3.608836e-11
40.429688,fourth,standard_pd,3.173270e-11
40.478516,fourth,standard_pd,2.137984e-11
40.527344,fourth,standard_pd,2.660245e-11
40.576172,fourth,standard_pd,2.716970e-11
40.625000,fourth,standard_pd,6.986616e-12
40.673828,fourth,standard_pd,2.367182e-11
40.722656,fourth,standard_pd,5.820277e-11
40.771484,fourth,standard_pd,2.567328e-11
40.820313,fourth,standard_pd,1.112152e-11
40.869141,fourth,standard_pd,3.943324e-11
40.917969,fourth,standard_pd,4.035190e-11
40.966797,fourth,standard_pd,3.851792e-11
41.015625,fourth,standard_pd,1.897964e-11
41.064453,fourth,standard_pd,1.252908e-11
41.113281,fourth,standard_pd,4.566011e-11
41.162109,fourth,standard_pd,4.760345e-11
41.210938,fourth,standard_pd,4.125629e-11
41.259766,fourth,standard_pd,5.889825e-11
41.308594,fourth,standard_pd,3.772487e-11
41.357422,fourth,standard_pd,1.589985e-11
41.406250,fourth,standard_pd,1.187447e-11
41.455078,fourth,standard_pd,1.948700e-11
41.503906,fourth,standard_pd,2.231598e-11
41.552734,fourth,standard_pd,1.470360e-11
41.601563,fourth,standard_pd,1.626319e-11
41.650391,fourth,standard_pd,2.309176e-11
41.699219,fourth,standard_pd,2.196999e-11
41.748047,fourth,standard_pd,1.845234e-11
41.796875,fourth,standard_pd,1.646555e-11
41.845703,fourth,standard_pd,1.391174e-11
41.894531,fourth,standard_pd,8.953472e-12
41.943359,fourth,standard_pd,3.337738e-11
41.992188,fourth,standard_pd,5.130092e-11
42.041016,fourth,standard_pd,1.049965e-11
42.089844,fourth,standard_pd,1.843911e-11
42.138672,fourth,standard_pd,5.981431e-11
42.187500,fourth,standard_pd,5.142641e-11
42.236328,fourth,standard_pd,4.058886e-11
42.285156,fourth,standard_pd,3.095992e-11
42.333984,fourth,standard_pd,2.985874e-11
42.382813,fourth,standard_pd,5.146251e-11
42.431641,fourth,standard_pd,3.009167e-11
42.480469,fourth,standard_pd,1.726234e-11
42.529297,fourth,standard_pd,6.119395e-11
42.578125,fourth,standard_pd,5.396562e-11
42.626953,fourth,standard_pd,3.259438e-11
42.675781,fourth,standard_pd,6.999246e-11
42.724609,fourth,standard_pd,8.036007e-11
42.773438,fourth,standard_pd,2.807038e-11
42.822266,fourth,standard_pd,5.743883e-12
42.871094,fourth,standard_pd,8.450865e-12
42.919922,fourth,standard_pd,2.058361e-11
42.968750,fourth,standard_pd,2.292300e-11
43.017578,fourth,standard_pd,4.089666e-12
43.066406,fourth,standard_pd,2.443759e-11
43.115234,fourth,standard_pd,5.662814e-11
43.164063,fourth,standard_pd,2.898590e-11
43.212891,fourth,standard_pd,1.153156e-11
43.261719,fourth,standard_pd,1.834265e-11
43.310547,fourth,standard_pd,1.853455e-11
43.359375,fourth,standard_pd,3.398282e-11
43.408203,fourth,standard_pd,2.722529e-11
43.457031,fourth,standard_pd,1.112221e-11
43.505859,fourth,standard_pd,1.198676e-11
43.554688,fourth,standard_pd,1.491581e-11
43.603516,fourth,standard_pd,1.655012e-11
43.652344,fourth,standard_pd,1.256231e-11
43.701172,fourth,standard_pd,9.051908e-12
43.750000,fourth,standard_pd,3.086408e-11
43.798828,fourth,standard_pd,4.679133e-11
43.847656,fourth,standard_pd,2.407015e-11
43.896484,fourth,standard_pd,2.167774e-11
43.945313,fourth,standard_pd,8.200541e-11
43.994141,fourth,standard_pd,9.038652e-11
44.042969,fourth,standard_pd,2.024420e-11
44.091797,fourth,standard_pd,6.365889e-12
44.140625,fourth,standard_pd,1.928954e-11
44.189453,fourth,standard_pd,2.416083e-11
44.238281,fourth,standard_pd,1.953927e-11
44.287109,fourth,standard_pd,6.338849e-12
44.335938,fourth,standard_pd,5.921330e-11
44.384766,fourth,standard_pd,1.051092e-10
44.433594,fourth,standard_pd,4.367533e-11
44.482422,fourth,standard_pd,1.097487e-11
44.531250,fourth,standard_pd,2.936740e-11
44.580078,fourth,standard_pd,3.581330e-11
44.628906,fourth,standard_pd,3.476719e-11
44.677734,fourth,standard_pd,1.442025e-11
44.726563,fourth,standard_pd,9.737588e-12
44.775391,fourth,standard_pd,2.104598e-11
44.824219,fourth,standard_pd,2.070265e-11
44.873047,fourth,standard_pd,2.187855e-11
44.921875,fourth,standard_pd,2.683085e-11
44.970703,fourth,standard_pd,3.436317e-11
45.019531,fourth,standard_pd,4.584346e-11
45.068359,fourth,standard_pd,3.014390e-11
45.117188,fourth,standard_pd,1.025250e-11
45.166016,fourth,standard_pd,1.598749e-11
45.214844,fourth,standard_pd,4.337745e-11
45.263672,fourth,standard_pd,5.767911e-11
45.312500,fourth,standard_pd,5.353415e-11
45.361328,fourth,standard_pd,4.502088e-11
45.410156,fourth,standard_pd,2.831219e-11
45.458984,fourth,standard_pd,1.666262e-11
45.507813,fourth,standard_pd,4.980246e-12
45.556641,fourth,standard_pd,1.313082e-11
45.605469,fourth,standard_pd,4.748636e-11
45.654297,fourth,standard_pd,5.133189e-11
45.703125,fourth,standard_pd,2.810028e-11
45.751953,fourth,standard_pd,3.220093e-11
45.800781,fourth,standard_pd,2.648616e-11
45.849609,fourth,standard_pd,8.185134e-12
45.898438,fourth,standard_pd,4.616454e-12
45.947266,fourth,standard_pd,1.332826e-11
45.996094,fourth,standard_pd,1.633657e-11
46.044922,fourth,standard_pd,1.240843e-11
46.093750,fourth,standard_pd,1.104765e-11
46.142578,fourth,standard_pd,1.859692e-11
46.191406,fourth,standard_pd,3.612459e-11
46.240234,fourth,standard_pd,3.089547e-11
46.289063,fourth,standard_pd,1.777101e-11
46.337891,fourth,standard_pd,2.240311e-11
46.386719,fourth,standard_pd,2.244484e-11
46.435547,fourth,standard_pd,1.685920e-11
46.484375,fourth,standard_pd,2.895029e-11
46.533203,fourth,standard_pd,5.325815e-11
46.582031,fourth,standard_pd,9.299013e-11
46.630859,fourth,standard_pd,7.916539e-11
46.679688,fourth,standard_pd,3.456052e-11
46.728516,fourth,standard_pd,2.706702e-11
46.777344,fourth,standard_pd,2.245924e-11
46.826172,fourth,standard_pd,2.720363e-11
46.875000,fourth,standard_pd,2.750850e-11
46.923828,fourth,standard_pd,1.391974e-11
46.972656,fourth,standard_pd,5.322061e-11
47.021484,fourth,standard_pd,7.688350e-11
47.070313,fourth,standard_pd,3.332710e-11
47.119141,fourth,standard_pd,2.013981e-11
47.167969,fourth,standard_pd,2.501931e-11
47.216797,fourth,standard_pd,2.639737e-11
47.265625,fourth,standard_pd,2.678383e-11
47.314453,fourth,standard_pd,1.636396e-11
47.363281,fourth,standard_pd,1.236192e-11
47.412109,fourth,standard_pd,1.641570e-11
47.460938,fourth,standard_pd,1.663479e-11
47.509766,fourth,standard_pd,1.073388e-11
47.558594,fourth,standard_pd,1.168844e-11
47.607422,fourth,standard_pd,2.011361e-11
47.656250,fourth,standard_pd,1.950352e-11
47.705078,fourth,standard_pd,3.197647e-11
47.753906,fourth,standard_pd,5.112036e-11
47.802734,fourth,standard_pd,3.985072e-11
47.851563,fourth,standard_pd,4.454840e-11
47.900391,fourth,standard_pd,3.499352e-11
47.949219,fourth,standard_pd,9.364698e-12
47.998047,fourth,standard_pd,1.186142e-11
48.046875,fourth,standard_pd,1.972267e-11
48.095703,fourth,standard_pd,1.705680e-11
48.144531,fourth,standard_pd,1.296080e-11
48.193359,fourth,standard_pd,1.381029e-11
48.242188,fourth,standard_pd,4.770695e-11
48.291016,fourth,standard_pd,5.491562e-11
48.339844,fourth,standard_pd,2.195074e-11
48.388672,fourth,standard_pd,2.596947e-11
48.437500,fourth,standard_pd,4.210018e-11
48.486328,fourth,standard_pd,3.089465e-11
48.535156,fourth,standard_pd,2.298274e-11
48.583984,fourth,standard_pd,2.964420e-11
48.632813,fourth,standard_pd,2.537103e-11
48.681641,fourth,standard_pd,2.041044e-11
48.730469,fourth,standard_pd,1.433681e-11
48.779297,fourth,standard_pd,2.281452e-11
48.828125,fourth,standard_pd,4.655304e-11
48.876953,fourth,standard_pd,3.296195e-11
48.925781,fourth,standard_pd,2.559983e-11
48.974609,fourth,standard_pd,7.722207e-11
49.023438,fourth,standard_pd,8.396533e-11
49.072266,fourth,standard_pd,2.999358e-11
49.121094,fourth,standard_pd,1.114281e-11
49.169922,fourth,standard_pd,1.136782e-11
49.218750,fourth,standard_pd,1.803776e-11
49.267578,fourth,standard_pd,2.751002e-11
49.316406,fourth,standard_pd,3.853129e-11
49.365234,fourth,standard_pd,4.081713e-11
49.414063,fourth,standard_pd,3.632976e-11
49.462891,fourth,standard_pd,3.255267e-11
49.511719,fourth,standard_pd,2.737673e-11
49.560547,fourth,standard_pd,1.382238e-11
49.609375,fourth,standard_pd,4.729265e-12
49.658203,fourth,standard_pd,1.366956e-11
49.707031,fourth,standard_pd,5.526819e-11
49.755859,fourth,standard_pd,5.271173e-11
49.804688,fourth,standard_pd,1.032875e-11
49.853516,fourth,standard_pd,2.225628e-11
49.902344,fourth,standard_pd,3.200708e-11
49.951172,fourth,standard_pd,1.250382e-11
50.000000,fourth,standard_pd,2.449445e-12
0.000000,fourth,filtered_pd,1.830530e-03
0.048828,fourth,filtered_pd,6.629918e-03
0.097656,fourth,filtered_pd,8.146350e-03
0.146484,fourth,filtered_pd,7.773970e-03
0.195313,fourth,filtered_pd,1.161385e-02
0.244141,fourth,filtered_pd,1.565189e-02
0.292969,fourth,filtered_pd,1.934665e-02
0.341797,fourth,filtered_pd,1.007282e-02
0.390625,fourth,filtered_pd,3.765701e-03
0.439453,fourth,filtered_pd,2.854840e-03
0.488281,fourth,filtered_pd,3.090980e-03
0.537109,fourth,filtered_pd,1.376704e-03
0.585938,fourth,filtered_pd,1.157993e-03
0.634766,fourth,filtered_pd,3.796674e-04
0.683594,fourth,filtered_pd,1.049556e-04
0.732422,fourth,filtered_pd,1.572650e-05
0.781250,fourth,filtered_pd,5.836948e-07
0.830078,fourth,filtered_pd,1.951805e-07
0.878906,fourth,filtered_pd,1.066119e-06
0.927734,fourth,filtered_pd,1.638350e-06
0.976563,fourth,filtered_pd,2.945120e-06
1.025391,fourth,filtered_pd,1.566886e-06
1.074219,fourth,filtered_pd,1.191784e-06
1.123047,fourth,filtered_pd,3.877021e-07
1.171875,fourth,filtered_pd,2.281406e-07
1.220703,fourth,filtered_pd,1.436513e-07
1.269531,fourth,filtered_pd,7.368147e-08
1.318359,fourth,filtered_pd,1.093416e-07
1.367188,fourth,filtered_pd,9.738645e-07
1.416016,fourth,filtered_pd,4.123568e-06
1.464844,fourth,filtered_pd,8.673495e-06
1.513672,fourth,filtered_pd,1.144968e-05
1.562500,fourth,filtered_pd,2.696676e-06
1.611328,fourth,filtered_pd,1.435506e-06
1.660156,fourth,filtered_pd,1.184216e-06
1.708984,fourth,filtered_pd,2.298527e-06
1.757813,fourth,filtered_pd,5.315607e-06
1.806641,fourth,filtered_pd,4.314268e-06
1.855469,fourth,filtered_pd,4.074415e-06
1.904297,fourth,filtered_pd,1.473948e-06
1.953125,fourth,filtered_pd,3.335797e-07
2.001953,fourth,filtered_pd,2.464262e-08
2.050781,fourth,filtered_pd,1.402349e-07
2.099609,fourth,filtered_pd,4.068952e-07
2.148438,fourth,filtered_pd,4.770453e-07
2.197266,fourth,filtered_pd,3.692278e-07
2.246094,fourth,filtered_pd,1.951605e-07
2.294922,fourth,filtered_pd,5.988500e-08
2.343750,fourth,filtered_pd,1.119171e-08
2.392578,fourth,filtered_pd,5.494957e-09
2.441406,fourth,filtered_pd,3.947753e-09
2.490234,fourth,filtered_pd,6.163435e-09
2.539063,fourth,filtered_pd,3.446019e-09
2.587891,fourth,filtered_pd,5.325958e-09
2.636719,fourth,filtered_pd,1.622291e-08
2.685547,fourth,filtered_pd,1.363638e-08
2.734375,fourth,filtered_pd,2.029323e-09
2.783203,fourth,filtered_pd,4.152101e-09
2.832031,fourth,filtered_pd,3.943174e-09
2.880859,fourth,filtered_pd,6.993528e-09
2.929688,fourth,filtered_pd,1.439958e-08
2.978516,fourth,filtered_pd,1.447840e-08
3.027344,fourth,filtered_pd,1.755616e-08
3.076172,fourth,filtered_pd,1.236344e-08
3.125000,fourth,filtered_pd,1.433425e-08
3.173828,fourth,filtered_pd,3.866312e-09
3.222656,fourth,filtered_pd,3.683196e-09
3.271484,fourth,filtered_pd,5.425189e-09
3.320313,fourth,filtered_pd,4.971676e-09
3.369141,fourth,filtered_pd,1.519817e-08
3.417969,fourth,filtered_pd,9.610993e-09
3.466797,fourth,filtered_pd,6.914979e-09
3.515625,fourth,filtered_pd,4.766352e-09
3.564453,fourth,filtered_pd,3.660985e-09
3.613281,fourth,filtered_pd,2.090148e-09
3.662109,fourth,filtered_pd,1.035153e-09
3.710938,fourth,filtered_pd,1.362349e-09
3.759766,fourth,filtered_pd,1.290480e-09
3.808594,fourth,filtered_pd,9.906100e-10
3.857422,fourth,filtered_pd,8.096919e-10
3.906250,fourth,filtered_pd,1.330019e-09
3.955078,fourth,filtered_pd,1.506251e-09
4.003906,fourth,filtered_pd,1.713739e-09
4.052734,fourth,filtered_pd,9.991832e-10
4.101563,fourth,filtered_pd,1.407171e-09
4.150391,fourth,filtered_pd,2.530677e-09
4.199219,fourth,filtered_pd,1.789087e-09
4.248047,fourth,filtered_pd,1.485300e-09
4.296875,fourth,filtered_pd,1.840339e-09
4.345703,fourth,filtered_pd,1.643121e-09
4.394531,fourth,filtered_pd,2.231984e-09
4.443359,fourth,filtered_pd,2.252716e-09
4.492188,fourth,filtered_pd,1.248435e-09
4.541016,fourth,filtered_pd,1.312930e-09
4.589844,fourth,filtered_pd,2.326813e-09
4.638672,fourth,filtered_pd,1.498499e-09
4.687500,fourth,filtered_pd,3.153728e-10
4.736328,fourth,filtered_pd,4.258329e-10
4.785156,fourth,filtered_pd,8.673266e-10
4.833984,fourth,filtered_pd,1.530607e-09
4.882813,fourth,filtered_pd,1.737370e-09
4.931641,fourth,filtered_pd,1.506825e-09
4.980469,fourth,filtered_pd,1.263495e-09
5.029297,fourth,filtered_pd,4.994748e-10
5.078125,fourth,filtered_pd,7.308783e-11
5.126953,fourth,filtered_pd,1.104446e-10
5.175781,fourth,filtered_pd,1.379383e-10
5.224609,fourth,filtered_pd,4.810707e-10
5.273438,fourth,filtered_pd,2.085709e-09
5.322266,fourth,filtered_pd,3.038257e-09
5.371094,fourth,filtered_pd,1.677802e-09
5.419922,fourth,filtered_pd,7.234682e-10
5.468750,fourth,filtered_pd,6.507028e-10
5.517578,fourth,filtered_pd,7.755307e-10
5.566406,fourth,filtered_pd,1.106067e-09
5.615234,fourth,filtered_pd,6.833922e-10
5.664063,fourth,filtered_pd,5.508497e-10
5.712891,fourth,filtered_pd,3.543225e-10
5.761719,fourth,filtered_pd,4.660398e-10
5.810547,fourth,filtered_pd,6.995328e-10
5.859375,fourth,filtered_pd,1.170021e-09
5.908203,fourth,filtered_pd,1.549367e-09
5.957031,fourth,filtered_pd,8.607813e-10
6.005859,fourth,filtered_pd,9.668065e-10
6.054688,fourth,filtered_pd,1.372525e-09
6.103516,fourth,filtered_pd,7.582300e-10
6.152344,fourth,filtered_pd,5.665321e-10
6.201172,fourth,filtered_pd,1.556460e-09
6.250000,fourth,filtered_pd,1.404187e-09
6.298828,fourth,filtered_pd,7.817093e-10
6.347656,fourth,filtered_pd,6.720739e-10
6.396484,fourth,filtered_pd,7.085046e-10
6.445313,fourth,filtered_pd,7.038828e-10
6.494141,fourth,filtered_pd,3.215007e-10
6.542969,fourth,filtered_pd,1.949722e-10
6.591797,fourth,filtered_pd,2.340372e-10
6.640625,fourth,filtered_pd,8.421881e-10
6.689453,fourth,filtered_pd,1.073226e-09
6.738281,fourth,filtered_pd,5.860377e-10
6.787109,fourth,filtered_pd,8.690976e-10
6.835938,fourth,filtered_pd,5.497906e-10
6.884766,fourth,filtered_pd,5.405626e-10
6.933594,fourth,filtered_pd,1.180907e-09
6.982422,fourth,filtered_pd,1.129228e-09
7.031250,fourth,filtered_pd,5.441368e-10
7.080078,fourth,filtered_pd,2.168995e-10
7.128906,fourth,filtered_pd,4.400668e-10
7.177734,fourth,filtered_pd,2.934639e-10
7.226563,fourth,filtered_pd,8.043144e-11
7.275391,fourth,filtered_pd,3.633505e-10
7.324219,fourth,filtered_pd,7.932575e-10
7.373047,fourth,filtered_pd,1.220145e-09
7.421875,fourth,filtered_pd,1.093843e-09
7.470703,fourth,filtered_pd,4.973487e-10
7.519531,fourth,filtered_pd,1.031811e-10
7.568359,fourth,filtered_pd,9.923360e-11
7.617188,fourth,filtered_pd,1.912197e-10
7.666016,fourth,filtered_pd,5.567689e-10
7.714844,fourth,filtered_pd,5.423430e-10
7.763672,fourth,filtered_pd,2.204317e-10
7.812500,fourth,filtered_pd,2.101541e-10
7.861328,fourth,filtered_pd,4.193403e-10
7.910156,fourth,filtered_pd,6.288109e-10
7.958984,fourth,filtered_pd,4.765574e-10
8.007813,fourth,filtered_pd,4.423530e-10
8.056641,fourth,filtered_pd,4.010425e-10
8.105469,fourth,filtered_pd,2.212146e-10
8.154297,fourth,filtered_pd,1.811079e-10
8.203125,fourth,filtered_pd,1.587680e-10
8.251953,fourth,filtered_pd,3.451404e-10
8.300781,fourth,filtered_pd,3.405793e-10
8.349609,fourth,filtered_pd,1.202705e-10
8.398438,fourth,filtered_pd,3.870585e-11
8.447266,fourth,filtered_pd,1.004182e-10
8.496094,fourth,filtered_pd,1.655070e-10
8.544922,fourth,filtered_pd,1.488159e-10
8.593750,fourth,filtered_pd,9.660279e-11
8.642578,fourth,filtered_pd,5.645261e-11
8.691406,fourth,filtered_pd,1.759211e-10
8.740234,fourth,filtered_pd,4.618450e-10
8.789063,fourth,filtered_pd,6.534651e-10
8.837891,fourth,filtered_pd,5.776490e-10
8.886719,fourth,filtered_pd,3.449981e-10
8.935547,fourth,filtered_pd,2.249385e-10
8.984375,fourth,filtered_pd,2.248596e-10
9.033203,fourth,filtered_pd,1.487792e-10
9.082031,fourth,filtered_pd,2.643362e-10
9.130859,fourth,filtered_pd,3.702341e-10
9.179688,fourth,filtered_pd,2.034560e-10
9.228516,fourth,filtered_pd,9.784091e-11
9.277344,fourth,filtered_pd,1.999064e-10
9.326172,fourth,filtered_pd,3.097532e-10
9.375000,fourth,filtered_pd,1.865025e-10
9.423828,fourth,filtered_pd,1.945981e-10
9.472656,fourth,filtered_pd,2.348554e-10
9.521484,fourth,filtered_pd,1.194958e-10
9.570313,fourth,filtered_pd,2.592264e-10
9.619141,fourth,filtered_pd,3.306427e-10
9.667969,fourth,filtered_pd,1.658205e-10
9.716797,fourth,filtered_pd,3.077699e-11
9.765625,fourth,filtered_pd,9.355296e-12
9.814453,fourth,filtered_pd,3.441306e-11
9.863281,fourth,filtered_pd,3.715999e-11
9.912109,fourth,filtered_pd,6.050581e-11
9.960938,fourth,filtered_pd,3.410462e-10
10.009766,fourth,filtered_pd,7.413237e-10
10.058594,fourth,filtered_pd,7.800510e-10
10.107422,fourth,filtered_pd,4.350309e-10
10.156250,fourth,filtered_pd,1.246141e-10
10.205078,fourth,filtered_pd,1.951306e-10
10.253906,fourth,filtered_pd,1.760169e-10
10.302734,fourth,filtered_pd,3.235658e-10
10.351563,fourth,filtered_pd,5.347965e-10
10.400391,fourth,filtered_pd,3.412217e-10
10.449219,fourth,filtered_pd,3.842923e-10
10.498047,fourth,filtered_pd,3.865328e-10
10.546875,fourth,filtered_pd,2.762664e-10
10.595703,fourth,filtered_pd,1.602622e-10
10.644531,fourth,filtered_pd,8.130833e-11
10.693359,fourth,filtered_pd,2.122815e-10
10.742188,fourth,filtered_pd,2.280104e-10
10.791016,fourth,filtered_pd,2.444044e-10
10.839844,fourth,filtered_pd,1.212256e-10
10.888672,fourth,filtered_pd,1.806041e-10
10.937500,fourth,filtered_pd,5.055567e-10
10.986328,fourth,filtered_pd,3.857262e-10
11.035156,fourth,filtered_pd,7.917414e-11
11.083984,fourth,filtered_pd,1.975649e-10
11.132813,fourth,filtered_pd,3.204115e-10
11.181641,fourth,filtered_pd,1.409438e-10
11.230469,fourth,filtered_pd,3.140666e-11
11.279297,fourth,filtered_pd,2.301867e-11
11.328125,fourth,filtered_pd,1.289594e-10
11.376953,fourth,filtered_pd,3.032332e-10
11.425781,fourth,filtered_pd,5.420052e-10
11.474609,fourth,filtered_pd,5.452492e-10
11.523438,fourth,filtered_pd,2.512925e-10
