frequency_hz,controller,S_mag_db,T_mag_db
0.161886,filtered_pd,-8.5225,0.6039
0.163385,standard_pd,-4.9259,1.1236
0.163385,filtered_pd,-8.4419,0.5951
0.164899,standard_pd,-4.8484,1.1030
0.164899,filtered_pd,-8.3617,0.5861
0.166426,standard_pd,-4.7717,1.0816
0.166426,filtered_pd,-8.2818,0.5769
0.167967,standard_pd,-4.6960,1.0596
0.167967,filtered_pd,-8.2023,0.5675
0.169523,standard_pd,-4.6212,1.0370
0.169523,filtered_pd,-8.1232,0.5578
0.171093,standard_pd,-4.5472,1.0137
0.171093,filtered_pd,-8.0445,0.5478
0.172678,standard_pd,-4.4742,0.9897
0.172678,filtered_pd,-7.9662,0.5376
0.174277,standard_pd,-4.4021,0.9651
0.174277,filtered_pd,-7.8883,0.5272
0.175892,standard_pd,-4.3309,0.9398
0.175892,filtered_pd,-7.8107,0.5165
0.177521,standard_pd,-4.2606,0.9139
0.177521,filtered_pd,-7.7335,0.5056
0.179165,standard_pd,-4.1912,0.8873
0.179165,filtered_pd,-7.6567,0.4944
0.180824,standard_pd,-4.1226,0.8601
0.180824,filtered_pd,-7.5803,0.4830
0.182499,standard_pd,-4.0550,0.8321
0.182499,filtered_pd,-7.5043,0.4713
0.184190,standard_pd,-3.9882,0.8036
0.184190,filtered_pd,-7.4286,0.4593
0.185896,standard_pd,-3.9224,0.7744
0.185896,filtered_pd,-7.3534,0.4471
0.187617,standard_pd,-3.8574,0.7445
0.187617,filtered_pd,-7.2785,0.4346
0.189355,standard_pd,-3.7932,0.7140
0.189355,filtered_pd,-7.2040,0.4219
0.191109,standard_pd,-3.7300,0.6828
0.191109,filtered_pd,-7.1299,0.4089
0.192879,standard_pd,-3.6676,0.6510
0.192879,filtered_pd,-7.0562,0.3956
0.194666,standard_pd,-3.6061,0.6185
0.194666,filtered_pd,-6.9829,0.3820
0.196469,standard_pd,-3.5454,0.5854
0.196469,filtered_pd,-6.9099,0.3682
0.198288,standard_pd,-3.4856,0.5516
0.198288,filtered_pd,-6.8374,0.3541
0.200125,standard_pd,-3.4266,0.5172
0.200125,filtered_pd,-6.7652,0.3397
0.201979,standard_pd,-3.3684,0.4822
0.201979,filtered_pd,-6.6934,0.3251
0.203849,standard_pd,-3.3111,0.4465
0.203849,filtered_pd,-6.6220,0.3101
0.205737,standard_pd,-3.2546,0.4102
0.205737,filtered_pd,-6.5510,0.2949
0.207643,standard_pd,-3.1990,0.3733
0.207643,filtered_pd,-6.4804,0.2794
0.209566,standard_pd,-3.1441,0.3358
0.209566,filtered_pd,-6.4102,0.2635
0.211507,standard_pd,-3.0901,0.2977
0.211507,filtered_pd,-6.3404,0.2474
0.213466,standard_pd,-3.0368,0.2589
0.213466,filtered_pd,-6.2709,0.2310
0.215443,standard_pd,-2.9844,0.2195
0.215443,filtered_pd,-6.2019,0.2143
0.217439,standard_pd,-2.9327,0.1795
0.217439,filtered_pd,-6.1332,0.1973
0.219453,standard_pd,-2.8818,0.1390
0.219453,filtered_pd,-6.0650,0.1800
0.221486,standard_pd,-2.8317,0.0978
0.221486,filtered_pd,-5.9971,0.1624
0.223537,standard_pd,-2.7824,0.0560
0.223537,filtered_pd,-5.9296,0.1445
0.225607,standard_pd,-2.7338,0.0137
0.225607,filtered_pd,-5.8626,0.1263
0.227697,standard_pd,-2.6860,-0.0292
0.227697,filtered_pd,-5.7959,0.1078
0.229806,standard_pd,-2.6389,-0.0728
0.229806,filtered_pd,-5.7296,0.0890
0.231935,standard_pd,-2.5925,-0.1168
0.231935,filtered_pd,-5.6638,0.0698
0.234083,standard_pd,-2.5469,-0.1615
0.234083,filtered_pd,-5.5983,0.0503
0.236251,standard_pd,-2.5020,-0.2067
0.236251,filtered_pd,-5.5332,0.0305
0.238439,standard_pd,-2.4579,-0.2524
0.238439,filtered_pd,-5.4685,0.0104
0.240648,standard_pd,-2.4144,-0.2987
0.240648,filtered_pd,-5.4043,-0.0100
0.242876,standard_pd,-2.3716,-0.3455
0.242876,filtered_pd,-5.3404,-0.0308
0.245126,standard_pd,-2.3295,-0.3929
0.245126,filtered_pd,-5.2769,-0.0518
0.247396,standard_pd,-2.2881,-0.4408
0.247396,filtered_pd,-5.2139,-0.0733
0.249688,standard_pd,-2.2474,-0.4892
0.249688,filtered_pd,-5.1512,-0.0950
0.252000,standard_pd,-2.2073,-0.5382
0.252000,filtered_pd,-5.0890,-0.1171
0.254335,standard_pd,-2.1679,-0.5877
0.254335,filtered_pd,-5.0271,-0.1395
0.256690,standard_pd,-2.1291,-0.6376
0.256690,filtered_pd,-4.9657,-0.1623
0.259068,standard_pd,-2.0910,-0.6881
0.259068,filtered_pd,-4.9046,-0.1854
0.261467,standard_pd,-2.0535,-0.7390
0.261467,filtered_pd,-4.8440,-0.2088
0.263889,standard_pd,-2.0167,-0.7905
0.263889,filtered_pd,-4.7838,-0.2326
0.266333,standard_pd,-1.9804,-0.8424
0.266333,filtered_pd,-4.7240,-0.2567
0.268800,standard_pd,-1.9448,-0.8948
0.268800,filtered_pd,-4.6646,-0.2812
0.271290,standard_pd,-1.9098,-0.9477
0.271290,filtered_pd,-4.6056,-0.3060
0.273803,standard_pd,-1.8753,-1.0011
0.273803,filtered_pd,-4.5471,-0.3311
0.276339,standard_pd,-1.8415,-1.0549
0.276339,filtered_pd,-4.4889,-0.3567
0.278898,standard_pd,-1.8082,-1.1091
0.278898,filtered_pd,-4.4312,-0.3825
0.281481,standard_pd,-1.7755,-1.1638
0.281481,filtered_pd,-4.3738,-0.4088
0.284088,standard_pd,-1.7433,-1.2189
0.284088,filtered_pd,-4.3169,-0.4354
0.286720,standard_pd,-1.7117,-1.2745
0.286720,filtered_pd,-4.2604,-0.4623
0.289375,standard_pd,-1.6807,-1.3305
0.289375,filtered_pd,-4.2043,-0.4896
0.292056,standard_pd,-1.6502,-1.3869
0.292056,filtered_pd,-4.1487,-0.5173
0.294761,standard_pd,-1.6202,-1.4437
0.294761,filtered_pd,-4.0934,-0.5453
0.297491,standard_pd,-1.5907,-1.5010
0.297491,filtered_pd,-4.0386,-0.5737
0.300246,standard_pd,-1.5618,-1.5586
0.300246,filtered_pd,-3.9842,-0.6025
0.303027,standard_pd,-1.5333,-1.6166
0.303027,filtered_pd,-3.9302,-0.6316
0.305834,standard_pd,-1.5054,-1.6751
0.305834,filtered_pd,-3.8766,-0.6611
0.308666,standard_pd,-1.4779,-1.7339
0.308666,filtered_pd,-3.8235,-0.6910
0.311525,standard_pd,-1.4510,-1.7931
0.311525,filtered_pd,-3.7707,-0.7212
0.314411,standard_pd,-1.4245,-1.8526
0.314411,filtered_pd,-3.7184,-0.7519
0.317323,standard_pd,-1.3984,-1.9125
0.317323,filtered_pd,-3.6665,-0.7828
0.320262,standard_pd,-1.3729,-1.9728
0.320262,filtered_pd,-3.6150,-0.8142
0.323228,standard_pd,-1.3478,-2.0335
0.323228,filtered_pd,-3.5640,-0.8460
0.326222,standard_pd,-1.3231,-2.0945
0.326222,filtered_pd,-3.5133,-0.8781
0.329244,standard_pd,-1.2989,-2.1558
0.329244,filtered_pd,-3.4631,-0.9106
0.332293,standard_pd,-1.2751,-2.2175
0.332293,filtered_pd,-3.4133,-0.9435
0.335371,standard_pd,-1.2517,-2.2795
0.335371,filtered_pd,-3.3639,-0.9767
0.338477,standard_pd,-1.2287,-2.3418
0.338477,filtered_pd,-3.3150,-1.0103
0.341612,standard_pd,-1.2062,-2.4045
0.341612,filtered_pd,-3.2665,-1.0444
0.344776,standard_pd,-1.1841,-2.4675
0.344776,filtered_pd,-3.2183,-1.0788
0.347970,standard_pd,-1.1623,-2.5308
0.347970,filtered_pd,-3.1707,-1.1135
0.351193,standard_pd,-1.1410,-2.5944
0.351193,filtered_pd,-3.1234,-1.1487
0.354446,standard_pd,-1.1200,-2.6583
0.354446,filtered_pd,-3.0765,-1.1843
0.357729,standard_pd,-1.0994,-2.7224
0.357729,filtered_pd,-3.0301,-1.2202
0.361042,standard_pd,-1.0792,-2.7869
0.361042,filtered_pd,-2.9841,-1.2565
0.364386,standard_pd,-1.0594,-2.8517
0.364386,filtered_pd,-2.9385,-1.2932
0.367761,standard_pd,-1.0399,-2.9168
0.367761,filtered_pd,-2.8933,-1.3303
0.371167,standard_pd,-1.0207,-2.9821
0.371167,filtered_pd,-2.8486,-1.3678
0.374605,standard_pd,-1.0020,-3.0477
0.374605,filtered_pd,-2.8042,-1.4056
0.378075,standard_pd,-0.9835,-3.1135
0.378075,filtered_pd,-2.7603,-1.4439
0.381576,standard_pd,-0.9654,-3.1797
0.381576,filtered_pd,-2.7168,-1.4825
0.385111,standard_pd,-0.9476,-3.2461
0.385111,filtered_pd,-2.6737,-1.5215
0.388678,standard_pd,-0.9302,-3.3127
0.388678,filtered_pd,-2.6310,-1.5609
0.392278,standard_pd,-0.9130,-3.3796
0.392278,filtered_pd,-2.5888,-1.6007
0.395911,standard_pd,-0.8962,-3.4467
0.395911,filtered_pd,-2.5469,-1.6409
0.399578,standard_pd,-0.8797,-3.5141
0.399578,filtered_pd,-2.5055,-1.6815
0.403279,standard_pd,-0.8635,-3.5817
0.403279,filtered_pd,-2.4645,-1.7224
0.407014,standard_pd,-0.8476,-3.6495
0.407014,filtered_pd,-2.4239,-1.7637
0.410784,standard_pd,-0.8319,-3.7176
0.410784,filtered_pd,-2.3837,-1.8054
0.414589,standard_pd,-0.8166,-3.7859
0.414589,filtered_pd,-2.3439,-1.8475
0.418429,standard_pd,-0.8015,-3.8544
0.418429,filtered_pd,-2.3045,-1.8900
0.422304,standard_pd,-0.7867,-3.9231
0.422304,filtered_pd,-2.2655,-1.9329
0.426216,standard_pd,-0.7722,-3.9921
0.426216,filtered_pd,-2.2269,-1.9761
0.430164,standard_pd,-0.7580,-4.0612
0.430164,filtered_pd,-2.1888,-2.0197
0.434148,standard_pd,-0.7440,-4.1306
0.434148,filtered_pd,-2.1510,-2.0638
0.438169,standard_pd,-0.7303,-4.2001
0.438169,filtered_pd,-2.1136,-2.1081
0.442227,standard_pd,-0.7168,-4.2699
0.442227,filtered_pd,-2.0767,-2.1529
0.446323,standard_pd,-0.7036,-4.3398
0.446323,filtered_pd,-2.0401,-2.1980
0.450457,standard_pd,-0.6906,-4.4099
0.450457,filtered_pd,-2.0040,-2.2436
0.454630,standard_pd,-0.6779,-4.4802
0.454630,filtered_pd,-1.9682,-2.2895
0.458840,standard_pd,-0.6654,-4.5507
0.458840,filtered_pd,-1.9328,-2.3357
0.463090,standard_pd,-0.6531,-4.6214
0.463090,filtered_pd,-1.8978,-2.3824
0.467380,standard_pd,-0.6410,-4.6923
0.467380,filtered_pd,-1.8632,-2.4294
0.471708,standard_pd,-0.6292,-4.7633
0.471708,filtered_pd,-1.8290,-2.4768
0.476078,standard_pd,-0.6176,-4.8345
0.476078,filtered_pd,-1.7952,-2.5245
0.480487,standard_pd,-0.6062,-4.9058
0.480487,filtered_pd,-1.7618,-2.5727
0.484937,standard_pd,-0.5950,-4.9774
0.484937,filtered_pd,-1.7287,-2.6212
0.489429,standard_pd,-0.5840,-5.0490
0.489429,filtered_pd,-1.6961,-2.6700
0.493962,standard_pd,-0.5733,-5.1209
0.493962,filtered_pd,-1.6638,-2.7192
0.498537,standard_pd,-0.5627,-5.1929
0.498537,filtered_pd,-1.6319,-2.7688
0.503155,standard_pd,-0.5523,-5.2650
0.503155,filtered_pd,-1.6003,-2.8188
0.507815,standard_pd,-0.5421,-5.3373
0.507815,filtered_pd,-1.5692,-2.8691
0.512519,standard_pd,-0.5321,-5.4098
0.512519,filtered_pd,-1.5384,-2.9197
0.517266,standard_pd,-0.5223,-5.4823
0.517266,filtered_pd,-1.5080,-2.9708
0.522057,standard_pd,-0.5127,-5.5551
0.522057,filtered_pd,-1.4779,-3.0221
0.526892,standard_pd,-0.5032,-5.6279
0.526892,filtered_pd,-1.4482,-3.0739
0.531772,standard_pd,-0.4939,-5.7009
0.531772,filtered_pd,-1.4189,-3.1260
0.536698,standard_pd,-0.4848,-5.7740
0.536698,filtered_pd,-1.3899,-3.1784
0.541669,standard_pd,-0.4759,-5.8473
0.541669,filtered_pd,-1.3613,-3.2312
0.546686,standard_pd,-0.4671,-5.9207
0.546686,filtered_pd,-1.3331,-3.2843
0.551749,standard_pd,-0.4585,-5.9942
0.551749,filtered_pd,-1.3052,-3.3377
0.556860,standard_pd,-0.4500,-6.0678
0.556860,filtered_pd,-1.2776,-3.3916
0.562017,standard_pd,-0.4417,-6.1416
0.562017,filtered_pd,-1.2504,-3.4457
0.567223,standard_pd,-0.4336,-6.2155
0.567223,filtered_pd,-1.2236,-3.5002
0.572477,standard_pd,-0.4256,-6.2894
0.572477,filtered_pd,-1.1971,-3.5550
0.577779,standard_pd,-0.4178,-6.3636
0.577779,filtered_pd,-1.1709,-3.6102
0.583131,standard_pd,-0.4101,-6.4378
0.583131,filtered_pd,-1.1451,-3.6656
0.588532,standard_pd,-0.4025,-6.5121
0.588532,filtered_pd,-1.1196,-3.7214
0.593983,standard_pd,-0.3951,-6.5865
0.593983,filtered_pd,-1.0944,-3.7776
0.599484,standard_pd,-0.3878,-6.6611
0.599484,filtered_pd,-1.0696,-3.8340
0.605037,standard_pd,-0.3807,-6.7357
0.605037,filtered_pd,-1.0451,-3.8908
0.610641,standard_pd,-0.3736,-6.8104
0.610641,filtered_pd,-1.0209,-3.9479
0.616297,standard_pd,-0.3668,-6.8853
0.616297,filtered_pd,-0.9970,-4.0054
0.622005,standard_pd,-0.3600,-6.9602
0.622005,filtered_pd,-0.9735,-4.0631
0.627766,standard_pd,-0.3534,-7.0353
0.627766,filtered_pd,-0.9503,-4.1211
0.633580,standard_pd,-0.3469,-7.1104
0.633580,filtered_pd,-0.9274,-4.1795
0.639449,standard_pd,-0.3405,-7.1856
0.639449,filtered_pd,-0.9048,-4.2382
0.645372,standard_pd,-0.3342,-7.2609
0.645372,filtered_pd,-0.8825,-4.2971
0.651349,standard_pd,-0.3281,-7.3363
0.651349,filtered_pd,-0.8605,-4.3564
0.657382,standard_pd,-0.3220,-7.4118
0.657382,filtered_pd,-0.8388,-4.4160
0.663471,standard_pd,-0.3161,-7.4874
0.663471,filtered_pd,-0.8175,-4.4759
0.669616,standard_pd,-0.3103,-7.5631
0.669616,filtered_pd,-0.7964,-4.5361
0.675818,standard_pd,-0.3046,-7.6388
0.675818,filtered_pd,-0.7756,-4.5965
0.682078,standard_pd,-0.2990,-7.7146
0.682078,filtered_pd,-0.7551,-4.6573
0.688395,standard_pd,-0.2935,-7.7905
0.688395,filtered_pd,-0.7349,-4.7183
0.694771,standard_pd,-0.2881,-7.8665
0.694771,filtered_pd,-0.7150,-4.7797
0.701206,standard_pd,-0.2828,-7.9426
0.701206,filtered_pd,-0.6954,-4.8413
0.707701,standard_pd,-0.2775,-8.0187
0.707701,filtered_pd,-0.6760,-4.9032
0.714256,standard_pd,-0.2724,-8.0949
0.714256,filtered_pd,-0.6570,-4.9654
0.720872,standard_pd,-0.2674,-8.1712
0.720872,filtered_pd,-0.6382,-5.0278
0.727548,standard_pd,-0.2625,-8.2476
0.727548,filtered_pd,-0.6196,-5.0906
0.734287,standard_pd,-0.2577,-8.3240
0.734287,filtered_pd,-0.6014,-5.1536
0.741088,standard_pd,-0.2529,-8.4005
0.741088,filtered_pd,-0.5834,-5.2168
0.747952,standard_pd,-0.2483,-8.4770
0.747952,filtered_pd,-0.5657,-5.2804
0.754880,standard_pd,-0.2437,-8.5536
0.754880,filtered_pd,-0.5482,-5.3442
0.761872,standard_pd,-0.2392,-8.6303
0.761872,filtered_pd,-0.5310,-5.4083
0.768928,standard_pd,-0.2348,-8.7071
0.768928,filtered_pd,-0.5140,-5.4726
0.776050,standard_pd,-0.2305,-8.7839
0.776050,filtered_pd,-0.4974,-5.5372
0.783238,standard_pd,-0.2263,-8.8607
0.783238,filtered_pd,-0.4809,-5.6020
0.790493,standard_pd,-0.2221,-8.9377
0.790493,filtered_pd,-0.4647,-5.6671
0.797814,standard_pd,-0.2181,-9.0147
0.797814,filtered_pd,-0.4488,-5.7324
0.805204,standard_pd,-0.2140,-9.0917
0.805204,filtered_pd,-0.4330,-5.7980
0.812662,standard_pd,-0.2101,-9.1688
0.812662,filtered_pd,-0.4176,-5.8639
0.820189,standard_pd,-0.2062,-9.2460
0.820189,filtered_pd,-0.4023,-5.9300
0.827786,standard_pd,-0.2025,-9.3232
0.827786,filtered_pd,-0.3873,-5.9963
0.835453,standard_pd,-0.1987,-9.4004
0.835453,filtered_pd,-0.3725,-6.0628
0.843191,standard_pd,-0.1951,-9.4778
0.843191,filtered_pd,-0.3580,-6.1296
0.851001,standard_pd,-0.1915,-9.5551
0.851001,filtered_pd,-0.3437,-6.1967
0.858883,standard_pd,-0.1880,-9.6325
0.858883,filtered_pd,-0.3296,-6.2639
0.866838,standard_pd,-0.1845,-9.7100
0.866838,filtered_pd,-0.3157,-6.3314
0.874867,standard_pd,-0.1811,-9.7875
0.874867,filtered_pd,-0.3020,-6.3991
0.882970,standard_pd,-0.1778,-9.8651
0.882970,filtered_pd,-0.2886,-6.4671
0.891148,standard_pd,-0.1746,-9.9427
0.891148,filtered_pd,-0.2753,-6.5352
0.899402,standard_pd,-0.1714,-10.0204
0.899402,filtered_pd,-0.2623,-6.6036
0.907733,standard_pd,-0.1682,-10.0981
0.907733,filtered_pd,-0.2495,-6.6722
0.916140,standard_pd,-0.1651,-10.1758
0.916140,filtered_pd,-0.2369,-6.7410
0.924626,standard_pd,-0.1621,-10.2536
0.924626,filtered_pd,-0.2244,-6.8101
0.933190,standard_pd,-0.1591,-10.3314
0.933190,filtered_pd,-0.2122,-6.8793
0.941833,standard_pd,-0.1562,-10.4093
0.941833,filtered_pd,-0.2002,-6.9488
0.950557,standard_pd,-0.1533,-10.4872
0.950557,filtered_pd,-0.1884,-7.0184
0.959361,standard_pd,-0.1505,-10.5652
0.959361,filtered_pd,-0.1767,-7.0883
0.968247,standard_pd,-0.1477,-10.6432
0.968247,filtered_pd,-0.1653,-7.1584
0.977215,standard_pd,-0.1450,-10.7212
0.977215,filtered_pd,-0.1540,-7.2286
0.986266,standard_pd,-0.1424,-10.7993
0.986266,filtered_pd,-0.1429,-7.2991
0.995401,standard_pd,-0.1398,-10.8774
0.995401,filtered_pd,-0.1320,-7.3698
1.004620,standard_pd,-0.1372,-10.9555
1.004620,filtered_pd,-0.1213,-7.4407
1.013925,standard_pd,-0.1347,-11.0337
1.013925,filtered_pd,-0.1108,-7.5117
1.023317,standard_pd,-0.1322,-11.1119
1.023317,filtered_pd,-0.1004,-7.5830
1.032795,standard_pd,-0.1298,-11.1902
1.032795,filtered_pd,-0.0902,-7.6544
1.042361,standard_pd,-0.1274,-11.2685
1.042361,filtered_pd,-0.0802,-7.7261
1.052015,standard_pd,-0.1251,-11.3468
1.052015,filtered_pd,-0.0703,-7.7979
1.061759,standard_pd,-0.1228,-11.4251
1.061759,filtered_pd,-0.0606,-7.8699
1.071593,standard_pd,-0.1205,-11.5035
1.071593,filtered_pd,-0.0511,-7.9421
1.081519,standard_pd,-0.1183,-11.5819
1.081519,filtered_pd,-0.0417,-8.0145
1.091536,standard_pd,-0.1161,-11.6604
1.091536,filtered_pd,-0.0325,-8.0870
1.101646,standard_pd,-0.1140,-11.7388
1.101646,filtered_pd,-0.0235,-8.1597
1.111850,standard_pd,-0.1119,-11.8173
1.111850,filtered_pd,-0.0146,-8.2326
1.122148,standard_pd,-0.1099,-11.8959
1.122148,filtered_pd,-0.0058,-8.3057
1.132541,standard_pd,-0.1079,-11.9744
1.132541,filtered_pd,0.0028,-8.3790
1.143031,standard_pd,-0.1059,-12.0530
1.143031,filtered_pd,0.0112,-8.4524
1.153618,standard_pd,-0.1039,-12.1316
1.153618,filtered_pd,0.0196,-8.5260
1.164303,standard_pd,-0.1020,-12.2103
1.164303,filtered_pd,0.0277,-8.5998
1.175087,standard_pd,-0.1002,-12.2889
1.175087,filtered_pd,0.0357,-8.6737
1.185971,standard_pd,-0.0983,-12.3676
1.185971,filtered_pd,0.0436,-8.7478
1.196956,standard_pd,-0.0965,-12.4464
1.196956,filtered_pd,0.0514,-8.8221
1.208042,standard_pd,-0.0948,-12.5251
1.208042,filtered_pd,0.0590,-8.8965
1.219231,standard_pd,-0.0930,-12.6039
1.219231,filtered_pd,0.0664,-8.9711
1.230524,standard_pd,-0.0913,-12.6827
1.230524,filtered_pd,0.0738,-9.0459
1.241921,standard_pd,-0.0896,-12.7615
1.241921,filtered_pd,0.0810,-9.1208
1.253424,standard_pd,-0.0880,-12.8403
1.253424,filtered_pd,0.0881,-9.1959
1.265034,standard_pd,-0.0864,-12.9192
1.265034,filtered_pd,0.0950,-9.2711
1.276751,standard_pd,-0.0848,-12.9981
1.276751,filtered_pd,0.1019,-9.3465
1.288576,standard_pd,-0.0833,-13.0770
1.288576,filtered_pd,0.1086,-9.4220
1.300511,standard_pd,-0.0817,-13.1559
1.300511,filtered_pd,0.1152,-9.4977
1.312557,standard_pd,-0.0802,-13.2349
1.312557,filtered_pd,0.1216,-9.5736
1.324714,standard_pd,-0.0788,-13.3138
1.324714,filtered_pd,0.1280,-9.6496
1.336984,standard_pd,-0.0773,-13.3928
1.336984,filtered_pd,0.1342,-9.7258
1.349367,standard_pd,-0.0759,-13.4719
1.349367,filtered_pd,0.1403,-9.8021
1.361865,standard_pd,-0.0745,-13.5509
1.361865,filtered_pd,0.1463,-9.8785
1.374479,standard_pd,-0.0732,-13.6299
1.374479,filtered_pd,0.1522,-9.9551
1.387210,standard_pd,-0.0718,-13.7090
1.387210,filtered_pd,0.1580,-10.0319
1.400058,standard_pd,-0.0705,-13.7881
1.400058,filtered_pd,0.1637,-10.1088
1.413026,standard_pd,-0.0692,-13.8672
1.413026,filtered_pd,0.1693,-10.1858
1.426114,standard_pd,-0.0679,-13.9463
1.426114,filtered_pd,0.1747,-10.2630
1.439323,standard_pd,-0.0667,-14.0255
1.439323,filtered_pd,0.1801,-10.3404
1.452654,standard_pd,-0.0655,-14.1046
1.452654,filtered_pd,0.1854,-10.4179
1.466109,standard_pd,-0.0643,-14.1838
1.466109,filtered_pd,0.1905,-10.4955
1.479688,standard_pd,-0.0631,-14.2630
1.479688,filtered_pd,0.1956,-10.5733
1.493393,standard_pd,-0.0619,-14.3422
1.493393,filtered_pd,0.2006,-10.6512
1.507225,standard_pd,-0.0608,-14.4214
1.507225,filtered_pd,0.2054,-10.7292
1.521186,standard_pd,-0.0597,-14.5007
1.521186,filtered_pd,0.2102,-10.8074
1.535275,standard_pd,-0.0586,-14.5799
1.535275,filtered_pd,0.2149,-10.8858
1.549495,standard_pd,-0.0575,-14.6592
1.549495,filtered_pd,0.2195,-10.9643
1.563847,standard_pd,-0.0565,-14.7385
1.563847,filtered_pd,0.2240,-11.0429
1.578331,standard_pd,-0.0554,-14.8178
1.578331,filtered_pd,0.2284,-11.1216
1.592950,standard_pd,-0.0544,-14.8971
1.592950,filtered_pd,0.2327,-11.2005
1.607704,standard_pd,-0.0534,-14.9765
1.607704,filtered_pd,0.2369,-11.2796
1.622595,standard_pd,-0.0525,-15.0558
1.622595,filtered_pd,0.2411,-11.3587
1.637624,standard_pd,-0.0515,-15.1352
1.637624,filtered_pd,0.2451,-11.4381
1.652792,standard_pd,-0.0506,-15.2145
1.652792,filtered_pd,0.2491,-11.5175
1.668101,standard_pd,-0.0496,-15.2939
1.668101,filtered_pd,0.2530,-11.5971
1.683551,standard_pd,-0.0487,-15.3733
1.683551,filtered_pd,0.2568,-11.6768
1.699144,standard_pd,-0.0478,-15.4527
1.699144,filtered_pd,0.2605,-11.7567
1.714882,standard_pd,-0.0470,-15.5321
1.714882,filtered_pd,0.2642,-11.8367
1.730766,standard_pd,-0.0461,-15.6116
1.730766,filtered_pd,0.2678,-11.9169
1.746796,standard_pd,-0.0453,-15.6910
1.746796,filtered_pd,0.2713,-11.9971
1.762975,standard_pd,-0.0444,-15.7705
1.762975,filtered_pd,0.2747,-12.0776
1.779304,standard_pd,-0.0436,-15.8499
1.779304,filtered_pd,0.2780,-12.1581
1.795785,standard_pd,-0.0428,-15.9294
1.795785,filtered_pd,0.2813,-12.2388
1.812418,standard_pd,-0.0420,-16.0089
1.812418,filtered_pd,0.2845,-12.3197
1.829205,standard_pd,-0.0413,-16.0884
1.829205,filtered_pd,0.2876,-12.4006
1.846147,standard_pd,-0.0405,-16.1679
1.846147,filtered_pd,0.2907,-12.4818
1.863246,standard_pd,-0.0398,-16.2474
1.863246,filtered_pd,0.2937,-12.5630
1.880504,standard_pd,-0.0390,-16.3270
1.880504,filtered_pd,0.2966,-12.6444
1.897922,standard_pd,-0.0383,-16.4065
1.897922,filtered_pd,0.2995,-12.7259
1.915501,standard_pd,-0.0376,-16.4861
1.915501,filtered_pd,0.3023,-12.8076
1.933242,standard_pd,-0.0369,-16.5656
1.933242,filtered_pd,0.3050,-12.8894
1.951148,standard_pd,-0.0363,-16.6452
1.951148,filtered_pd,0.3076,-12.9714
1.969220,standard_pd,-0.0356,-16.7248
1.969220,filtered_pd,0.3102,-13.0535
1.987460,standard_pd,-0.0349,-16.8044
1.987460,filtered_pd,0.3128,-13.1357
2.005868,standard_pd,-0.0343,-16.8840
2.005868,filtered_pd,0.3152,-13.2181
2.024447,standard_pd,-0.0337,-16.9636
2.024447,filtered_pd,0.3176,-13.3006
2.043197,standard_pd,-0.0331,-17.0432
2.043197,filtered_pd,0.3200,-13.3833
2.062122,standard_pd,-0.0325,-17.1228
2.062122,filtered_pd,0.3222,-13.4661
2.081222,standard_pd,-0.0319,-17.2025
2.081222,filtered_pd,0.3245,-13.5491
2.100498,standard_pd,-0.0313,-17.2821
2.100498,filtered_pd,0.3266,-13.6322
2.119953,standard_pd,-0.0307,-17.3618
2.119953,filtered_pd,0.3287,-13.7154
2.139589,standard_pd,-0.0301,-17.4414
2.139589,filtered_pd,0.3308,-13.7988
2.159406,standard_pd,-0.0296,-17.5211
2.159406,filtered_pd,0.3328,-13.8824
2.179407,standard_pd,-0.0291,-17.6008
2.179407,filtered_pd,0.3347,-13.9661
2.199593,standard_pd,-0.0285,-17.6804
2.199593,filtered_pd,0.3366,-14.0499
2.219966,standard_pd,-0.0280,-17.7601
2.219966,filtered_pd,0.3384,-14.1339
2.240528,standard_pd,-0.0275,-17.8398
2.240528,filtered_pd,0.3402,-14.2180
2.261280,standard_pd,-0.0270,-17.9195
2.261280,filtered_pd,0.3419,-14.3023
2.282224,standard_pd,-0.0265,-17.9992
2.282224,filtered_pd,0.3435,-14.3868
2.303363,standard_pd,-0.0260,-18.0789
2.303363,filtered_pd,0.3451,-14.4714
2.324697,standard_pd,-0.0255,-18.1587
2.324697,filtered_pd,0.3467,-14.5561
2.346229,standard_pd,-0.0251,-18.2384
2.346229,filtered_pd,0.3482,-14.6410
2.367960,standard_pd,-0.0246,-18.3181
2.367960,filtered_pd,0.3497,-14.7261
2.389893,standard_pd,-0.0242,-18.3979
2.389893,filtered_pd,0.3511,-14.8114
2.412028,standard_pd,-0.0237,-18.4776
2.412028,filtered_pd,0.3524,-14.8967
2.434369,standard_pd,-0.0233,-18.5574
2.434369,filtered_pd,0.3537,-14.9823
2.456916,standard_pd,-0.0229,-18.6371
2.456916,filtered_pd,0.3550,-15.0680
2.479673,standard_pd,-0.0224,-18.7169
2.479673,filtered_pd,0.3562,-15.1539
2.502640,standard_pd,-0.0220,-18.7967
2.502640,filtered_pd,0.3573,-15.2399
2.525820,standard_pd,-0.0216,-18.8764
2.525820,filtered_pd,0.3585,-15.3261
2.549215,standard_pd,-0.0212,-18.9562
2.549215,filtered_pd,0.3595,-15.4125
2.572826,standard_pd,-0.0208,-19.0360
2.572826,filtered_pd,0.3606,-15.4991
