time_s,method,displacement_m
59.830000,unshaped,2.492405e-04
59.840000,unshaped,2.269957e-04
59.850000,unshaped,2.054787e-04
59.860000,unshaped,1.847218e-04
59.870000,unshaped,1.647579e-04
59.880000,unshaped,1.456203e-04
59.890000,unshaped,1.273428e-04
59.900000,unshaped,1.099596e-04
59.910000,unshaped,9.350548e-05
59.920000,unshaped,7.801550e-05
59.930000,unshaped,6.352517e-05
59.940000,unshaped,5.007028e-05
59.950000,unshaped,3.768693e-05
59.960000,unshaped,2.641140e-05
59.970000,unshaped,1.628015e-05
59.980000,unshaped,7.329705e-06
59.990000,unshaped,-4.034021e-07
60.000000,unshaped,-6.882706e-06
0.000000,fourth,5.342203e-04
0.010000,fourth,5.525185e-04
0.020000,fourth,5.710472e-04
0.030000,fourth,5.898043e-04
0.040000,fourth,6.087865e-04
0.050000,fourth,6.279896e-04
0.060000,fourth,6.474080e-04
0.070000,fourth,6.670356e-04
0.080000,fourth,6.868647e-04
0.090000,fourth,7.068871e-04
0.100000,fourth,7.270937e-04
0.110000,fourth,7.474743e-04
0.120000,fourth,7.680182e-04
0.130000,fourth,7.887138e-04
0.140000,fourth,8.095490e-04
0.150000,fourth,8.305110e-04
0.160000,fourth,8.515864e-04
0.170000,fourth,8.727616e-04
0.180000,fourth,8.940224e-04
0.190000,fourth,9.153543e-04
0.200000,fourth,9.367426e-04
0.210000,fourth,9.581724e-04
0.220000,fourth,9.796287e-04
0.230000,fourth,1.001096e-03
0.240000,fourth,1.022560e-03
0.250000,fourth,1.044005e-03
0.260000,fourth,1.065416e-03
0.270000,fourth,1.086779e-03
0.280000,fourth,1.108078e-03
0.290000,fourth,1.129300e-03
0.300000,fourth,1.150430e-03
0.310000,fourth,1.171456e-03
0.320000,fourth,1.192362e-03
0.330000,fourth,1.213137e-03
0.340000,fourth,1.233768e-03
0.350000,fourth,1.254242e-03
0.360000,fourth,1.274548e-03
0.370000,fourth,1.294675e-03
0.380000,fourth,1.314612e-03
0.390000,fourth,1.334347e-03
0.400000,fourth,1.353872e-03
0.410000,fourth,1.373176e-03
0.420000,fourth,1.392250e-03
0.430000,fourth,1.411085e-03
0.440000,fourth,1.429673e-03
0.450000,fourth,1.448004e-03
0.460000,fourth,1.466072e-03
0.470000,fourth,1.483867e-03
0.480000,fourth,1.501383e-03
0.490000,fourth,1.518611e-03
0.500000,fourth,1.535544e-03
0.510000,fourth,1.552175e-03
0.520000,fourth,1.568495e-03
0.530000,fourth,1.584497e-03
0.540000,fourth,1.600174e-03
0.550000,fourth,1.615518e-03
0.560000,fourth,1.630519e-03
0.570000,fourth,1.645171e-03
0.580000,fourth,1.659463e-03
0.590000,fourth,1.673388e-03
0.600000,fourth,1.686935e-03
0.610000,fourth,1.700095e-03
0.620000,fourth,1.712857e-03
0.630000,fourth,1.725210e-03
0.640000,fourth,1.737144e-03
0.650000,fourth,1.748645e-03
0.660000,fourth,1.759702e-03
0.670000,fourth,1.770301e-03
0.680000,fourth,1.780428e-03
0.690000,fourth,1.790070e-03
0.700000,fourth,1.799212e-03
0.710000,fourth,1.807837e-03
0.720000,fourth,1.815930e-03
0.730000,fourth,1.823475e-03
0.740000,fourth,1.830454e-03
0.750000,fourth,1.836850e-03
0.760000,fourth,1.842644e-03
0.770000,fourth,1.847819e-03
0.780000,fourth,1.852355e-03
0.790000,fourth,1.856237e-03
0.800000,fourth,1.859448e-03
0.810000,fourth,1.861972e-03
0.820000,fourth,1.863796e-03
0.830000,fourth,1.864904e-03
0.840000,fourth,1.865285e-03
0.850000,fourth,1.864927e-03
0.860000,fourth,1.863818e-03
0.870000,fourth,1.861949e-03
0.880000,fourth,1.859311e-03
0.890000,fourth,1.855895e-03
0.900000,fourth,1.851696e-03
0.910000,fourth,1.846705e-03
0.920000,fourth,1.840919e-03
0.930000,fourth,1.834334e-03
0.940000,fourth,1.826946e-03
0.950000,fourth,1.818752e-03
0.960000,fourth,1.809752e-03
0.970000,fourth,1.799946e-03
0.980000,fourth,1.789333e-03
0.990000,fourth,1.777916e-03
1.000000,fourth,1.765696e-03
1.010000,fourth,1.752676e-03
1.020000,fourth,1.738861e-03
1.030000,fourth,1.724255e-03
1.040000,fourth,1.708864e-03
1.050000,fourth,1.692692e-03
1.060000,fourth,1.675748e-03
1.070000,fourth,1.658039e-03
1.080000,fourth,1.639572e-03
1.090000,fourth,1.620356e-03
1.100000,fourth,1.600400e-03
1.110000,fourth,1.579713e-03
1.120000,fourth,1.558306e-03
1.130000,fourth,1.536190e-03
1.140000,fourth,1.513373e-03
1.150000,fourth,1.489869e-03
1.160000,fourth,1.465689e-03
1.170000,fourth,1.440843e-03
1.180000,fourth,1.415345e-03
1.190000,fourth,1.389206e-03
1.200000,fourth,1.362439e-03
1.210000,fourth,1.335058e-03
1.220000,fourth,1.307073e-03
1.230000,fourth,1.278500e-03
1.240000,fourth,1.249351e-03
1.250000,fourth,1.219639e-03
1.260000,fourth,1.189378e-03
1.270000,fourth,1.158581e-03
1.280000,fourth,1.127263e-03
1.290000,fourth,1.095437e-03
1.300000,fourth,1.063116e-03
1.310000,fourth,1.030315e-03
1.320000,fourth,9.970489e-04
1.330000,fourth,9.633308e-04
1.340000,fourth,9.291753e-04
1.350000,fourth,8.945971e-04
1.360000,fourth,8.596108e-04
1.370000,fourth,8.242312e-04
1.380000,fourth,7.884732e-04
1.390000,fourth,7.523520e-04
1.400000,fourth,7.158829e-04
1.410000,fourth,6.790814e-04
1.420000,fourth,6.419632e-04
1.430000,fourth,6.045443e-04
1.440000,fourth,5.668410e-04
1.450000,fourth,5.288696e-04
1.460000,fourth,4.906468e-04
1.470000,fourth,4.521898e-04
1.480000,fourth,4.135157e-04
1.490000,fourth,3.746422e-04
1.500000,fourth,3.355871e-04
1.510000,fourth,2.963686e-04
1.520000,fourth,2.570054e-04
1.530000,fourth,2.175162e-04
1.540000,fourth,1.779201e-04
1.550000,fourth,1.382368e-04
1.560000,fourth,9.848594e-05
1.570000,fourth,5.868769e-05
1.580000,fourth,1.886247e-05
1.590000,fourth,-2.096901e-05
1.600000,fourth,-6.078575e-05
1.610000,fourth,-1.005665e-04
1.620000,fourth,-1.402898e-04
1.630000,fourth,-1.799338e-04
1.640000,fourth,-2.194768e-04
1.650000,fourth,-2.588964e-04
1.660000,fourth,-2.981706e-04
1.670000,fourth,-3.372769e-04
1.680000,fourth,-3.761928e-04
1.690000,fourth,-4.148958e-04
1.700000,fourth,-4.533635e-04
1.710000,fourth,-4.915732e-04
1.720000,fourth,-5.295024e-04
1.730000,fourth,-5.671288e-04
1.740000,fourth,-6.044302e-04
1.750000,fourth,-6.413844e-04
1.760000,fourth,-6.779696e-04
1.770000,fourth,-7.141641e-04
1.780000,fourth,-7.499466e-04
1.790000,fourth,-7.852961e-04
1.800000,fourth,-8.201920e-04
1.810000,fourth,-8.546142e-04
1.820000,fourth,-8.885428e-04
1.830000,fourth,-9.219586e-04
1.840000,fourth,-9.548428e-04
1.850000,fourth,-9.871774e-04
1.860000,fourth,-1.018945e-03
1.870000,fourth,-1.050128e-03
1.880000,fourth,-1.080711e-03
1.890000,fourth,-1.110678e-03
1.900000,fourth,-1.140014e-03
1.910000,fourth,-1.168705e-03
1.920000,fourth,-1.196737e-03
1.930000,fourth,-1.224099e-03
1.940000,fourth,-1.250778e-03
1.950000,fourth,-1.276764e-03
1.960000,fourth,-1.302046e-03
1.970000,fourth,-1.326614e-03
1.980000,fourth,-1.350461e-03
1.990000,fourth,-1.373579e-03
2.000000,fourth,-1.395960e-03
2.010000,fourth,-1.417599e-03
2.020000,fourth,-1.438491e-03
2.030000,fourth,-1.458631e-03
2.040000,fourth,-1.478016e-03
2.050000,fourth,-1.496642e-03
2.060000,fourth,-1.514509e-03
2.070000,fourth,-1.531614e-03
2.080000,fourth,-1.547957e-03
2.090000,fourth,-1.563538e-03
2.100000,fourth,-1.578359e-03
2.110000,fourth,-1.592420e-03
2.120000,fourth,-1.605724e-03
2.130000,fourth,-1.618274e-03
2.140000,fourth,-1.630074e-03
2.150000,fourth,-1.641127e-03
2.160000,fourth,-1.651437e-03
2.170000,fourth,-1.661011e-03
2.180000,fourth,-1.669853e-03
2.190000,fourth,-1.677971e-03
2.200000,fourth,-1.685369e-03
2.210000,fourth,-1.692056e-03
2.220000,fourth,-1.698038e-03
2.230000,fourth,-1.703324e-03
2.240000,fourth,-1.707921e-03
2.250000,fourth,-1.711839e-03
2.260000,fourth,-1.715085e-03
2.270000,fourth,-1.717669e-03
2.280000,fourth,-1.719600e-03
2.290000,fourth,-1.720888e-03
2.300000,fourth,-1.721543e-03
2.310000,fourth,-1.721575e-03
2.320000,fourth,-1.720995e-03
2.330000,fourth,-1.719813e-03
2.340000,fourth,-1.718040e-03
2.350000,fourth,-1.715688e-03
2.360000,fourth,-1.712768e-03
2.370000,fourth,-1.709291e-03
2.380000,fourth,-1.705270e-03
2.390000,fourth,-1.700717e-03
2.400000,fourth,-1.695645e-03
2.410000,fourth,-1.690065e-03
2.420000,fourth,-1.683992e-03
2.430000,fourth,-1.677438e-03
2.440000,fourth,-1.670418e-03
2.450000,fourth,-1.662944e-03
2.460000,fourth,-1.655032e-03
2.470000,fourth,-1.646696e-03
2.480000,fourth,-1.637951e-03
2.490000,fourth,-1.628813e-03
2.500000,fourth,-1.619296e-03
2.510000,fourth,-1.609417e-03
2.520000,fourth,-1.599188e-03
2.530000,fourth,-1.588624e-03
2.540000,fourth,-1.577738e-03
2.550000,fourth,-1.566542e-03
2.560000,fourth,-1.555047e-03
2.570000,fourth,-1.543265e-03
2.580000,fourth,-1.531206e-03
2.590000,fourth,-1.518881e-03
2.600000,fourth,-1.506298e-03
2.610000,fourth,-1.493468e-03
2.620000,fourth,-1.480400e-03
2.630000,fourth,-1.467102e-03
2.640000,fourth,-1.453582e-03
2.650000,fourth,-1.439851e-03
2.660000,fourth,-1.425915e-03
2.670000,fourth,-1.411784e-03
2.680000,fourth,-1.397465e-03
2.690000,fourth,-1.382968e-03
2.700000,fourth,-1.368300e-03
2.710000,fourth,-1.353471e-03
2.720000,fourth,-1.338490e-03
2.730000,fourth,-1.323365e-03
2.740000,fourth,-1.308107e-03
2.750000,fourth,-1.292725e-03
2.760000,fourth,-1.277230e-03
2.770000,fourth,-1.261631e-03
2.780000,fourth,-1.245940e-03
2.790000,fourth,-1.230168e-03
2.800000,fourth,-1.214327e-03
2.810000,fourth,-1.198429e-03
2.820000,fourth,-1.182485e-03
2.830000,fourth,-1.166509e-03
2.840000,fourth,-1.150513e-03
2.850000,fourth,-1.134512e-03
2.860000,fourth,-1.118518e-03
2.870000,fourth,-1.102546e-03
2.880000,fourth,-1.086609e-03
2.890000,fourth,-1.070723e-03
2.900000,fourth,-1.054900e-03
2.910000,fourth,-1.039156e-03
2.920000,fourth,-1.023504e-03
2.930000,fourth,-1.007960e-03
2.940000,fourth,-9.925378e-04
2.950000,fourth,-9.772509e-04
2.960000,fourth,-9.621135e-04
2.970000,fourth,-9.471391e-04
2.980000,fourth,-9.323409e-04
2.990000,fourth,-9.177317e-04
3.000000,fourth,-9.033235e-04
3.010000,fourth,-8.891283e-04
3.020000,fourth,-8.751569e-04
3.030000,fourth,-8.614197e-04
3.040000,fourth,-8.479265e-04
3.050000,fourth,-8.346859e-04
3.060000,fourth,-8.217059e-04
3.070000,fourth,-8.089935e-04
3.080000,fourth,-7.965549e-04
3.090000,fourth,-7.843951e-04
3.100000,fourth,-7.725181e-04
3.110000,fourth,-7.609269e-04
3.120000,fourth,-7.496234e-04
3.130000,fourth,-7.386083e-04
3.140000,fourth,-7.278812e-04
3.150000,fourth,-7.174407e-04
3.160000,fourth,-7.072839e-04
3.170000,fourth,-6.974071e-04
3.180000,fourth,-6.878052e-04
3.190000,fourth,-6.784722e-04
3.200000,fourth,-6.694007e-04
3.210000,fourth,-6.605823e-04
3.220000,fourth,-6.520078e-04
3.230000,fourth,-6.436665e-04
3.240000,fourth,-6.355471e-04
3.250000,fourth,-6.276370e-04
3.260000,fourth,-6.199230e-04
3.270000,fourth,-6.123911e-04
3.280000,fourth,-6.050272e-04
3.290000,fourth,-5.978181e-04
3.300000,fourth,-5.907506e-04
3.310000,fourth,-5.838121e-04
3.320000,fourth,-5.769905e-04
3.330000,fourth,-5.702742e-04
3.340000,fourth,-5.636524e-04
3.350000,fourth,-5.571146e-04
3.360000,fourth,-5.506511e-04
3.370000,fourth,-5.442527e-04
3.380000,fourth,-5.379110e-04
3.390000,fourth,-5.316182e-04
3.400000,fourth,-5.253672e-04
3.410000,fourth,-5.191514e-04
3.420000,fourth,-5.129650e-04
3.430000,fourth,-5.068029e-04
3.440000,fourth,-5.006604e-04
3.450000,fourth,-4.945337e-04
3.460000,fourth,-4.884194e-04
3.470000,fourth,-4.823146e-04
3.480000,fourth,-4.762171e-04
3.490000,fourth,-4.701251e-04
3.500000,fourth,-4.640372e-04
3.510000,fourth,-4.579526e-04
3.520000,fourth,-4.518707e-04
3.530000,fourth,-4.457913e-04
3.540000,fourth,-4.397143e-04
3.550000,fourth,-4.336403e-04
3.560000,fourth,-4.275695e-04
3.570000,fourth,-4.215026e-04
3.580000,fourth,-4.154403e-04
3.590000,fourth,-4.093835e-04
3.600000,fourth,-4.033327e-04
3.610000,fourth,-3.972887e-04
3.620000,fourth,-3.912521e-04
3.630000,fourth,-3.852233e-04
3.640000,fourth,-3.792027e-04
3.650000,fourth,-3.731902e-04
3.660000,fourth,-3.671856e-04
3.670000,fourth,-3.611885e-04
3.680000,fourth,-3.551980e-04
3.690000,fourth,-3.492131e-04
3.700000,fourth,-3.432322e-04
3.710000,fourth,-3.372534e-04
3.720000,fourth,-3.312746e-04
3.730000,fourth,-3.252929e-04
3.740000,fourth,-3.193055e-04
3.750000,fourth,-3.133087e-04
3.760000,fourth,-3.072989e-04
3.770000,fourth,-3.012716e-04
3.780000,fourth,-2.952224e-04
3.790000,fourth,-2.891462e-04
3.800000,fourth,-2.830378e-04
3.810000,fourth,-2.768915e-04
3.820000,fourth,-2.707014e-04
3.830000,fourth,-2.644614e-04
3.840000,fourth,-2.581652e-04
3.850000,fourth,-2.518061e-04
3.860000,fourth,-2.453776e-04
3.870000,fourth,-2.388728e-04
3.880000,fourth,-2.322850e-04
3.890000,fourth,-2.256073e-04
3.900000,fourth,-2.188330e-04
3.910000,fourth,-2.119554e-04
3.920000,fourth,-2.049680e-04
3.930000,fourth,-1.978643e-04
3.940000,fourth,-1.906384e-04
3.950000,fourth,-1.832843e-04
3.960000,fourth,-1.757966e-04
3.970000,fourth,-1.681702e-04
3.980000,fourth,-1.604003e-04
3.990000,fourth,-1.524828e-04
4.000000,fourth,-1.444138e-04
4.010000,fourth,-1.361901e-04
4.020000,fourth,-1.278092e-04
4.030000,fourth,-1.192689e-04
4.040000,fourth,-1.105678e-04
4.050000,fourth,-1.017051e-04
4.060000,fourth,-9.268060e-05
4.070000,fourth,-8.349492e-05
4.080000,fourth,-7.414921e-05
4.090000,fourth,-6.464538e-05
4.100000,fourth,-5.498600e-05
4.110000,fourth,-4.517431e-05
4.120000,fourth,-3.521424e-05
4.130000,fourth,-2.511039e-05
4.140000,fourth,-1.486799e-05
4.150000,fourth,-4.492887e-06
4.160000,fourth,6.008453e-06
4.170000,fourth,1.662900e-05
4.180000,fourth,2.736120e-05
4.190000,fourth,3.819697e-05
4.200000,fourth,4.912777e-05
4.210000,fourth,6.014464e-05
4.220000,fourth,7.123824e-05
4.230000,fourth,8.239887e-05
4.240000,fourth,9.361657e-05
4.250000,fourth,1.048811e-04
4.260000,fourth,1.161821e-04
4.270000,fourth,1.275090e-04
4.280000,fourth,1.388511e-04
4.290000,fourth,1.501977e-04
4.300000,fourth,1.615383e-04
4.310000,fourth,1.728622e-04
4.320000,fourth,1.841588e-04
4.330000,fourth,1.954178e-04
4.340000,fourth,2.066292e-04
4.350000,fourth,2.177829e-04
4.360000,fourth,2.288694e-04
4.370000,fourth,2.398794e-04
4.380000,fourth,2.508040e-04
4.390000,fourth,2.616345e-04
4.400000,fourth,2.723630e-04
4.410000,fourth,2.829816e-04
4.420000,fourth,2.934833e-04
4.430000,fourth,3.038613e-04
4.440000,fourth,3.141093e-04
4.450000,fourth,3.242217e-04
4.460000,fourth,3.341932e-04
4.470000,fourth,3.440193e-04
4.480000,fourth,3.536956e-04
4.490000,fourth,3.632185e-04
4.500000,fourth,3.725850e-04
4.510000,fourth,3.817922e-04
4.520000,fourth,3.908380e-04
4.530000,fourth,3.997206e-04
4.540000,fourth,4.084388e-04
4.550000,fourth,4.169914e-04
4.560000,fourth,4.253780e-04
4.570000,fourth,4.335983e-04
4.580000,fourth,4.416523e-04
4.590000,fourth,4.495403e-04
4.600000,fourth,4.572630e-04
4.610000,fourth,4.648209e-04
4.620000,fourth,4.722151e-04
4.630000,fourth,4.794463e-04
4.640000,fourth,4.865158e-04
4.650000,fourth,4.934245e-04
4.660000,fourth,5.001735e-04
4.670000,fourth,5.067637e-04
4.680000,fourth,5.131962e-04
4.690000,fourth,5.194716e-04
4.700000,fourth,5.255905e-04
4.710000,fourth,5.315535e-04
4.720000,fourth,5.373605e-04
4.730000,fourth,5.430116e-04
4.740000,fourth,5.485065e-04
4.750000,fourth,5.538444e-04
4.760000,fourth,5.590243e-04
4.770000,fourth,5.640450e-04
4.780000,fourth,5.689048e-04
4.790000,fourth,5.736017e-04
4.800000,fourth,5.781333e-04
4.810000,fourth,5.824967e-04
4.820000,fourth,5.866890e-04
4.830000,fourth,5.907067e-04
4.840000,fourth,5.945459e-04
4.850000,fourth,5.982025e-04
4.860000,fourth,6.016721e-04
4.870000,fourth,6.049500e-04
4.880000,fourth,6.080310e-04
4.890000,fourth,6.109101e-04
4.900000,fourth,6.135816e-04
4.910000,fourth,6.160401e-04
4.920000,fourth,6.182796e-04
4.930000,fourth,6.202943e-04
4.940000,fourth,6.220782e-04
4.950000,fourth,6.236255e-04
4.960000,fourth,6.249299e-04
4.970000,fourth,6.259857e-04
4.980000,fourth,6.267870e-04
4.990000,fourth,6.273282e-04
5.000000,fourth,6.276036e-04
5.010000,fourth,6.276081e-04
5.020000,fourth,6.273366e-04
5.030000,fourth,6.267844e-04
5.040000,fourth,6.259471e-04
5.050000,fourth,6.248208e-04
5.060000,fourth,6.234018e-04
5.070000,fourth,6.216871e-04
5.080000,fourth,6.196740e-04
5.090000,fourth,6.173603e-04
5.100000,fourth,6.147446e-04
5.110000,fourth,6.118258e-04
5.120000,fourth,6.086033e-04
5.130000,fourth,6.050773e-04
5.140000,fourth,6.012486e-04
5.150000,fourth,5.971185e-04
5.160000,fourth,5.926889e-04
5.170000,fourth,5.879624e-04
5.180000,fourth,5.829421e-04
5.190000,fourth,5.776318e-04
5.200000,fourth,5.720360e-04
5.210000,fourth,5.661594e-04
5.220000,fourth,5.600076e-04
5.230000,fourth,5.535867e-04
5.240000,fourth,5.469032e-04
5.250000,fourth,5.399641e-04
5.260000,fourth,5.327769e-04
5.270000,fourth,5.253496e-04
5.280000,fourth,5.176904e-04
5.290000,fourth,5.098079e-04
5.300000,fourth,5.017112e-04
5.310000,fourth,4.934095e-04
5.320000,fourth,4.849123e-04
5.330000,fourth,4.762292e-04
5.340000,fourth,4.673700e-04
5.350000,fourth,4.583446e-04
5.360000,fourth,4.491630e-04
5.370000,fourth,4.398352e-04
5.380000,fourth,4.303711e-04
5.390000,fourth,4.207807e-04
5.400000,fourth,4.110736e-04
5.410000,fourth,4.012596e-04
5.420000,fourth,3.913482e-04
5.430000,fourth,3.813485e-04
5.440000,fourth,3.712695e-04
5.450000,fourth,3.611201e-04
5.460000,fourth,3.509086e-04
5.470000,fourth,3.406431e-04
5.480000,fourth,3.303313e-04
5.490000,fourth,3.199807e-04
5.500000,fourth,3.095983e-04
5.510000,fourth,2.991906e-04
5.520000,fourth,2.887640e-04
5.530000,fourth,2.783241e-04
5.540000,fourth,2.678765e-04
5.550000,fourth,2.574262e-04
5.560000,fourth,2.469777e-04
5.570000,fourth,2.365354e-04
5.580000,fourth,2.261031e-04
5.590000,fourth,2.156843e-04
5.600000,fourth,2.052822e-04
5.610000,fourth,1.948997e-04
5.620000,fourth,1.845393e-04
5.630000,fourth,1.742034e-04
5.640000,fourth,1.638941e-04
5.650000,fourth,1.536131e-04
5.660000,fourth,1.433621e-04
5.670000,fourth,1.331428e-04
5.680000,fourth,1.229564e-04
5.690000,fourth,1.128044e-04
5.700000,fourth,1.026881e-04
5.710000,fourth,9.260866e-05
5.720000,fourth,8.256745e-05
5.730000,fourth,7.256582e-05
5.740000,fourth,6.260521e-05
5.750000,fourth,5.268719e-05
5.760000,fourth,4.281347e-05
5.770000,fourth,3.298593e-05
5.780000,fourth,2.320668e-05
5.790000,fourth,1.347804e-05
5.800000,fourth,3.802569e-06
5.810000,fourth,-5.816874e-06
5.820000,fourth,-1.537716e-05
5.830000,fourth,-2.487487e-05
5.840000,fourth,-3.430624e-05
5.850000,fourth,-4.366722e-05
5.860000,fourth,-5.295342e-05
5.870000,fourth,-6.216010e-05
5.880000,fourth,-7.128224e-05
5.890000,fourth,-8.031446e-05
5.900000,fourth,-8.925108e-05
5.910000,fourth,-9.808611e-05
5.920000,fourth,-1.068133e-04
5.930000,fourth,-1.154261e-04
5.940000,fourth,-1.239177e-04
5.950000,fourth,-1.322810e-04
5.960000,fourth,-1.405089e-04
5.970000,fourth,-1.485940e-04
5.980000,fourth,-1.565286e-04
5.990000,fourth,-1.643051e-04
6.000000,fourth,-1.719158e-04
6.010000,fourth,-1.793529e-04
6.020000,fourth,-1.866085e-04
6.030000,fourth,-1.936748e-04
6.040000,fourth,-2.005442e-04
6.050000,fourth,-2.072089e-04
6.060000,fourth,-2.136616e-04
6.070000,fourth,-2.198949e-04
6.080000,fourth,-2.259017e-04
6.090000,fourth,-2.316752e-04
6.100000,fourth,-2.372087e-04
6.110000,fourth,-2.424961e-04
6.120000,fourth,-2.475315e-04
6.130000,fourth,-2.523093e-04
6.140000,fourth,-2.568245e-04
6.150000,fourth,-2.610725e-04
6.160000,fourth,-2.650490e-04
6.170000,fourth,-2.687503e-04
6.180000,fourth,-2.721732e-04
6.190000,fourth,-2.753151e-04
6.200000,fourth,-2.781738e-04
6.210000,fourth,-2.807478e-04
6.220000,fourth,-2.830359e-04
6.230000,fourth,-2.850377e-04
6.240000,fourth,-2.867532e-04
6.250000,fourth,-2.881830e-04
6.260000,fourth,-2.893284e-04
6.270000,fourth,-2.901910e-04
6.280000,fourth,-2.907730e-04
6.290000,fourth,-2.910771e-04
6.300000,fourth,-2.911066e-04
6.310000,fourth,-2.908652e-04
6.320000,fourth,-2.903570e-04
6.330000,fourth,-2.895865e-04
6.340000,fourth,-2.885587e-04
6.350000,fourth,-2.872790e-04
6.360000,fourth,-2.857530e-04
6.370000,fourth,-2.839865e-04
6.380000,fourth,-2.819860e-04
6.390000,fourth,-2.797577e-04
6.400000,fourth,-2.773084e-04
6.410000,fourth,-2.746448e-04
6.420000,fourth,-2.717739e-04
6.430000,fourth,-2.687027e-04
6.440000,fourth,-2.654383e-04
6.450000,fourth,-2.619877e-04
6.460000,fourth,-2.583581e-04
6.470000,fourth,-2.545563e-04
6.480000,fourth,-2.505895e-04
6.490000,fourth,-2.464643e-04
6.500000,fourth,-2.421875e-04
6.510000,fourth,-2.377656e-04
6.520000,fourth,-2.332049e-04
6.530000,fourth,-2.285115e-04
6.540000,fourth,-2.236913e-04
6.550000,fourth,-2.187499e-04
6.560000,fourth,-2.136927e-04
6.570000,fourth,-2.085248e-04
6.580000,fourth,-2.032511e-04
6.590000,fourth,-1.978759e-04
6.600000,fourth,-1.924037e-04
6.610000,fourth,-1.868383e-04
6.620000,fourth,-1.811834e-04
6.630000,fourth,-1.754424e-04
6.640000,fourth,-1.696184e-04
6.650000,fourth,-1.637143e-04
6.660000,fourth,-1.577327e-04
6.670000,fourth,-1.516760e-04
6.680000,fourth,-1.455464e-04
6.690000,fourth,-1.393458e-04
6.700000,fourth,-1.330762e-04
6.710000,fourth,-1.267392e-04
6.720000,fourth,-1.203363e-04
6.730000,fourth,-1.138691e-04
6.740000,fourth,-1.073390e-04
6.750000,fourth,-1.007473e-04
6.760000,fourth,-9.409555e-05
6.770000,fourth,-8.738501e-05
6.780000,fourth,-8.061719e-05
6.790000,fourth,-7.379362e-05
6.800000,fourth,-6.691597e-05
6.810000,fourth,-5.998600e-05
6.820000,fourth,-5.300566e-05
6.830000,fourth,-4.597710e-05
6.840000,fourth,-3.890264e-05
6.850000,fourth,-3.178487e-05
6.860000,fourth,-2.462660e-05
6.870000,fourth,-1.743093e-05
6.880000,fourth,-1.020124e-05
6.890000,fourth,-2.941197e-06
6.900000,fourth,4.345217e-06
6.910000,fourth,1.165370e-05
6.920000,fourth,1.897965e-05
6.930000,fourth,2.631812e-05
6.940000,fourth,3.366384e-05
6.950000,fourth,4.101123e-05
6.960000,fourth,4.835440e-05
6.970000,fourth,5.568715e-05
6.980000,fourth,6.300297e-05
6.990000,fourth,7.029510e-05
7.000000,fourth,7.755648e-05
7.010000,fourth,8.477985e-05
7.020000,fourth,9.195767e-05
7.030000,fourth,9.908225e-05
7.040000,fourth,1.061457e-04
7.050000,fourth,1.131400e-04
7.060000,fourth,1.200570e-04
7.070000,fourth,1.268884e-04
7.080000,fourth,1.336259e-04
7.090000,fourth,1.402612e-04
7.100000,fourth,1.467861e-04
7.110000,fourth,1.531921e-04
7.120000,fourth,1.594712e-04
7.130000,fourth,1.656152e-04
7.140000,fourth,1.716161e-04
7.150000,fourth,1.774662e-04
7.160000,fourth,1.831579e-04
7.170000,fourth,1.886839e-04
7.180000,fourth,1.940372e-04
7.190000,fourth,1.992109e-04
7.200000,fourth,2.041986e-04
7.210000,fourth,2.089943e-04
7.220000,fourth,2.135922e-04
7.230000,fourth,2.179870e-04
7.240000,fourth,2.221739e-04
7.250000,fourth,2.261483e-04
7.260000,fourth,2.299062e-04
7.270000,fourth,2.334442e-04
7.280000,fourth,2.367590e-04
7.290000,fourth,2.398481e-04
7.300000,fourth,2.427094e-04
7.310000,fourth,2.453411e-04
7.320000,fourth,2.477422e-04
7.330000,fourth,2.499118e-04
7.340000,fourth,2.518497e-04
7.350000,fourth,2.535562e-04
7.360000,fourth,2.550319e-04
7.370000,fourth,2.562778e-04
7.380000,fourth,2.572955e-04
7.390000,fourth,2.580868e-04
7.400000,fourth,2.586540e-04
7.410000,fourth,2.589996e-04
7.420000,fourth,2.591266e-04
7.430000,fourth,2.590382e-04
7.440000,fourth,2.587378e-04
7.450000,fourth,2.582292e-04
7.460000,fourth,2.575162e-04
7.470000,fourth,2.566031e-04
7.480000,fourth,2.554940e-04
7.490000,fourth,2.541933e-04
7.500000,fourth,2.527055e-04
7.510000,fourth,2.510352e-04
7.520000,fourth,2.491868e-04
7.530000,fourth,2.471650e-04
7.540000,fourth,2.449743e-04
7.550000,fourth,2.426192e-04
7.560000,fourth,2.401042e-04
7.570000,fourth,2.374335e-04
7.580000,fourth,2.346115e-04
7.590000,fourth,2.316421e-04
7.600000,fourth,2.285294e-04
7.610000,fourth,2.252770e-04
7.620000,fourth,2.218886e-04
7.630000,fourth,2.183675e-04
7.640000,fourth,2.147171e-04
7.650000,fourth,2.109402e-04
7.660000,fourth,2.070397e-04
7.670000,fourth,2.030182e-04
7.680000,fourth,1.988780e-04
7.690000,fourth,1.946213e-04
7.700000,fourth,1.902501e-04
7.710000,fourth,1.857663e-04
7.720000,fourth,1.811715e-04
7.730000,fourth,1.764671e-04
7.740000,fourth,1.716544e-04
7.750000,fourth,1.667348e-04
7.760000,fourth,1.617092e-04
7.770000,fourth,1.565787e-04
7.780000,fourth,1.513442e-04
7.790000,fourth,1.460067e-04
7.800000,fourth,1.405669e-04
7.810000,fourth,1.350258e-04
