time_s,method,displacement_m
26.530000,unshaped,-1.276090e-03
26.540000,unshaped,-1.481956e-03
26.550000,unshaped,-1.685936e-03
26.560000,unshaped,-1.888208e-03
26.570000,unshaped,-2.088953e-03
26.580000,unshaped,-2.288357e-03
26.590000,unshaped,-2.486600e-03
26.600000,unshaped,-2.683859e-03
26.610000,unshaped,-2.880307e-03
26.620000,unshaped,-3.076104e-03
26.630000,unshaped,-3.271402e-03
26.640000,unshaped,-3.466337e-03
26.650000,unshaped,-3.661030e-03
26.660000,unshaped,-3.855583e-03
26.670000,unshaped,-4.050080e-03
26.680000,unshaped,-4.244583e-03
26.690000,unshaped,-4.439130e-03
26.700000,unshaped,-4.633738e-03
26.710000,unshaped,-4.828395e-03
26.720000,unshaped,-5.023065e-03
26.730000,unshaped,-5.217686e-03
26.740000,unshaped,-5.412168e-03
26.750000,unshaped,-5.606393e-03
26.760000,unshaped,-5.800219e-03
26.770000,unshaped,-5.993473e-03
26.780000,unshaped,-6.185960e-03
26.790000,unshaped,-6.377455e-03
26.800000,unshaped,-6.567713e-03
26.810000,unshaped,-6.756462e-03
26.820000,unshaped,-6.943411e-03
26.830000,unshaped,-7.128246e-03
26.840000,unshaped,-7.310637e-03
26.850000,unshaped,-7.490234e-03
26.860000,unshaped,-7.666676e-03
26.870000,unshaped,-7.839588e-03
26.880000,unshaped,-8.008584e-03
26.890000,unshaped,-8.173272e-03
26.900000,unshaped,-8.333254e-03
26.910000,unshaped,-8.488129e-03
26.920000,unshaped,-8.637498e-03
26.930000,unshaped,-8.780963e-03
26.940000,unshaped,-8.918131e-03
26.950000,unshaped,-9.048619e-03
26.960000,unshaped,-9.172052e-03
26.970000,unshaped,-9.288069e-03
26.980000,unshaped,-9.396325e-03
26.990000,unshaped,-9.496493e-03
27.000000,unshaped,-9.588264e-03
27.010000,unshaped,-9.671354e-03
27.020000,unshaped,-9.745499e-03
27.030000,unshaped,-9.810466e-03
27.040000,unshaped,-9.866044e-03
27.050000,unshaped,-9.912055e-03
27.060000,unshaped,-9.948349e-03
27.070000,unshaped,-9.974808e-03
27.080000,unshaped,-9.991343e-03
27.090000,unshaped,-9.997902e-03
27.100000,unshaped,-9.994463e-03
27.110000,unshaped,-9.981036e-03
27.120000,unshaped,-9.957667e-03
27.130000,unshaped,-9.924430e-03
27.140000,unshaped,-9.881436e-03
27.150000,unshaped,-9.828822e-03
27.160000,unshaped,-9.766760e-03
27.170000,unshaped,-9.695448e-03
27.180000,unshaped,-9.615113e-03
27.190000,unshaped,-9.526006e-03
27.200000,unshaped,-9.428405e-03
27.210000,unshaped,-9.322609e-03
27.220000,unshaped,-9.208938e-03
27.230000,unshaped,-9.087730e-03
27.240000,unshaped,-8.959340e-03
27.250000,unshaped,-8.824136e-03
27.260000,unshaped,-8.682497e-03
27.270000,unshaped,-8.534812e-03
27.280000,unshaped,-8.381475e-03
27.290000,unshaped,-8.222884e-03
27.300000,unshaped,-8.059440e-03
27.310000,unshaped,-7.891541e-03
27.320000,unshaped,-7.719583e-03
27.330000,unshaped,-7.543955e-03
27.340000,unshaped,-7.365036e-03
27.350000,unshaped,-7.183199e-03
27.360000,unshaped,-6.998800e-03
27.370000,unshaped,-6.812182e-03
27.380000,unshaped,-6.623671e-03
27.390000,unshaped,-6.433577e-03
27.400000,unshaped,-6.242188e-03
27.410000,unshaped,-6.049771e-03
27.420000,unshaped,-5.856573e-03
27.430000,unshaped,-5.662814e-03
27.440000,unshaped,-5.468695e-03
27.450000,unshaped,-5.274389e-03
27.460000,unshaped,-5.080045e-03
27.470000,unshaped,-4.885787e-03
27.480000,unshaped,-4.691716e-03
27.490000,unshaped,-4.497906e-03
27.500000,unshaped,-4.304408e-03
27.510000,unshaped,-4.111250e-03
27.520000,unshaped,-3.918437e-03
27.530000,unshaped,-3.725952e-03
27.540000,unshaped,-3.533758e-03
27.550000,unshaped,-3.341802e-03
27.560000,unshaped,-3.150010e-03
27.570000,unshaped,-2.958293e-03
27.580000,unshaped,-2.766551e-03
27.590000,unshaped,-2.574670e-03
27.600000,unshaped,-2.382527e-03
27.610000,unshaped,-2.189991e-03
27.620000,unshaped,-1.996925e-03
27.630000,unshaped,-1.803190e-03
27.640000,unshaped,-1.608645e-03
27.650000,unshaped,-1.413151e-03
27.660000,unshaped,-1.216572e-03
27.670000,unshaped,-1.018777e-03
27.680000,unshaped,-8.196426e-04
27.690000,unshaped,-6.190566e-04
27.700000,unshaped,-4.169173e-04
27.710000,unshaped,-2.131370e-04
27.720000,unshaped,-7.643277e-06
27.730000,unshaped,1.996191e-04
27.740000,unshaped,4.086869e-04
27.750000,unshaped,6.195769e-04
27.760000,unshaped,8.322850e-04
27.770000,unshaped,1.046785e-03
27.780000,unshaped,1.263027e-03
27.790000,unshaped,1.480940e-03
27.800000,unshaped,1.700426e-03
27.810000,unshaped,1.921363e-03
27.820000,unshaped,2.143608e-03
27.830000,unshaped,2.366991e-03
27.840000,unshaped,2.591318e-03
27.850000,unshaped,2.816374e-03
27.860000,unshaped,3.041919e-03
27.870000,unshaped,3.267693e-03
27.880000,unshaped,3.493415e-03
27.890000,unshaped,3.718786e-03
27.900000,unshaped,3.943488e-03
27.910000,unshaped,4.167187e-03
27.920000,unshaped,4.389534e-03
27.930000,unshaped,4.610170e-03
27.940000,unshaped,4.828722e-03
27.950000,unshaped,5.044812e-03
27.960000,unshaped,5.258052e-03
27.970000,unshaped,5.468052e-03
27.980000,unshaped,5.674420e-03
27.990000,unshaped,5.876765e-03
28.000000,unshaped,6.074696e-03
28.010000,unshaped,6.267830e-03
28.020000,unshaped,6.455788e-03
28.030000,unshaped,6.638204e-03
28.040000,unshaped,6.814721e-03
28.050000,unshaped,6.984997e-03
28.060000,unshaped,7.148704e-03
28.070000,unshaped,7.305534e-03
28.080000,unshaped,7.455196e-03
28.090000,unshaped,7.597422e-03
28.100000,unshaped,7.731966e-03
28.110000,unshaped,7.858604e-03
28.120000,unshaped,7.977140e-03
28.130000,unshaped,8.087403e-03
28.140000,unshaped,8.189248e-03
28.150000,unshaped,8.282559e-03
28.160000,unshaped,8.367247e-03
28.170000,unshaped,8.443252e-03
28.180000,unshaped,8.510543e-03
28.190000,unshaped,8.569115e-03
28.200000,unshaped,8.618995e-03
28.210000,unshaped,8.660233e-03
28.220000,unshaped,8.692909e-03
28.230000,unshaped,8.717129e-03
28.240000,unshaped,8.733023e-03
28.250000,unshaped,8.740743e-03
28.260000,unshaped,8.740467e-03
28.270000,unshaped,8.732392e-03
28.280000,unshaped,8.716735e-03
28.290000,unshaped,8.693730e-03
28.300000,unshaped,8.663627e-03
28.310000,unshaped,8.626690e-03
28.320000,unshaped,8.583195e-03
28.330000,unshaped,8.533428e-03
28.340000,unshaped,8.477681e-03
28.350000,unshaped,8.416254e-03
28.360000,unshaped,8.349450e-03
28.370000,unshaped,8.277571e-03
28.380000,unshaped,8.200921e-03
28.390000,unshaped,8.119800e-03
28.400000,unshaped,8.034502e-03
28.410000,unshaped,7.945318e-03
28.420000,unshaped,7.852526e-03
28.430000,unshaped,7.756396e-03
28.440000,unshaped,7.657185e-03
28.450000,unshaped,7.555138e-03
28.460000,unshaped,7.450483e-03
28.470000,unshaped,7.343433e-03
28.480000,unshaped,7.234184e-03
28.490000,unshaped,7.122914e-03
28.500000,unshaped,7.009780e-03
28.510000,unshaped,6.894923e-03
28.520000,unshaped,6.778461e-03
28.530000,unshaped,6.660494e-03
28.540000,unshaped,6.541101e-03
28.550000,unshaped,6.420341e-03
28.560000,unshaped,6.298254e-03
28.570000,unshaped,6.174860e-03
28.580000,unshaped,6.050160e-03
28.590000,unshaped,5.924139e-03
28.600000,unshaped,5.796765e-03
28.610000,unshaped,5.667988e-03
28.620000,unshaped,5.537747e-03
28.630000,unshaped,5.405966e-03
28.640000,unshaped,5.272558e-03
28.650000,unshaped,5.137426e-03
28.660000,unshaped,5.000466e-03
28.670000,unshaped,4.861565e-03
28.680000,unshaped,4.720609e-03
28.690000,unshaped,4.577477e-03
28.700000,unshaped,4.432051e-03
28.710000,unshaped,4.284212e-03
28.720000,unshaped,4.133845e-03
28.730000,unshaped,3.980838e-03
28.740000,unshaped,3.825089e-03
28.750000,unshaped,3.666502e-03
28.760000,unshaped,3.504991e-03
28.770000,unshaped,3.340484e-03
28.780000,unshaped,3.172921e-03
28.790000,unshaped,3.002257e-03
28.800000,unshaped,2.828464e-03
28.810000,unshaped,2.651532e-03
28.820000,unshaped,2.471469e-03
28.830000,unshaped,2.288301e-03
28.840000,unshaped,2.102079e-03
28.850000,unshaped,1.912870e-03
28.860000,unshaped,1.720765e-03
28.870000,unshaped,1.525878e-03
28.880000,unshaped,1.328343e-03
28.890000,unshaped,1.128317e-03
28.900000,unshaped,9.259779e-04
28.910000,unshaped,7.215263e-04
28.920000,unshaped,5.151829e-04
28.930000,unshaped,3.071885e-04
28.940000,unshaped,9.780342e-05
28.950000,unshaped,-1.126938e-04
28.960000,unshaped,-3.240075e-04
28.970000,unshaped,-5.358264e-04
28.980000,unshaped,-7.478245e-04
28.990000,unshaped,-9.596633e-04
29.000000,unshaped,-1.170993e-03
29.010000,unshaped,-1.381454e-03
29.020000,unshaped,-1.590680e-03
29.030000,unshaped,-1.798298e-03
29.040000,unshaped,-2.003932e-03
29.050000,unshaped,-2.207203e-03
29.060000,unshaped,-2.407733e-03
29.070000,unshaped,-2.605146e-03
29.080000,unshaped,-2.799070e-03
29.090000,unshaped,-2.989139e-03
29.100000,unshaped,-3.174996e-03
29.110000,unshaped,-3.356292e-03
29.120000,unshaped,-3.532692e-03
29.130000,unshaped,-3.703871e-03
29.140000,unshaped,-3.869524e-03
29.150000,unshaped,-4.029357e-03
29.160000,unshaped,-4.183098e-03
29.170000,unshaped,-4.330493e-03
29.180000,unshaped,-4.471308e-03
29.190000,unshaped,-4.605331e-03
29.200000,unshaped,-4.732372e-03
29.210000,unshaped,-4.852265e-03
29.220000,unshaped,-4.964865e-03
29.230000,unshaped,-5.070054e-03
29.240000,unshaped,-5.167736e-03
29.250000,unshaped,-5.257840e-03
29.260000,unshaped,-5.340320e-03
29.270000,unshaped,-5.415152e-03
29.280000,unshaped,-5.482337e-03
29.290000,unshaped,-5.541897e-03
29.300000,unshaped,-5.593877e-03
29.310000,unshaped,-5.638344e-03
29.320000,unshaped,-5.675385e-03
29.330000,unshaped,-5.705104e-03
29.340000,unshaped,-5.727624e-03
29.350000,unshaped,-5.743084e-03
29.360000,unshaped,-5.751639e-03
29.370000,unshaped,-5.753457e-03
29.380000,unshaped,-5.748715e-03
29.390000,unshaped,-5.737603e-03
29.400000,unshaped,-5.720317e-03
29.410000,unshaped,-5.697062e-03
29.420000,unshaped,-5.668045e-03
29.430000,unshaped,-5.633477e-03
29.440000,unshaped,-5.593571e-03
29.450000,unshaped,-5.548536e-03
29.460000,unshaped,-5.498582e-03
29.470000,unshaped,-5.443914e-03
29.480000,unshaped,-5.384730e-03
29.490000,unshaped,-5.321222e-03
29.500000,unshaped,-5.253573e-03
29.510000,unshaped,-5.181956e-03
29.520000,unshaped,-5.106532e-03
29.530000,unshaped,-5.027451e-03
29.540000,unshaped,-4.944849e-03
29.550000,unshaped,-4.858847e-03
29.560000,unshaped,-4.769552e-03
29.570000,unshaped,-4.677055e-03
29.580000,unshaped,-4.581432e-03
29.590000,unshaped,-4.482742e-03
29.600000,unshaped,-4.381028e-03
29.610000,unshaped,-4.276317e-03
29.620000,unshaped,-4.168619e-03
29.630000,unshaped,-4.057929e-03
29.640000,unshaped,-3.944227e-03
29.650000,unshaped,-3.827478e-03
29.660000,unshaped,-3.707634e-03
29.670000,unshaped,-3.584632e-03
29.680000,unshaped,-3.458399e-03
29.690000,unshaped,-3.328852e-03
29.700000,unshaped,-3.195896e-03
29.710000,unshaped,-3.059429e-03
29.720000,unshaped,-2.919343e-03
29.730000,unshaped,-2.775523e-03
29.740000,unshaped,-2.627853e-03
29.750000,unshaped,-2.476211e-03
29.760000,unshaped,-2.320478e-03
29.770000,unshaped,-2.160535e-03
29.780000,unshaped,-1.996264e-03
29.790000,unshaped,-1.827553e-03
29.800000,unshaped,-1.654298e-03
29.810000,unshaped,-1.476398e-03
29.820000,unshaped,-1.293765e-03
29.830000,unshaped,-1.106320e-03
29.840000,unshaped,-9.139964e-04
29.850000,unshaped,-7.167411e-04
29.860000,unshaped,-5.145155e-04
29.870000,unshaped,-3.072967e-04
29.880000,unshaped,-9.507879e-05
29.890000,unshaped,1.221266e-04
29.900000,unshaped,3.442891e-04
29.910000,unshaped,5.713596e-04
29.920000,unshaped,8.032691e-04
29.930000,unshaped,1.039928e-03
29.940000,unshaped,1.281229e-03
29.950000,unshaped,1.527040e-03
29.960000,unshaped,1.777213e-03
29.970000,unshaped,2.031578e-03
29.980000,unshaped,2.289946e-03
29.990000,unshaped,2.552108e-03
30.000000,unshaped,2.817837e-03
30.010000,unshaped,3.084022e-03
30.020000,unshaped,3.338962e-03
30.030000,unshaped,3.579638e-03
30.040000,unshaped,3.805977e-03
30.050000,unshaped,4.017978e-03
30.060000,unshaped,4.215712e-03
30.070000,unshaped,4.399320e-03
30.080000,unshaped,4.569013e-03
30.090000,unshaped,4.725065e-03
30.100000,unshaped,4.867815e-03
30.110000,unshaped,4.997658e-03
30.120000,unshaped,5.115046e-03
30.130000,unshaped,5.220481e-03
30.140000,unshaped,5.314510e-03
30.150000,unshaped,5.397722e-03
30.160000,unshaped,5.470741e-03
30.170000,unshaped,5.534219e-03
30.180000,unshaped,5.588836e-03
30.190000,unshaped,5.635288e-03
30.200000,unshaped,5.674283e-03
30.210000,unshaped,5.706536e-03
30.220000,unshaped,5.732763e-03
30.230000,unshaped,5.753675e-03
30.240000,unshaped,5.769970e-03
30.250000,unshaped,5.782331e-03
30.260000,unshaped,5.791415e-03
30.270000,unshaped,5.797856e-03
30.280000,unshaped,5.802250e-03
30.290000,unshaped,5.805161e-03
30.300000,unshaped,5.807105e-03
30.310000,unshaped,5.808557e-03
30.320000,unshaped,5.809940e-03
30.330000,unshaped,5.811624e-03
30.340000,unshaped,5.813925e-03
30.350000,unshaped,5.817101e-03
30.360000,unshaped,5.821349e-03
30.370000,unshaped,5.826806e-03
30.380000,unshaped,5.833550e-03
30.390000,unshaped,5.841593e-03
30.400000,unshaped,5.850890e-03
30.410000,unshaped,5.861331e-03
30.420000,unshaped,5.872752e-03
30.430000,unshaped,5.884926e-03
30.440000,unshaped,5.897576e-03
30.450000,unshaped,5.910368e-03
30.460000,unshaped,5.922922e-03
30.470000,unshaped,5.934812e-03
30.480000,unshaped,5.945568e-03
30.490000,unshaped,5.954684e-03
30.500000,unshaped,5.961622e-03
30.510000,unshaped,5.965815e-03
30.520000,unshaped,5.966674e-03
30.530000,unshaped,5.963590e-03
30.540000,unshaped,5.955946e-03
30.550000,unshaped,5.943114e-03
30.560000,unshaped,5.924469e-03
30.570000,unshaped,5.899389e-03
30.580000,unshaped,5.867262e-03
30.590000,unshaped,5.827492e-03
30.600000,unshaped,5.779505e-03
30.610000,unshaped,5.722755e-03
30.620000,unshaped,5.656723e-03
30.630000,unshaped,5.580933e-03
30.640000,unshaped,5.494944e-03
30.650000,unshaped,5.398365e-03
30.660000,unshaped,5.290851e-03
30.670000,unshaped,5.172112e-03
30.680000,unshaped,5.041914e-03
30.690000,unshaped,4.900080e-03
30.700000,unshaped,4.746494e-03
30.710000,unshaped,4.581106e-03
30.720000,unshaped,4.403925e-03
30.730000,unshaped,4.215029e-03
30.740000,unshaped,4.014559e-03
30.750000,unshaped,3.802723e-03
30.760000,unshaped,3.579791e-03
30.770000,unshaped,3.346098e-03
30.780000,unshaped,3.102041e-03
30.790000,unshaped,2.848076e-03
30.800000,unshaped,2.584716e-03
30.810000,unshaped,2.312528e-03
30.820000,unshaped,2.032131e-03
30.830000,unshaped,1.744190e-03
30.840000,unshaped,1.449413e-03
30.850000,unshaped,1.148548e-03
30.860000,unshaped,8.423755e-04
30.870000,unshaped,5.317057e-04
30.880000,unshaped,2.173727e-04
30.890000,unshaped,-9.977065e-05
30.900000,unshaped,-4.188586e-04
30.910000,unshaped,-7.390175e-04
30.920000,unshaped,-1.059372e-03
30.930000,unshaped,-1.379048e-03
30.940000,unshaped,-1.697185e-03
30.950000,unshaped,-2.012932e-03
30.960000,unshaped,-2.325460e-03
30.970000,unshaped,-2.633964e-03
30.980000,unshaped,-2.937670e-03
30.990000,unshaped,-3.235837e-03
31.000000,unshaped,-3.527764e-03
31.010000,unshaped,-3.812792e-03
31.020000,unshaped,-4.090310e-03
31.030000,unshaped,-4.359756e-03
31.040000,unshaped,-4.620621e-03
31.050000,unshaped,-4.872452e-03
31.060000,unshaped,-5.114856e-03
31.070000,unshaped,-5.347496e-03
31.080000,unshaped,-5.570100e-03
31.090000,unshaped,-5.782454e-03
31.100000,unshaped,-5.984408e-03
31.110000,unshaped,-6.175875e-03
31.120000,unshaped,-6.356827e-03
31.130000,unshaped,-6.527298e-03
31.140000,unshaped,-6.687379e-03
31.150000,unshaped,-6.837221e-03
31.160000,unshaped,-6.977026e-03
31.170000,unshaped,-7.107050e-03
31.180000,unshaped,-7.227597e-03
31.190000,unshaped,-7.339015e-03
31.200000,unshaped,-7.441696e-03
31.210000,unshaped,-7.536066e-03
31.220000,unshaped,-7.622586e-03
31.230000,unshaped,-7.701745e-03
31.240000,unshaped,-7.774055e-03
31.250000,unshaped,-7.840047e-03
31.260000,unshaped,-7.900265e-03
31.270000,unshaped,-7.955262e-03
31.280000,unshaped,-8.005595e-03
31.290000,unshaped,-8.051819e-03
31.300000,unshaped,-8.094482e-03
31.310000,unshaped,-8.134120e-03
31.320000,unshaped,-8.171255e-03
31.330000,unshaped,-8.206385e-03
31.340000,unshaped,-8.239985e-03
31.350000,unshaped,-8.272498e-03
31.360000,unshaped,-8.304336e-03
31.370000,unshaped,-8.335871e-03
31.380000,unshaped,-8.367438e-03
31.390000,unshaped,-8.399326e-03
31.400000,unshaped,-8.431778e-03
31.410000,unshaped,-8.464991e-03
31.420000,unshaped,-8.499110e-03
31.430000,unshaped,-8.534231e-03
31.440000,unshaped,-8.570397e-03
31.450000,unshaped,-8.607597e-03
31.460000,unshaped,-8.645770e-03
31.470000,unshaped,-8.684801e-03
31.480000,unshaped,-8.724526e-03
31.490000,unshaped,-8.764729e-03
31.500000,unshaped,-8.805147e-03
31.510000,unshaped,-8.845472e-03
31.520000,unshaped,-8.885349e-03
31.530000,unshaped,-8.924386e-03
31.540000,unshaped,-8.962152e-03
31.550000,unshaped,-8.998182e-03
31.560000,unshaped,-9.031982e-03
31.570000,unshaped,-9.063030e-03
31.580000,unshaped,-9.090784e-03
31.590000,unshaped,-9.114684e-03
31.600000,unshaped,-9.134157e-03
31.610000,unshaped,-9.148624e-03
31.620000,unshaped,-9.157500e-03
31.630000,unshaped,-9.160204e-03
31.640000,unshaped,-9.156161e-03
31.650000,unshaped,-9.144807e-03
31.660000,unshaped,-9.125595e-03
31.670000,unshaped,-9.097998e-03
31.680000,unshaped,-9.061516e-03
31.690000,unshaped,-9.015677e-03
31.700000,unshaped,-8.960044e-03
31.710000,unshaped,-8.894217e-03
31.720000,unshaped,-8.817838e-03
31.730000,unshaped,-8.730592e-03
31.740000,unshaped,-8.632212e-03
31.750000,unshaped,-8.522484e-03
31.760000,unshaped,-8.401241e-03
31.770000,unshaped,-8.268375e-03
31.780000,unshaped,-8.123831e-03
31.790000,unshaped,-7.967611e-03
31.800000,unshaped,-7.799773e-03
31.810000,unshaped,-7.620436e-03
31.820000,unshaped,-7.429772e-03
31.830000,unshaped,-7.228012e-03
31.840000,unshaped,-7.015442e-03
31.850000,unshaped,-6.792399e-03
31.860000,unshaped,-6.559277e-03
31.870000,unshaped,-6.316516e-03
31.880000,unshaped,-6.064603e-03
31.890000,unshaped,-5.804071e-03
31.900000,unshaped,-5.535493e-03
31.910000,unshaped,-5.259479e-03
31.920000,unshaped,-4.976672e-03
31.930000,unshaped,-4.687746e-03
31.940000,unshaped,-4.393397e-03
31.950000,unshaped,-4.094344e-03
31.960000,unshaped,-3.791322e-03
31.970000,unshaped,-3.485075e-03
31.980000,unshaped,-3.176356e-03
31.990000,unshaped,-2.865919e-03
32.000000,unshaped,-2.554515e-03
32.010000,unshaped,-2.242886e-03
32.020000,unshaped,-1.931763e-03
32.030000,unshaped,-1.621861e-03
32.040000,unshaped,-1.313872e-03
32.050000,unshaped,-1.008463e-03
32.060000,unshaped,-7.062719e-04
32.070000,unshaped,-4.079042e-04
32.080000,unshaped,-1.139277e-04
32.090000,unshaped,1.751288e-04
32.100000,unshaped,4.587794e-04
32.110000,unshaped,7.365829e-04
32.120000,unshaped,1.008145e-03
32.130000,unshaped,1.273122e-03
32.140000,unshaped,1.531218e-03
32.150000,unshaped,1.782190e-03
32.160000,unshaped,2.025846e-03
32.170000,unshaped,2.262046e-03
32.180000,unshaped,2.490703e-03
32.190000,unshaped,2.711780e-03
32.200000,unshaped,2.925291e-03
32.210000,unshaped,3.131297e-03
32.220000,unshaped,3.329908e-03
32.230000,unshaped,3.521279e-03
32.240000,unshaped,3.705605e-03
32.250000,unshaped,3.883123e-03
32.260000,unshaped,4.054106e-03
32.270000,unshaped,4.218860e-03
32.280000,unshaped,4.377722e-03
32.290000,unshaped,4.531052e-03
32.300000,unshaped,4.679236e-03
32.310000,unshaped,4.822675e-03
32.320000,unshaped,4.961784e-03
32.330000,unshaped,5.096990e-03
32.340000,unshaped,5.228723e-03
32.350000,unshaped,5.357413e-03
32.360000,unshaped,5.483489e-03
32.370000,unshaped,5.607370e-03
32.380000,unshaped,5.729464e-03
32.390000,unshaped,5.850164e-03
32.400000,unshaped,5.969843e-03
32.410000,unshaped,6.088847e-03
32.420000,unshaped,6.207500e-03
32.430000,unshaped,6.326093e-03
32.440000,unshaped,6.444884e-03
32.450000,unshaped,6.564095e-03
32.460000,unshaped,6.683910e-03
32.470000,unshaped,6.804474e-03
32.480000,unshaped,6.925887e-03
32.490000,unshaped,7.048209e-03
32.500000,unshaped,7.171453e-03
32.510000,unshaped,7.295588e-03
32.520000,unshaped,7.420539e-03
32.530000,unshaped,7.546184e-03
32.540000,unshaped,7.672358e-03
32.550000,unshaped,7.798852e-03
32.560000,unshaped,7.925414e-03
32.570000,unshaped,8.051753e-03
32.580000,unshaped,8.177538e-03
32.590000,unshaped,8.302402e-03
32.600000,unshaped,8.425944e-03
32.610000,unshaped,8.547733e-03
32.620000,unshaped,8.667308e-03
32.630000,unshaped,8.784187e-03
32.640000,unshaped,8.897863e-03
32.650000,unshaped,9.007816e-03
32.660000,unshaped,9.113511e-03
32.670000,unshaped,9.214403e-03
32.680000,unshaped,9.309943e-03
32.690000,unshaped,9.399582e-03
32.700000,unshaped,9.482774e-03
32.710000,unshaped,9.558979e-03
32.720000,unshaped,9.627672e-03
32.730000,unshaped,9.688340e-03
32.740000,unshaped,9.740494e-03
32.750000,unshaped,9.783665e-03
32.760000,unshaped,9.817414e-03
32.770000,unshaped,9.841331e-03
32.780000,unshaped,9.855042e-03
32.790000,unshaped,9.858210e-03
32.800000,unshaped,9.850535e-03
32.810000,unshaped,9.831763e-03
32.820000,unshaped,9.801683e-03
32.830000,unshaped,9.760130e-03
32.840000,unshaped,9.706988e-03
32.850000,unshaped,9.642188e-03
32.860000,unshaped,9.565713e-03
32.870000,unshaped,9.477594e-03
32.880000,unshaped,9.377915e-03
32.890000,unshaped,9.266807e-03
32.900000,unshaped,9.144452e-03
32.910000,unshaped,9.011079e-03
32.920000,unshaped,8.866966e-03
32.930000,unshaped,8.712435e-03
32.940000,unshaped,8.547849e-03
32.950000,unshaped,8.373615e-03
32.960000,unshaped,8.190177e-03
32.970000,unshaped,7.998013e-03
32.980000,unshaped,7.797635e-03
32.990000,unshaped,7.589584e-03
33.000000,unshaped,7.374423e-03
33.010000,unshaped,7.152740e-03
33.020000,unshaped,6.925139e-03
33.030000,unshaped,6.692239e-03
33.040000,unshaped,6.454668e-03
33.050000,unshaped,6.213058e-03
33.060000,unshaped,5.968045e-03
33.070000,unshaped,5.720262e-03
33.080000,unshaped,5.470335e-03
33.090000,unshaped,5.218879e-03
33.100000,unshaped,4.966496e-03
33.110000,unshaped,4.713768e-03
33.120000,unshaped,4.461258e-03
33.130000,unshaped,4.209503e-03
33.140000,unshaped,3.959011e-03
33.150000,unshaped,3.710261e-03
33.160000,unshaped,3.463698e-03
33.170000,unshaped,3.219730e-03
33.180000,unshaped,2.978728e-03
33.190000,unshaped,2.741024e-03
33.200000,unshaped,2.506908e-03
33.210000,unshaped,2.276629e-03
33.220000,unshaped,2.050393e-03
33.230000,unshaped,1.828361e-03
33.240000,unshaped,1.610654e-03
33.250000,unshaped,1.397348e-03
33.260000,unshaped,1.188477e-03
33.270000,unshaped,9.840332e-04
33.280000,unshaped,7.839697e-04
33.290000,unshaped,5.882006e-04
33.300000,unshaped,3.966037e-04
33.310000,unshaped,2.090221e-04
33.320000,unshaped,2.526723e-05
33.330000,unshaped,-1.548789e-04
33.340000,unshaped,-3.316607e-04
33.350000,unshaped,-5.053457e-04
33.360000,unshaped,-6.762216e-04
33.370000,unshaped,-8.445928e-04
33.380000,unshaped,-1.010777e-03
33.390000,unshaped,-1.175100e-03
33.400000,unshaped,-1.337895e-03
33.410000,unshaped,-1.499498e-03
33.420000,unshaped,-1.660241e-03
33.430000,unshaped,-1.820452e-03
33.440000,unshaped,-1.980452e-03
33.450000,unshaped,-2.140546e-03
33.460000,unshaped,-2.301026e-03
33.470000,unshaped,-2.462165e-03
33.480000,unshaped,-2.624212e-03
33.490000,unshaped,-2.787393e-03
33.500000,unshaped,-2.951905e-03
33.510000,unshaped,-3.117917e-03
33.520000,unshaped,-3.285562e-03
33.530000,unshaped,-3.454943e-03
33.540000,unshaped,-3.626125e-03
33.550000,unshaped,-3.799137e-03
33.560000,unshaped,-3.973967e-03
33.570000,unshaped,-4.150568e-03
33.580000,unshaped,-4.328852e-03
33.590000,unshaped,-4.508691e-03
33.600000,unshaped,-4.689919e-03
33.610000,unshaped,-4.872333e-03
33.620000,unshaped,-5.055689e-03
33.630000,unshaped,-5.239710e-03
33.640000,unshaped,-5.424083e-03
33.650000,unshaped,-5.608462e-03
33.660000,unshaped,-5.792470e-03
33.670000,unshaped,-5.975703e-03
33.680000,unshaped,-6.157728e-03
33.690000,unshaped,-6.338093e-03
33.700000,unshaped,-6.516322e-03
33.710000,unshaped,-6.691925e-03
33.720000,unshaped,-6.864397e-03
33.730000,unshaped,-7.033223e-03
33.740000,unshaped,-7.197881e-03
33.750000,unshaped,-7.357846e-03
33.760000,unshaped,-7.512595e-03
33.770000,unshaped,-7.661607e-03
33.780000,unshaped,-7.804370e-03
33.790000,unshaped,-7.940384e-03
33.800000,unshaped,-8.069163e-03
33.810000,unshaped,-8.190239e-03
33.820000,unshaped,-8.303168e-03
33.830000,unshaped,-8.407527e-03
33.840000,unshaped,-8.502924e-03
33.850000,unshaped,-8.588997e-03
33.860000,unshaped,-8.665415e-03
33.870000,unshaped,-8.731884e-03
33.880000,unshaped,-8.788148e-03
33.890000,unshaped,-8.833989e-03
33.900000,unshaped,-8.869231e-03
33.910000,unshaped,-8.893738e-03
33.920000,unshaped,-8.907419e-03
33.930000,unshaped,-8.910224e-03
33.940000,unshaped,-8.902150e-03
33.950000,unshaped,-8.883235e-03
33.960000,unshaped,-8.853561e-03
33.970000,unshaped,-8.813254e-03
33.980000,unshaped,-8.762479e-03
33.990000,unshaped,-8.701445e-03
34.000000,unshaped,-8.630398e-03
34.010000,unshaped,-8.549622e-03
34.020000,unshaped,-8.459435e-03
34.030000,unshaped,-8.360188e-03
34.040000,unshaped,-8.252264e-03
34.050000,unshaped,-8.136073e-03
34.060000,unshaped,-8.012048e-03
