frequency_hz,controller,S_mag_db,T_mag_db
0.169523,filtered_pd,-9.6366,0.5515
0.171093,standard_pd,-6.0298,1.0344
0.171093,filtered_pd,-9.5506,0.5450
0.172678,standard_pd,-5.9447,1.0187
0.172678,filtered_pd,-9.4650,0.5383
0.174277,standard_pd,-5.8603,1.0024
0.174277,filtered_pd,-9.3795,0.5314
0.175892,standard_pd,-5.7766,0.9856
0.175892,filtered_pd,-9.2943,0.5243
0.177521,standard_pd,-5.6935,0.9681
0.177521,filtered_pd,-9.2093,0.5170
0.179165,standard_pd,-5.6112,0.9501
0.179165,filtered_pd,-9.1246,0.5094
0.180824,standard_pd,-5.5296,0.9316
0.180824,filtered_pd,-9.0400,0.5017
0.182499,standard_pd,-5.4487,0.9124
0.182499,filtered_pd,-8.9557,0.4938
0.184190,standard_pd,-5.3685,0.8926
0.184190,filtered_pd,-8.8716,0.4856
0.185896,standard_pd,-5.2890,0.8722
0.185896,filtered_pd,-8.7878,0.4772
0.187617,standard_pd,-5.2102,0.8513
0.187617,filtered_pd,-8.7041,0.4686
0.189355,standard_pd,-5.1321,0.8297
0.189355,filtered_pd,-8.6207,0.4598
0.191109,standard_pd,-5.0546,0.8075
0.191109,filtered_pd,-8.5375,0.4507
0.192879,standard_pd,-4.9779,0.7847
0.192879,filtered_pd,-8.4544,0.4414
0.194666,standard_pd,-4.9019,0.7612
0.194666,filtered_pd,-8.3716,0.4318
0.196469,standard_pd,-4.8265,0.7371
0.196469,filtered_pd,-8.2890,0.4220
0.198288,standard_pd,-4.7519,0.7124
0.198288,filtered_pd,-8.2066,0.4120
0.200125,standard_pd,-4.6779,0.6870
0.200125,filtered_pd,-8.1243,0.4017
0.201979,standard_pd,-4.6046,0.6610
0.201979,filtered_pd,-8.0423,0.3911
0.203849,standard_pd,-4.5319,0.6343
0.203849,filtered_pd,-7.9604,0.3803
0.205737,standard_pd,-4.4600,0.6070
0.205737,filtered_pd,-7.8788,0.3692
0.207643,standard_pd,-4.3887,0.5790
0.207643,filtered_pd,-7.7973,0.3578
0.209566,standard_pd,-4.3180,0.5503
0.209566,filtered_pd,-7.7160,0.3461
0.211507,standard_pd,-4.2481,0.5209
0.211507,filtered_pd,-7.6349,0.3342
0.213466,standard_pd,-4.1787,0.4908
0.213466,filtered_pd,-7.5539,0.3220
0.215443,standard_pd,-4.1101,0.4601
0.215443,filtered_pd,-7.4731,0.3094
0.217439,standard_pd,-4.0421,0.4286
0.217439,filtered_pd,-7.3924,0.2966
0.219453,standard_pd,-3.9747,0.3964
0.219453,filtered_pd,-7.3119,0.2834
0.221486,standard_pd,-3.9079,0.3635
0.221486,filtered_pd,-7.2316,0.2699
0.223537,standard_pd,-3.8418,0.3299
0.223537,filtered_pd,-7.1514,0.2561
0.225607,standard_pd,-3.7763,0.2955
0.225607,filtered_pd,-7.0713,0.2420
0.227697,standard_pd,-3.7114,0.2604
0.227697,filtered_pd,-6.9914,0.2275
0.229806,standard_pd,-3.6472,0.2246
0.229806,filtered_pd,-6.9116,0.2126
0.231935,standard_pd,-3.5835,0.1879
0.231935,filtered_pd,-6.8319,0.1974
0.234083,standard_pd,-3.5204,0.1505
0.234083,filtered_pd,-6.7523,0.1818
0.236251,standard_pd,-3.4579,0.1123
0.236251,filtered_pd,-6.6728,0.1658
0.238439,standard_pd,-3.3960,0.0733
0.238439,filtered_pd,-6.5934,0.1494
0.240648,standard_pd,-3.3347,0.0334
0.240648,filtered_pd,-6.5141,0.1327
0.242876,standard_pd,-3.2739,-0.0072
0.242876,filtered_pd,-6.4348,0.1155
0.245126,standard_pd,-3.2137,-0.0488
0.245126,filtered_pd,-6.3556,0.0978
0.247396,standard_pd,-3.1541,-0.0911
0.247396,filtered_pd,-6.2765,0.0797
0.249688,standard_pd,-3.0950,-0.1344
0.249688,filtered_pd,-6.1974,0.0612
0.252000,standard_pd,-3.0364,-0.1786
0.252000,filtered_pd,-6.1184,0.0421
0.254335,standard_pd,-2.9783,-0.2237
0.254335,filtered_pd,-6.0393,0.0226
0.256690,standard_pd,-2.9207,-0.2697
0.256690,filtered_pd,-5.9603,0.0026
0.259068,standard_pd,-2.8636,-0.3168
0.259068,filtered_pd,-5.8812,-0.0180
0.261467,standard_pd,-2.8070,-0.3648
0.261467,filtered_pd,-5.8021,-0.0392
0.263889,standard_pd,-2.7509,-0.4139
0.263889,filtered_pd,-5.7230,-0.0609
0.266333,standard_pd,-2.6952,-0.4640
0.266333,filtered_pd,-5.6438,-0.0833
0.268800,standard_pd,-2.6400,-0.5152
0.268800,filtered_pd,-5.5645,-0.1063
0.271290,standard_pd,-2.5852,-0.5676
0.271290,filtered_pd,-5.4851,-0.1299
0.273803,standard_pd,-2.5308,-0.6212
0.273803,filtered_pd,-5.4055,-0.1543
0.276339,standard_pd,-2.4768,-0.6760
0.276339,filtered_pd,-5.3258,-0.1794
0.278898,standard_pd,-2.4232,-0.7321
0.278898,filtered_pd,-5.2459,-0.2053
0.281481,standard_pd,-2.3699,-0.7896
0.281481,filtered_pd,-5.1658,-0.2321
0.284088,standard_pd,-2.3170,-0.8484
0.284088,filtered_pd,-5.0854,-0.2597
0.286720,standard_pd,-2.2645,-0.9088
0.286720,filtered_pd,-5.0047,-0.2882
0.289375,standard_pd,-2.2122,-0.9707
0.289375,filtered_pd,-4.9237,-0.3178
0.292056,standard_pd,-2.1602,-1.0344
0.292056,filtered_pd,-4.8424,-0.3484
0.294761,standard_pd,-2.1085,-1.0998
0.294761,filtered_pd,-4.7605,-0.3802
0.297491,standard_pd,-2.0570,-1.1670
0.297491,filtered_pd,-4.6783,-0.4132
0.300246,standard_pd,-2.0058,-1.2363
0.300246,filtered_pd,-4.5954,-0.4475
0.303027,standard_pd,-1.9547,-1.3078
0.303027,filtered_pd,-4.5120,-0.4833
0.305834,standard_pd,-1.9038,-1.3817
0.305834,filtered_pd,-4.4280,-0.5207
0.308666,standard_pd,-1.8530,-1.4580
0.308666,filtered_pd,-4.3432,-0.5598
0.311525,standard_pd,-1.8024,-1.5372
0.311525,filtered_pd,-4.2575,-0.6008
0.314411,standard_pd,-1.7518,-1.6194
0.314411,filtered_pd,-4.1710,-0.6439
0.317323,standard_pd,-1.7014,-1.7049
0.317323,filtered_pd,-4.0835,-0.6893
0.320262,standard_pd,-1.6509,-1.7941
0.320262,filtered_pd,-3.9948,-0.7373
0.323228,standard_pd,-1.6005,-1.8875
0.323228,filtered_pd,-3.9050,-0.7882
0.326222,standard_pd,-1.5500,-1.9854
0.326222,filtered_pd,-3.8138,-0.8425
0.329244,standard_pd,-1.4996,-2.0884
0.329244,filtered_pd,-3.7210,-0.9004
0.332293,standard_pd,-1.4491,-2.1973
0.332293,filtered_pd,-3.6267,-0.9626
0.335371,standard_pd,-1.3986,-2.3129
0.335371,filtered_pd,-3.5306,-1.0298
0.338477,standard_pd,-1.3481,-2.4361
0.338477,filtered_pd,-3.4325,-1.1027
0.341612,standard_pd,-1.2977,-2.5682
0.341612,filtered_pd,-3.3322,-1.1823
0.344776,standard_pd,-1.2474,-2.7106
0.344776,filtered_pd,-3.2297,-1.2699
0.347970,standard_pd,-1.1975,-2.8653
0.347970,filtered_pd,-3.1248,-1.3670
0.351193,standard_pd,-1.1480,-3.0344
0.351193,filtered_pd,-3.0173,-1.4756
0.354446,standard_pd,-1.0994,-3.2210
0.354446,filtered_pd,-2.9072,-1.5982
0.357729,standard_pd,-1.0522,-3.4287
0.357729,filtered_pd,-2.7947,-1.7382
0.361042,standard_pd,-1.0072,-3.6626
0.361042,filtered_pd,-2.6799,-1.9001
0.364386,standard_pd,-0.9654,-3.9291
0.364386,filtered_pd,-2.5636,-2.0897
0.367761,standard_pd,-0.9286,-4.2367
0.367761,filtered_pd,-2.4472,-2.3154
0.371167,standard_pd,-0.8993,-4.5970
0.371167,filtered_pd,-2.3328,-2.5883
0.374605,standard_pd,-0.8816,-5.0261
0.374605,filtered_pd,-2.2246,-2.9247
0.378075,standard_pd,-0.8815,-5.5455
0.378075,filtered_pd,-2.1296,-3.3472
0.381576,standard_pd,-0.9084,-6.1849
0.381576,filtered_pd,-2.0599,-3.8878
0.385111,standard_pd,-0.9773,-6.9811
0.385111,filtered_pd,-2.0360,-4.5891
0.388678,standard_pd,-1.1120,-7.9698
0.388678,filtered_pd,-2.0926,-5.4978
0.392278,standard_pd,-1.3499,-9.1375
0.392278,filtered_pd,-2.2864,-6.6195
0.395911,standard_pd,-1.7490,-10.2493
0.395911,filtered_pd,-2.7056,-7.7493
0.399578,standard_pd,-2.3942,-10.5569
0.399578,filtered_pd,-3.4710,-8.1753
0.403279,standard_pd,-3.3927,-9.3546
0.403279,filtered_pd,-4.7135,-7.2151
0.407014,standard_pd,-4.8339,-7.2779
0.407014,filtered_pd,-6.5027,-5.4845
0.410784,standard_pd,-6.6552,-5.3077
0.410784,filtered_pd,-8.7038,-3.8924
0.414589,standard_pd,-8.3591,-3.8224
0.414589,filtered_pd,-10.7341,-2.7318
0.418429,standard_pd,-9.0114,-2.8300
0.418429,filtered_pd,-11.6114,-1.9627
0.422304,standard_pd,-8.4117,-2.2207
0.422304,filtered_pd,-11.1345,-1.4744
0.426216,standard_pd,-7.3284,-1.8752
0.426216,filtered_pd,-10.0958,-1.1719
0.430164,standard_pd,-6.2953,-1.7001
0.430164,filtered_pd,-9.0562,-0.9887
0.434148,standard_pd,-5.4485,-1.6318
0.434148,filtered_pd,-8.1728,-0.8822
0.438169,standard_pd,-4.7794,-1.6293
0.438169,filtered_pd,-7.4507,-0.8253
0.442227,standard_pd,-4.2509,-1.6673
0.442227,filtered_pd,-6.8613,-0.8010
0.446323,standard_pd,-3.8286,-1.7301
0.446323,filtered_pd,-6.3752,-0.7984
0.450457,standard_pd,-3.4859,-1.8079
0.450457,filtered_pd,-5.9684,-0.8107
0.454630,standard_pd,-3.2035,-1.8947
0.454630,filtered_pd,-5.6230,-0.8331
0.458840,standard_pd,-2.9672,-1.9868
0.458840,filtered_pd,-5.3256,-0.8627
0.463090,standard_pd,-2.7666,-2.0816
0.463090,filtered_pd,-5.0662,-0.8974
0.467380,standard_pd,-2.5942,-2.1778
0.467380,filtered_pd,-4.8372,-0.9357
0.471708,standard_pd,-2.4442,-2.2743
0.471708,filtered_pd,-4.6329,-0.9766
0.476078,standard_pd,-2.3125,-2.3707
0.476078,filtered_pd,-4.4489,-1.0196
0.480487,standard_pd,-2.1956,-2.4665
0.480487,filtered_pd,-4.2819,-1.0639
0.484937,standard_pd,-2.0911,-2.5615
0.484937,filtered_pd,-4.1289,-1.1095
0.489429,standard_pd,-1.9969,-2.6558
0.489429,filtered_pd,-3.9880,-1.1558
0.493962,standard_pd,-1.9114,-2.7491
0.493962,filtered_pd,-3.8573,-1.2029
0.498537,standard_pd,-1.8332,-2.8416
0.498537,filtered_pd,-3.7355,-1.2506
0.503155,standard_pd,-1.7615,-2.9332
0.503155,filtered_pd,-3.6214,-1.2987
0.507815,standard_pd,-1.6953,-3.0240
0.507815,filtered_pd,-3.5139,-1.3473
0.512519,standard_pd,-1.6339,-3.1140
0.512519,filtered_pd,-3.4124,-1.3962
0.517266,standard_pd,-1.5767,-3.2033
0.517266,filtered_pd,-3.3161,-1.4455
0.522057,standard_pd,-1.5232,-3.2920
0.522057,filtered_pd,-3.2244,-1.4951
0.526892,standard_pd,-1.4730,-3.3802
0.526892,filtered_pd,-3.1369,-1.5451
0.531772,standard_pd,-1.4258,-3.4678
0.531772,filtered_pd,-3.0532,-1.5953
0.536698,standard_pd,-1.3812,-3.5549
0.536698,filtered_pd,-2.9729,-1.6459
0.541669,standard_pd,-1.3390,-3.6416
0.541669,filtered_pd,-2.8957,-1.6967
0.546686,standard_pd,-1.2989,-3.7279
0.546686,filtered_pd,-2.8212,-1.7479
0.551749,standard_pd,-1.2608,-3.8139
0.551749,filtered_pd,-2.7494,-1.7995
0.556860,standard_pd,-1.2245,-3.8997
0.556860,filtered_pd,-2.6800,-1.8513
0.562017,standard_pd,-1.1898,-3.9852
0.562017,filtered_pd,-2.6127,-1.9036
0.567223,standard_pd,-1.1566,-4.0705
0.567223,filtered_pd,-2.5475,-1.9562
0.572477,standard_pd,-1.1248,-4.1557
0.572477,filtered_pd,-2.4841,-2.0091
0.577779,standard_pd,-1.0942,-4.2407
0.577779,filtered_pd,-2.4226,-2.0625
0.583131,standard_pd,-1.0649,-4.3256
0.583131,filtered_pd,-2.3626,-2.1162
0.588532,standard_pd,-1.0367,-4.4105
0.588532,filtered_pd,-2.3043,-2.1704
0.593983,standard_pd,-1.0095,-4.4953
0.593983,filtered_pd,-2.2474,-2.2250
0.599484,standard_pd,-0.9832,-4.5802
0.599484,filtered_pd,-2.1918,-2.2800
0.605037,standard_pd,-0.9579,-4.6650
0.605037,filtered_pd,-2.1376,-2.3355
0.610641,standard_pd,-0.9334,-4.7499
0.610641,filtered_pd,-2.0846,-2.3914
0.616297,standard_pd,-0.9097,-4.8349
0.616297,filtered_pd,-2.0327,-2.4478
0.622005,standard_pd,-0.8867,-4.9200
0.622005,filtered_pd,-1.9820,-2.5047
0.627766,standard_pd,-0.8645,-5.0052
0.627766,filtered_pd,-1.9324,-2.5621
0.633580,standard_pd,-0.8429,-5.0905
0.633580,filtered_pd,-1.8838,-2.6200
0.639449,standard_pd,-0.8220,-5.1760
0.639449,filtered_pd,-1.8361,-2.6784
0.645372,standard_pd,-0.8016,-5.2617
0.645372,filtered_pd,-1.7894,-2.7374
0.651349,standard_pd,-0.7819,-5.3476
0.651349,filtered_pd,-1.7436,-2.7969
0.657382,standard_pd,-0.7626,-5.4337
0.657382,filtered_pd,-1.6986,-2.8570
0.663471,standard_pd,-0.7440,-5.5201
0.663471,filtered_pd,-1.6545,-2.9177
0.669616,standard_pd,-0.7258,-5.6067
0.669616,filtered_pd,-1.6111,-2.9790
0.675818,standard_pd,-0.7080,-5.6936
0.675818,filtered_pd,-1.5686,-3.0408
0.682078,standard_pd,-0.6908,-5.7808
0.682078,filtered_pd,-1.5268,-3.1033
0.688395,standard_pd,-0.6739,-5.8683
0.688395,filtered_pd,-1.4858,-3.1665
0.694771,standard_pd,-0.6575,-5.9562
0.694771,filtered_pd,-1.4454,-3.2303
0.701206,standard_pd,-0.6415,-6.0445
0.701206,filtered_pd,-1.4057,-3.2948
0.707701,standard_pd,-0.6259,-6.1331
0.707701,filtered_pd,-1.3667,-3.3600
0.714256,standard_pd,-0.6106,-6.2221
0.714256,filtered_pd,-1.3284,-3.4259
0.720872,standard_pd,-0.5957,-6.3116
0.720872,filtered_pd,-1.2907,-3.4925
0.727548,standard_pd,-0.5811,-6.4016
0.727548,filtered_pd,-1.2536,-3.5599
0.734287,standard_pd,-0.5669,-6.4920
0.734287,filtered_pd,-1.2171,-3.6281
0.741088,standard_pd,-0.5530,-6.5829
0.741088,filtered_pd,-1.1812,-3.6970
0.747952,standard_pd,-0.5394,-6.6744
0.747952,filtered_pd,-1.1458,-3.7668
0.754880,standard_pd,-0.5261,-6.7664
0.754880,filtered_pd,-1.1110,-3.8375
0.761872,standard_pd,-0.5130,-6.8591
0.761872,filtered_pd,-1.0768,-3.9090
0.768928,standard_pd,-0.5003,-6.9523
0.768928,filtered_pd,-1.0431,-3.9815
0.776050,standard_pd,-0.4878,-7.0462
0.776050,filtered_pd,-1.0100,-4.0548
0.783238,standard_pd,-0.4756,-7.1408
0.783238,filtered_pd,-0.9773,-4.1292
0.790493,standard_pd,-0.4636,-7.2361
0.790493,filtered_pd,-0.9452,-4.2046
0.797814,standard_pd,-0.4519,-7.3322
0.797814,filtered_pd,-0.9135,-4.2810
0.805204,standard_pd,-0.4404,-7.4292
0.805204,filtered_pd,-0.8823,-4.3585
0.812662,standard_pd,-0.4291,-7.5269
0.812662,filtered_pd,-0.8517,-4.4371
0.820189,standard_pd,-0.4181,-7.6256
0.820189,filtered_pd,-0.8215,-4.5169
0.827786,standard_pd,-0.4072,-7.7252
0.827786,filtered_pd,-0.7917,-4.5979
0.835453,standard_pd,-0.3966,-7.8259
0.835453,filtered_pd,-0.7624,-4.6803
0.843191,standard_pd,-0.3862,-7.9276
0.843191,filtered_pd,-0.7336,-4.7639
0.851001,standard_pd,-0.3760,-8.0304
0.851001,filtered_pd,-0.7052,-4.8490
0.858883,standard_pd,-0.3659,-8.1345
0.858883,filtered_pd,-0.6772,-4.9355
0.866838,standard_pd,-0.3561,-8.2398
0.866838,filtered_pd,-0.6497,-5.0236
0.874867,standard_pd,-0.3464,-8.3465
0.874867,filtered_pd,-0.6226,-5.1133
0.882970,standard_pd,-0.3369,-8.4546
0.882970,filtered_pd,-0.5959,-5.2048
0.891148,standard_pd,-0.3276,-8.5643
0.891148,filtered_pd,-0.5696,-5.2980
0.899402,standard_pd,-0.3185,-8.6756
0.899402,filtered_pd,-0.5438,-5.3932
0.907733,standard_pd,-0.3095,-8.7886
0.907733,filtered_pd,-0.5183,-5.4904
0.916140,standard_pd,-0.3007,-8.9036
0.916140,filtered_pd,-0.4933,-5.5898
0.924626,standard_pd,-0.2920,-9.0206
0.924626,filtered_pd,-0.4687,-5.6914
0.933190,standard_pd,-0.2835,-9.1398
0.933190,filtered_pd,-0.4445,-5.7955
0.941833,standard_pd,-0.2751,-9.2613
0.941833,filtered_pd,-0.4207,-5.9023
0.950557,standard_pd,-0.2669,-9.3853
0.950557,filtered_pd,-0.3973,-6.0119
0.959361,standard_pd,-0.2589,-9.5121
0.959361,filtered_pd,-0.3744,-6.1245
0.968247,standard_pd,-0.2510,-9.6418
0.968247,filtered_pd,-0.3518,-6.2403
0.977215,standard_pd,-0.2433,-9.7748
0.977215,filtered_pd,-0.3297,-6.3597
0.986266,standard_pd,-0.2357,-9.9112
0.986266,filtered_pd,-0.3080,-6.4829
0.995401,standard_pd,-0.2282,-10.0515
0.995401,filtered_pd,-0.2868,-6.6102
1.004620,standard_pd,-0.2210,-10.1960
1.004620,filtered_pd,-0.2660,-6.7420
1.013925,standard_pd,-0.2139,-10.3450
1.013925,filtered_pd,-0.2457,-6.8788
1.023317,standard_pd,-0.2069,-10.4992
1.023317,filtered_pd,-0.2259,-7.0210
1.032795,standard_pd,-0.2002,-10.6589
1.032795,filtered_pd,-0.2066,-7.1691
1.042361,standard_pd,-0.1936,-10.8248
1.042361,filtered_pd,-0.1878,-7.3239
1.052015,standard_pd,-0.1872,-10.9976
1.052015,filtered_pd,-0.1697,-7.4859
1.061759,standard_pd,-0.1811,-11.1782
1.061759,filtered_pd,-0.1522,-7.6561
1.071593,standard_pd,-0.1752,-11.3673
1.071593,filtered_pd,-0.1353,-7.8355
1.081519,standard_pd,-0.1696,-11.5663
1.081519,filtered_pd,-0.1193,-8.0251
1.091536,standard_pd,-0.1643,-11.7762
1.091536,filtered_pd,-0.1040,-8.2263
1.101646,standard_pd,-0.1594,-11.9988
1.101646,filtered_pd,-0.0898,-8.4407
1.111850,standard_pd,-0.1548,-12.2358
1.111850,filtered_pd,-0.0766,-8.6702
1.122148,standard_pd,-0.1508,-12.4895
1.122148,filtered_pd,-0.0646,-8.9172
1.132541,standard_pd,-0.1473,-12.7625
1.132541,filtered_pd,-0.0540,-9.1844
1.143031,standard_pd,-0.1445,-13.0582
1.143031,filtered_pd,-0.0451,-9.4754
1.153618,standard_pd,-0.1425,-13.3807
1.153618,filtered_pd,-0.0382,-9.7942
1.164303,standard_pd,-0.1415,-13.7351
1.164303,filtered_pd,-0.0336,-10.1464
1.175087,standard_pd,-0.1418,-14.1281
1.175087,filtered_pd,-0.0319,-10.5389
1.185971,standard_pd,-0.1436,-14.5683
1.185971,filtered_pd,-0.0336,-10.9804
1.196956,standard_pd,-0.1474,-15.0668
1.196956,filtered_pd,-0.0396,-11.4826
1.208042,standard_pd,-0.1537,-15.6387
1.208042,filtered_pd,-0.0511,-12.0612
1.219231,standard_pd,-0.1632,-16.3047
1.219231,filtered_pd,-0.0693,-12.7375
1.230524,standard_pd,-0.1770,-17.0935
1.230524,filtered_pd,-0.0963,-13.5411
1.241921,standard_pd,-0.1965,-18.0458
1.241921,filtered_pd,-0.1347,-14.5140
1.253424,standard_pd,-0.2236,-19.2189
1.253424,filtered_pd,-0.1882,-15.7152
1.265034,standard_pd,-0.2612,-20.6869
1.265034,filtered_pd,-0.2617,-17.2208
1.276751,standard_pd,-0.3135,-22.4998
1.276751,filtered_pd,-0.3627,-19.0842
1.288576,standard_pd,-0.3869,-24.4049
1.288576,filtered_pd,-0.5017,-21.0566
1.300511,standard_pd,-0.4912,-24.9458
1.300511,filtered_pd,-0.6942,-21.6876
1.312557,standard_pd,-0.6417,-22.6471
1.312557,filtered_pd,-0.9634,-19.5094
1.324714,standard_pd,-0.8638,-19.1636
1.324714,filtered_pd,-1.3442,-16.1865
1.336984,standard_pd,-1.1987,-15.8220
1.336984,filtered_pd,-1.8891,-13.0569
1.349367,standard_pd,-1.7155,-12.8404
1.349367,filtered_pd,-2.6761,-10.3475
1.361865,standard_pd,-2.5247,-10.2078
1.361865,filtered_pd,-3.8131,-8.0446
1.374479,standard_pd,-3.7780,-7.9425
1.374479,filtered_pd,-5.4207,-6.1358
1.387210,standard_pd,-5.5551,-6.1307
1.387210,filtered_pd,-7.5037,-4.6320
1.400058,standard_pd,-7.3310,-4.8822
1.400058,filtered_pd,-9.4375,-3.5436
1.413026,standard_pd,-7.5446,-4.2320
1.413026,filtered_pd,-9.6056,-2.8502
1.426114,standard_pd,-6.1643,-4.0828
1.426114,filtered_pd,-8.0132,-2.4911
1.439323,standard_pd,-4.6566,-4.2626
1.439323,filtered_pd,-6.2148,-2.3826
1.452654,standard_pd,-3.5257,-4.6159
1.452654,filtered_pd,-4.7883,-2.4425
1.466109,standard_pd,-2.7373,-5.0401
1.466109,filtered_pd,-3.7361,-2.6054
1.479688,standard_pd,-2.1865,-5.4792
1.479688,filtered_pd,-2.9639,-2.8255
1.493393,standard_pd,-1.7930,-5.9061
1.493393,filtered_pd,-2.3892,-3.0737
1.507225,standard_pd,-1.5042,-6.3093
1.507225,filtered_pd,-1.9531,-3.3322
1.521186,standard_pd,-1.2866,-6.6853
1.521186,filtered_pd,-1.6154,-3.5908
1.535275,standard_pd,-1.1186,-7.0342
1.535275,filtered_pd,-1.3488,-3.8437
1.549495,standard_pd,-0.9860,-7.3576
1.549495,filtered_pd,-1.1345,-4.0881
1.563847,standard_pd,-0.8793,-7.6579
1.563847,filtered_pd,-0.9593,-4.3228
1.578331,standard_pd,-0.7921,-7.9377
1.578331,filtered_pd,-0.8141,-4.5473
1.592950,standard_pd,-0.7197,-8.1991
1.592950,filtered_pd,-0.6919,-4.7619
1.607704,standard_pd,-0.6587,-8.4442
1.607704,filtered_pd,-0.5880,-4.9670
1.622595,standard_pd,-0.6068,-8.6750
1.622595,filtered_pd,-0.4986,-5.1633
1.637624,standard_pd,-0.5621,-8.8931
1.637624,filtered_pd,-0.4208,-5.3513
1.652792,standard_pd,-0.5233,-9.0999
1.652792,filtered_pd,-0.3526,-5.5319
1.668101,standard_pd,-0.4893,-9.2966
1.668101,filtered_pd,-0.2924,-5.7055
1.683551,standard_pd,-0.4592,-9.4844
1.683551,filtered_pd,-0.2387,-5.8728
1.699144,standard_pd,-0.4325,-9.6641
1.699144,filtered_pd,-0.1905,-6.0344
1.714882,standard_pd,-0.4086,-9.8366
1.714882,filtered_pd,-0.1470,-6.1907
1.730766,standard_pd,-0.3871,-10.0025
1.730766,filtered_pd,-0.1075,-6.3422
1.746796,standard_pd,-0.3676,-10.1627
1.746796,filtered_pd,-0.0715,-6.4893
1.762975,standard_pd,-0.3499,-10.3175
1.762975,filtered_pd,-0.0385,-6.6324
1.779304,standard_pd,-0.3337,-10.4674
1.779304,filtered_pd,-0.0082,-6.7718
1.795785,standard_pd,-0.3188,-10.6130
1.795785,filtered_pd,0.0199,-6.9079
1.812418,standard_pd,-0.3051,-10.7546
1.812418,filtered_pd,0.0460,-7.0408
1.829205,standard_pd,-0.2924,-10.8925
1.829205,filtered_pd,0.0703,-7.1709
1.846147,standard_pd,-0.2807,-11.0270
1.846147,filtered_pd,0.0929,-7.2985
1.863246,standard_pd,-0.2698,-11.1584
1.863246,filtered_pd,0.1141,-7.4236
1.880504,standard_pd,-0.2596,-11.2870
1.880504,filtered_pd,0.1340,-7.5465
1.897922,standard_pd,-0.2500,-11.4130
1.897922,filtered_pd,0.1528,-7.6673
1.915501,standard_pd,-0.2411,-11.5365
1.915501,filtered_pd,0.1705,-7.7863
1.933242,standard_pd,-0.2327,-11.6577
1.933242,filtered_pd,0.1872,-7.9035
1.951148,standard_pd,-0.2248,-11.7769
1.951148,filtered_pd,0.2030,-8.0191
1.969220,standard_pd,-0.2173,-11.8941
1.969220,filtered_pd,0.2181,-8.1332
1.987460,standard_pd,-0.2103,-12.0095
1.987460,filtered_pd,0.2323,-8.2460
2.005868,standard_pd,-0.2036,-12.1232
2.005868,filtered_pd,0.2459,-8.3574
2.024447,standard_pd,-0.1972,-12.2354
2.024447,filtered_pd,0.2589,-8.4676
2.043197,standard_pd,-0.1912,-12.3460
2.043197,filtered_pd,0.2712,-8.5767
2.062122,standard_pd,-0.1854,-12.4553
2.062122,filtered_pd,0.2830,-8.6848
2.081222,standard_pd,-0.1799,-12.5633
2.081222,filtered_pd,0.2943,-8.7920
2.100498,standard_pd,-0.1747,-12.6700
2.100498,filtered_pd,0.3051,-8.8982
2.119953,standard_pd,-0.1697,-12.7756
2.119953,filtered_pd,0.3154,-9.0036
2.139589,standard_pd,-0.1649,-12.8802
2.139589,filtered_pd,0.3253,-9.1082
2.159406,standard_pd,-0.1604,-12.9837
2.159406,filtered_pd,0.3349,-9.2121
2.179407,standard_pd,-0.1560,-13.0862
2.179407,filtered_pd,0.3440,-9.3153
2.199593,standard_pd,-0.1518,-13.1879
2.199593,filtered_pd,0.3528,-9.4179
2.219966,standard_pd,-0.1477,-13.2887
2.219966,filtered_pd,0.3612,-9.5199
2.240528,standard_pd,-0.1438,-13.3887
2.240528,filtered_pd,0.3693,-9.6214
2.261280,standard_pd,-0.1401,-13.4879
2.261280,filtered_pd,0.3771,-9.7224
2.282224,standard_pd,-0.1365,-13.5864
2.282224,filtered_pd,0.3846,-9.8229
2.303363,standard_pd,-0.1330,-13.6842
2.303363,filtered_pd,0.3919,-9.9229
2.324697,standard_pd,-0.1296,-13.7814
2.324697,filtered_pd,0.3988,-10.0226
2.346229,standard_pd,-0.1264,-13.8779
2.346229,filtered_pd,0.4056,-10.1218
2.367960,standard_pd,-0.1233,-13.9738
2.367960,filtered_pd,0.4120,-10.2208
2.389893,standard_pd,-0.1203,-14.0692
2.389893,filtered_pd,0.4183,-10.3194
2.412028,standard_pd,-0.1173,-14.1640
2.412028,filtered_pd,0.4243,-10.4177
2.434369,standard_pd,-0.1145,-14.2584
2.434369,filtered_pd,0.4300,-10.5157
2.456916,standard_pd,-0.1118,-14.3522
2.456916,filtered_pd,0.4356,-10.6135
2.479673,standard_pd,-0.1091,-14.4456
2.479673,filtered_pd,0.4410,-10.7110
2.502640,standard_pd,-0.1066,-14.5385
2.502640,filtered_pd,0.4462,-10.8084
2.525820,standard_pd,-0.1041,-14.6310
2.525820,filtered_pd,0.4512,-10.9055
2.549215,standard_pd,-0.1017,-14.7231
2.549215,filtered_pd,0.4560,-11.0025
2.572826,standard_pd,-0.0993,-14.8148
2.572826,filtered_pd,0.4606,-11.0993
2.596656,standard_pd,-0.0971,-14.9061
2.596656,filtered_pd,0.4651,-11.1959
2.620707,standard_pd,-0.0949,-14.9971
2.620707,filtered_pd,0.4694,-11.2924
2.644980,standard_pd,-0.0927,-15.0877
2.644980,filtered_pd,0.4735,-11.3889
2.669478,standard_pd,-0.0906,-15.1780
2.669478,filtered_pd,0.4775,-11.4852
2.694204,standard_pd,-0.0886,-15.2680
