metric,P50,P95,P99,mean,std,min,max
rms_pointing_error_deg,0.018736021429742303,0.02790580870193878,0.03274273787882502,0.01974606977753913,0.003892993709897104,0.013748038627806351,0.03424370731295883
peak_torque_nm,16.979926489740023,18.38562508547275,18.569196136357704,16.91460828491593,0.9629454791212125,15.200490887747119,18.69784081284536
rms_vibration_mm,0.554023713857696,0.844870152527706,0.9878827044558108,0.5923960919884221,0.12051272433154124,0.41581123882476395,1.025683816717528
rms_torque_nm,8.239810088999384,8.918105549835772,9.001009453805915,8.198676469276228,0.467694018216728,7.382081390496487,9.021286686759685
torque_saturation_percent,0.0,0.0,0.0,0.0,0.0,0.0,0.0
