frequency_hz,method,psd_n2m2_per_hz
34.667969,fourth,2.748632e-12
34.765625,fourth,1.019979e-12
34.863281,fourth,2.991999e-13
34.960938,fourth,4.068291e-13
35.058594,fourth,6.020473e-14
35.156250,fourth,8.704270e-14
35.253906,fourth,5.309904e-13
35.351563,fourth,9.979204e-13
35.449219,fourth,9.946961e-13
35.546875,fourth,8.811675e-13
35.644531,fourth,9.508529e-13
35.742188,fourth,1.403839e-12
35.839844,fourth,3.247466e-12
35.937500,fourth,1.581098e-12
36.035156,fourth,6.953766e-13
36.132813,fourth,6.876883e-13
36.230469,fourth,6.792941e-13
36.328125,fourth,6.565850e-14
36.425781,fourth,5.878826e-14
36.523438,fourth,6.378034e-13
36.621094,fourth,5.406301e-13
36.718750,fourth,4.965844e-13
36.816406,fourth,7.429123e-13
36.914063,fourth,1.032857e-12
37.011719,fourth,1.865860e-12
37.109375,fourth,2.301863e-12
37.207031,fourth,6.706226e-13
37.304688,fourth,1.001402e-12
37.402344,fourth,1.265675e-12
37.500000,fourth,6.533971e-13
37.597656,fourth,2.986455e-14
37.695313,fourth,7.507847e-14
37.792969,fourth,2.806712e-13
37.890625,fourth,2.934100e-13
37.988281,fourth,3.770220e-13
38.085938,fourth,1.013757e-12
38.183594,fourth,1.166800e-12
38.281250,fourth,1.590396e-12
38.378906,fourth,9.865277e-13
38.476563,fourth,6.941288e-13
38.574219,fourth,1.683928e-12
38.671875,fourth,1.353839e-12
38.769531,fourth,3.650445e-13
38.867188,fourth,5.034990e-14
38.964844,fourth,3.262572e-14
39.062500,fourth,1.216960e-13
39.160156,fourth,1.220989e-13
39.257813,fourth,7.352132e-13
39.355469,fourth,9.750203e-13
39.453125,fourth,9.297821e-13
39.550781,fourth,9.066715e-13
39.648438,fourth,6.364469e-13
39.746094,fourth,1.091648e-12
39.843750,fourth,2.080941e-12
39.941406,fourth,8.271146e-13
40.039063,fourth,2.407449e-13
40.136719,fourth,1.646464e-13
40.234375,fourth,1.006131e-13
40.332031,fourth,3.556114e-14
40.429688,fourth,2.186924e-13
40.527344,fourth,8.204097e-13
40.625000,fourth,6.748477e-13
40.722656,fourth,6.003072e-13
40.820313,fourth,5.748507e-13
40.917969,fourth,8.768436e-13
41.015625,fourth,1.524499e-12
41.113281,fourth,1.488833e-12
41.210938,fourth,4.339323e-13
41.308594,fourth,4.332447e-13
41.406250,fourth,4.115289e-13
41.503906,fourth,1.303517e-13
41.601563,fourth,3.698952e-14
41.699219,fourth,2.876273e-13
41.796875,fourth,5.900412e-13
41.894531,fourth,3.559388e-13
41.992188,fourth,4.282560e-13
42.089844,fourth,8.439709e-13
42.187500,fourth,9.959313e-13
42.285156,fourth,1.484487e-12
42.382813,fourth,6.623729e-13
42.480469,fourth,4.567037e-13
42.578125,fourth,8.663273e-13
42.675781,fourth,5.536537e-13
42.773438,fourth,7.476315e-14
42.871094,fourth,6.475030e-14
42.968750,fourth,1.690265e-13
43.066406,fourth,2.396986e-13
43.164063,fourth,2.703511e-13
43.261719,fourth,7.412651e-13
43.359375,fourth,9.060841e-13
43.457031,fourth,9.925368e-13
43.554688,fourth,7.965369e-13
43.652344,fourth,4.829948e-13
43.750000,fourth,7.916750e-13
43.847656,fourth,1.183483e-12
43.945313,fourth,3.832034e-13
44.042969,fourth,5.049989e-14
44.140625,fourth,2.930991e-14
44.238281,fourth,6.313514e-14
44.335938,fourth,1.072751e-13
44.433594,fourth,3.832023e-13
44.531250,fourth,1.013425e-12
44.628906,fourth,6.840993e-13
44.726563,fourth,6.611355e-13
44.824219,fourth,4.853415e-13
44.921875,fourth,6.728219e-13
45.019531,fourth,1.265192e-12
45.117188,fourth,8.988759e-13
45.214844,fourth,2.186570e-13
45.312500,fourth,1.161189e-13
45.410156,fourth,7.284986e-14
45.507813,fourth,1.324001e-14
45.605469,fourth,1.463494e-13
45.703125,fourth,5.967408e-13
45.800781,fourth,7.228573e-13
45.898438,fourth,5.021600e-13
45.996094,fourth,4.370755e-13
46.093750,fourth,6.962121e-13
46.191406,fourth,9.028943e-13
46.289063,fourth,1.248979e-12
46.386719,fourth,4.458600e-13
46.484375,fourth,2.487631e-13
46.582031,fourth,3.416360e-13
46.679688,fourth,1.405410e-13
46.777344,fourth,6.333861e-15
46.875000,fourth,2.161209e-13
46.972656,fourth,5.346382e-13
47.070313,fourth,3.729097e-13
47.167969,fourth,3.336535e-13
47.265625,fourth,7.673651e-13
47.363281,fourth,8.069076e-13
47.460938,fourth,1.024443e-12
47.558594,fourth,6.863808e-13
47.656250,fourth,3.409714e-13
47.753906,fourth,5.242634e-13
47.851563,fourth,5.596938e-13
47.949219,fourth,1.234813e-13
48.046875,fourth,1.356457e-14
48.144531,fourth,1.850890e-13
48.242188,fourth,2.478902e-13
48.339844,fourth,2.210032e-13
48.437500,fourth,5.492072e-13
48.535156,fourth,1.034896e-12
48.632813,fourth,7.462688e-13
48.730469,fourth,7.244772e-13
48.828125,fourth,4.107909e-13
48.925781,fourth,5.061494e-13
49.023438,fourth,9.165230e-13
49.121094,fourth,4.987417e-13
49.218750,fourth,6.612169e-14
49.316406,fourth,1.855208e-14
49.414063,fourth,6.630168e-14
49.511719,fourth,9.110188e-14
49.609375,fourth,2.724582e-13
49.707031,fourth,9.480543e-13
49.804688,fourth,8.279680e-13
49.902344,fourth,5.828902e-13
50.000000,fourth,2.242033e-13
