factor,sample_index,factor_value,combo,rms_vibration_mm,rms_pointing_error_deg,peak_torque_nm,rms_torque_nm,pointing_band_rms_deg,vibration_band_rms_mm,pointing_psd_at_f0_db,vibration_psd_at_f0_db
sensor_noise_frequency_hz,39,2.44818,unshaped_filtered_pd,0.510383,0.0178164,22.9712,9.19728,0.00158146,0.115024,-44.9142,-69.232
sensor_noise_frequency_hz,39,2.44818,fourth_standard_pd,0.101522,0.00368166,21.6938,8.85963,0.00101979,0.0692462,-48.3879,-73.5828
sensor_noise_frequency_hz,39,2.44818,fourth_filtered_pd,0.143279,0.00527111,24.2461,9.72242,0.00147034,0.104285,-45.3257,-70.0284
sensor_noise_frequency_hz,40,0.108058,unshaped_standard_pd,0.647335,0.165688,16.8701,7.70682,3.26096,0.0534152,23.0998,-79.8039
sensor_noise_frequency_hz,40,0.108058,unshaped_filtered_pd,0.604499,0.17277,16.8272,7.72387,3.26079,0.0571464,23.0983,-78.7771
sensor_noise_frequency_hz,40,0.108058,fourth_standard_pd,0.218491,0.1646,18.4012,8.31752,3.64212,0.215802,24.124,-65.14
sensor_noise_frequency_hz,40,0.108058,fourth_filtered_pd,0.225881,0.171759,18.5007,8.32732,3.64181,0.218483,24.1227,-65.1132
sensor_noise_frequency_hz,41,14.0753,unshaped_standard_pd,0.552917,0.0191181,20.2958,8.29512,3.87671e-05,0.00283478,-81.0815,-105.853
sensor_noise_frequency_hz,41,14.0753,unshaped_filtered_pd,0.497902,0.0170223,19.051,7.83893,2.53759e-05,0.00195597,-84.5464,-110.219
sensor_noise_frequency_hz,41,14.0753,fourth_standard_pd,0.0519487,0.0013565,21.7621,8.88141,3.59946e-05,0.00224267,-80.2112,-106.136
sensor_noise_frequency_hz,41,14.0753,fourth_filtered_pd,0.0495542,0.00107867,19.9432,8.45235,2.4185e-05,0.00149183,-83.918,-109.814
sensor_noise_frequency_hz,42,2.53563,unshaped_standard_pd,0.553015,0.0193494,20.064,8.27865,0.00100656,0.0760319,-48.638,-73.5702
sensor_noise_frequency_hz,42,2.53563,unshaped_filtered_pd,0.500334,0.0176269,23.2122,9.1941,0.00139812,0.102382,-45.5601,-70.4652
sensor_noise_frequency_hz,42,2.53563,fourth_standard_pd,0.0952685,0.00338888,21.7179,8.86166,0.000936107,0.0633491,-48.6145,-74.3282
sensor_noise_frequency_hz,42,2.53563,fourth_filtered_pd,0.131533,0.00479234,24.235,9.71554,0.00134414,0.0950779,-45.8493,-70.8032
sensor_noise_frequency_hz,43,1.26205,unshaped_standard_pd,0.628239,0.0237601,20.4575,8.25833,0.00155041,0.151855,-45.5026,-68.131
sensor_noise_frequency_hz,43,1.26205,unshaped_filtered_pd,0.717329,0.026964,22.7443,9.09185,0.00161631,0.151741,-44.4319,-68.1694
