factor,sample_index,factor_value,combo,rms_vibration_mm,rms_pointing_error_deg,peak_torque_nm,rms_torque_nm
modal_frequency_scale,46,1.06186,fourth_filtered_pd,0.0521798,0.00135278,16.6408,8.11799
modal_frequency_scale,47,0.947543,unshaped_standard_pd,0.537474,0.0174932,15.4588,7.4766
modal_frequency_scale,47,0.947543,unshaped_filtered_pd,0.60114,0.0192124,16.1261,7.48371
modal_frequency_scale,47,0.947543,fourth_standard_pd,0.0550395,0.00150918,16.763,8.12104
modal_frequency_scale,47,0.947543,fourth_filtered_pd,0.0606599,0.00147726,16.7726,8.12184
modal_frequency_scale,48,0.92451,unshaped_standard_pd,0.650704,0.020935,15.4808,7.47681
modal_frequency_scale,48,0.92451,unshaped_filtered_pd,0.736842,0.0239924,16.1972,7.48336
modal_frequency_scale,48,0.92451,fourth_standard_pd,0.0644112,0.00188684,16.8007,8.12187
modal_frequency_scale,48,0.92451,fourth_filtered_pd,0.0743097,0.00204009,16.8256,8.12278
modal_frequency_scale,49,0.955529,unshaped_standard_pd,0.515948,0.0170473,15.4674,7.4761
modal_frequency_scale,49,0.955529,unshaped_filtered_pd,0.56213,0.0180007,16.093,7.48322
modal_frequency_scale,49,0.955529,fourth_standard_pd,0.0533616,0.00143716,16.7514,8.12076
modal_frequency_scale,49,0.955529,fourth_filtered_pd,0.0572495,0.00133954,16.7563,8.12153
modal_frequency_scale,50,1.09116,unshaped_standard_pd,0.416858,0.0136536,15.4951,7.47415
modal_frequency_scale,50,1.09116,unshaped_filtered_pd,0.461778,0.0151379,16.1868,7.47968
modal_frequency_scale,50,1.09116,fourth_standard_pd,0.0574723,0.00175734,16.6572,8.11678
modal_frequency_scale,50,1.09116,fourth_filtered_pd,0.0538609,0.00152474,16.6354,8.11719
modal_frequency_scale,51,1.22049,unshaped_standard_pd,0.349717,0.0116682,15.5559,7.47174
modal_frequency_scale,51,1.22049,unshaped_filtered_pd,0.361907,0.0121623,16.1849,7.47599
modal_frequency_scale,51,1.22049,fourth_standard_pd,0.0476813,0.00158681,16.6934,8.11407
modal_frequency_scale,51,1.22049,fourth_filtered_pd,0.0480443,0.0015647,16.6961,8.11439
modal_frequency_scale,52,0.972338,unshaped_standard_pd,0.505205,0.0172354,15.5058,7.47461
modal_frequency_scale,52,0.972338,unshaped_filtered_pd,0.505409,0.0165502,16.0297,7.4815
modal_frequency_scale,52,0.972338,fourth_standard_pd,0.0517213,0.0013566,16.7298,8.12019
modal_frequency_scale,52,0.972338,fourth_filtered_pd,0.0524338,0.0011534,16.7261,8.1209
modal_frequency_scale,53,0.848704,unshaped_standard_pd,0.901637,0.0312448,15.6264,7.47236
modal_frequency_scale,53,0.848704,unshaped_filtered_pd,0.787931,0.0273438,15.9342,7.47851
modal_frequency_scale,53,0.848704,fourth_standard_pd,0.111108,0.0037328,16.9222,8.12498
modal_frequency_scale,53,0.848704,fourth_filtered_pd,0.112037,0.00341797,16.9903,8.12643
modal_frequency_scale,54,0.841997,unshaped_standard_pd,0.869483,0.0302766,15.6072,7.47299
modal_frequency_scale,54,0.841997,unshaped_filtered_pd,0.755027,0.0261726,15.9151,7.4795
modal_frequency_scale,54,0.841997,fourth_standard_pd,0.112634,0.00376905,16.9315,8.1253
modal_frequency_scale,54,0.841997,fourth_filtered_pd,0.114222,0.00344226,17.0034,8.12681
modal_frequency_scale,55,1.14761,unshaped_standard_pd,0.371566,0.0127528,15.5563,7.47177
modal_frequency_scale,55,1.14761,unshaped_filtered_pd,0.352914,0.0118439,16.0681,7.47742
modal_frequency_scale,55,1.14761,fourth_standard_pd,0.056598,0.00184148,16.6721,8.11549
modal_frequency_scale,55,1.14761,fourth_filtered_pd,0.0537655,0.00167127,16.6668,8.11583
modal_frequency_scale,56,1.18994,unshaped_standard_pd,0.385589,0.0130919,15.5944,7.47087
modal_frequency_scale,56,1.18994,unshaped_filtered_pd,0.367472,0.0125081,16.114,7.47537
modal_frequency_scale,56,1.18994,fourth_standard_pd,0.0519297,0.00172541,16.6858,8.11464
modal_frequency_scale,56,1.18994,fourth_filtered_pd,0.0517956,0.00167299,16.6856,8.11496
modal_frequency_scale,57,0.763167,unshaped_standard_pd,1.07879,0.0338961,15.4607,7.48099
modal_frequency_scale,57,0.763167,unshaped_filtered_pd,1.24973,0.040116,16.2195,7.48957
modal_frequency_scale,57,0.763167,fourth_standard_pd,0.260318,0.00837058,17.1207,8.12891
modal_frequency_scale,57,0.763167,fourth_filtered_pd,0.328606,0.0106777,17.2627,8.13107
modal_frequency_scale,58,0.739935,unshaped_standard_pd,1.42839,0.0469288,15.5839,7.47738
modal_frequency_scale,58,0.739935,unshaped_filtered_pd,1.54364,0.0514849,16.2072,7.48439
modal_frequency_scale,58,0.739935,fourth_standard_pd,0.393758,0.0133489,17.2005,8.1296
modal_frequency_scale,58,0.739935,fourth_filtered_pd,0.459439,0.0157175,17.3411,8.13167
modal_frequency_scale,59,1.05666,unshaped_standard_pd,0.523686,0.0174479,15.5638,7.47289
modal_frequency_scale,59,1.05666,unshaped_filtered_pd,0.542963,0.0182743,16.1682,7.47758
modal_frequency_scale,59,1.05666,fourth_standard_pd,0.0566209,0.00162679,16.6729,8.11767
modal_frequency_scale,59,1.05666,fourth_filtered_pd,0.0517799,0.00131828,16.643,8.11814
modal_frequency_scale,60,0.787704,unshaped_standard_pd,0.802903,0.025242,15.4157,7.48088
modal_frequency_scale,60,0.787704,unshaped_filtered_pd,0.923623,0.0285214,16.098,7.48988
modal_frequency_scale,60,0.787704,fourth_standard_pd,0.165895,0.00514131,17.0409,8.12791
modal_frequency_scale,60,0.787704,fourth_filtered_pd,0.211162,0.00639126,17.1641,8.12997
modal_frequency_scale,61,1.1948,unshaped_standard_pd,0.38239,0.012949,15.5909,7.47096
modal_frequency_scale,61,1.1948,unshaped_filtered_pd,0.368923,0.0125407,16.1277,7.47536
modal_frequency_scale,61,1.1948,fourth_standard_pd,0.0511866,0.00170179,16.6872,8.11455
modal_frequency_scale,61,1.1948,fourth_filtered_pd,0.0512972,0.00166066,16.6874,8.11487
modal_frequency_scale,62,0.886201,unshaped_standard_pd,0.888897,0.0298493,15.6104,7.47339
modal_frequency_scale,62,0.886201,unshaped_filtered_pd,0.896015,0.030372,16.1258,7.47858
modal_frequency_scale,62,0.886201,fourth_standard_pd,0.0919357,0.00299648,16.8691,8.12335
modal_frequency_scale,62,0.886201,fourth_filtered_pd,0.0998341,0.00307953,16.917,8.12449
modal_frequency_scale,63,0.786323,unshaped_standard_pd,0.813861,0.0255038,15.4152,7.48098
modal_frequency_scale,63,0.786323,unshaped_filtered_pd,0.93946,0.0290357,16.1073,7.49001
modal_frequency_scale,63,0.786323,fourth_standard_pd,0.169681,0.00526088,17.045,8.12797
modal_frequency_scale,63,0.786323,fourth_filtered_pd,0.216545,0.00658019,17.1696,8.13004
modal_frequency_scale,64,1.25258,unshaped_standard_pd,0.298095,0.00988345,15.5165,7.47226
modal_frequency_scale,64,1.25258,unshaped_filtered_pd,0.322223,0.0106524,16.1964,7.47701
modal_frequency_scale,64,1.25258,fourth_standard_pd,0.0455367,0.00152018,16.6992,8.1135
modal_frequency_scale,64,1.25258,fourth_filtered_pd,0.0444081,0.00144987,16.7044,8.11381
modal_frequency_scale,65,0.799319,unshaped_standard_pd,0.73872,0.0241427,15.4339,7.47961
modal_frequency_scale,65,0.799319,unshaped_filtered_pd,0.808607,0.0251349,16.0236,7.48829
modal_frequency_scale,65,0.799319,fourth_standard_pd,0.140688,0.00438812,17.0094,8.12737
modal_frequency_scale,65,0.799319,fourth_filtered_pd,0.172492,0.00507217,17.1196,8.12933
modal_frequency_scale,66,0.870832,unshaped_standard_pd,0.936092,0.0318851,15.6428,7.47211
modal_frequency_scale,66,0.870832,unshaped_filtered_pd,0.882486,0.0302587,16.0432,7.4774
modal_frequency_scale,66,0.870832,fourth_standard_pd,0.102186,0.003408,16.8928,8.124
modal_frequency_scale,66,0.870832,fourth_filtered_pd,0.106274,0.00330923,16.9486,8.12524
modal_frequency_scale,67,0.792168,unshaped_standard_pd,0.772133,0.02459,15.4199,7.48046
modal_frequency_scale,67,0.792168,unshaped_filtered_pd,0.875375,0.0270153,16.0691,7.48937
modal_frequency_scale,67,0.792168,fourth_standard_pd,0.154843,0.00480062,17.0282,8.1277
modal_frequency_scale,67,0.792168,fourth_filtered_pd,0.194897,0.00582733,17.1465,8.12973
modal_frequency_scale,68,0.769294,unshaped_standard_pd,0.995867,0.0310065,15.4388,7.48134
modal_frequency_scale,68,0.769294,unshaped_filtered_pd,1.16245,0.0368726,16.1998,7.49019
modal_frequency_scale,68,0.769294,fourth_standard_pd,0.231381,0.00734091,17.0997,8.12869
modal_frequency_scale,68,0.769294,fourth_filtered_pd,0.295534,0.00944227,17.2387,8.13084
modal_frequency_scale,69,0.712689,unshaped_standard_pd,1.7043,0.0579306,15.6928,7.47238
modal_frequency_scale,69,0.712689,unshaped_filtered_pd,1.62436,0.0555331,16.0229,7.47816
modal_frequency_scale,69,0.712689,fourth_standard_pd,0.54468,0.0193051,17.2777,8.13034
modal_frequency_scale,69,0.712689,fourth_filtered_pd,0.560293,0.0198808,17.398,8.13231
